"review_clean_id","place_name","place_id","cid","category","address","stars","rating","text","text_translated","original_language","published_at","reviewer_name","reviewer_total_reviews","is_local_guide","review_url","source_url","review_usable","aspect_product","aspect_taste","aspect_price","aspect_packaging","aspect_service","aspect_queue","aspect_parking","aspect_tourism_context","aspect_count","review_batch"
"OOREV-20260609-0066","Kue Balok Jaya Giri","ChIJ7X8gnwPhaC4RiMjk-9jNTSg","2904203666546542728","Toko Roti","Jl. Raya Lembang No.254, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5","","Enak dan nyaman..cuma minum nya kurang lengkap ya .","","id","2023-05-10T04:25:58.224Z","dwi agni handoko","170","True","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4MkxYdE13EAE!2m1!1s0x0:0x284dcdd8fbe4c888!3m1!1s2@1:CIHM0ogKEICAgICx2LXtMw%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Kue%20Balok%20Jaya%20Giri&query_place_id=ChIJ7X8gnwPhaC4RiMjk-9jNTSg","True","False","True","False","False","False","False","False","False","1","batch1_test10"
"OOREV-20260609-0067","Kue Balok Jaya Giri","ChIJ7X8gnwPhaC4RiMjk-9jNTSg","2904203666546542728","Toko Roti","Jl. Raya Lembang No.254, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5","","Kue balok nya enak","","id","2023-01-07T00:39:42.074Z","Dedi Mulyadi Rusnandar","235","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCdDRtN1h3EAE!2m1!1s0x0:0x284dcdd8fbe4c888!3m1!1s2@1:CIHM0ogKEICAgICBt4m7Xw%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Kue%20Balok%20Jaya%20Giri&query_place_id=ChIJ7X8gnwPhaC4RiMjk-9jNTSg","True","True","True","False","False","False","False","False","False","2","batch1_test10"
"OOREV-20260609-0068","Kue Balok Jaya Giri","ChIJ7X8gnwPhaC4RiMjk-9jNTSg","2904203666546542728","Toko Roti","Jl. Raya Lembang No.254, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","4","","kue baloknya lebih seperti bolu bakar...khas nya emang itu....pilihan menunya banyak dan affordable","","id","2022-12-24T00:55:46.106Z","Dieny Ferbianty","6","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCcHFyR3dBRRAB!2m1!1s0x0:0x284dcdd8fbe4c888!3m1!1s2@1:CIHM0ogKEICAgICBpqrGwAE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Kue%20Balok%20Jaya%20Giri&query_place_id=ChIJ7X8gnwPhaC4RiMjk-9jNTSg","True","True","False","False","False","False","False","False","False","1","batch1_test10"
"OOREV-20260609-0069","Kue Balok Jaya Giri","ChIJ7X8gnwPhaC4RiMjk-9jNTSg","2904203666546542728","Toko Roti","Jl. Raya Lembang No.254, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5","","Maknyuus pokonamah...wajib di coba..","","id","2022-11-26T08:39:06.025Z","Cuto Markuto","79","True","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQtOG8ySWNBEAE!2m1!1s0x0:0x284dcdd8fbe4c888!3m1!1s2@1:CIHM0ogKEICAgID-8o2IcA%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Kue%20Balok%20Jaya%20Giri&query_place_id=ChIJ7X8gnwPhaC4RiMjk-9jNTSg","True","False","False","False","False","False","False","False","False","0","batch1_test10"
"OOREV-20260609-0070","Kue Balok Jaya Giri","ChIJ7X8gnwPhaC4RiMjk-9jNTSg","2904203666546542728","Toko Roti","Jl. Raya Lembang No.254, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5","","Enakkk bangetttsihhh sumpahhh, dikalaa laparrr kue balok jaya giri sama susu asli dri sapinya langsung yang hangatttðŸ¥°ðŸ¥°ðŸ‘","","id","2022-11-22T07:56:07.904Z","Elliott Warren","6","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQtbExmOVVnEAE!2m1!1s0x0:0x284dcdd8fbe4c888!3m1!1s2@1:CIHM0ogKEICAgID-lLf9Ug%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Kue%20Balok%20Jaya%20Giri&query_place_id=ChIJ7X8gnwPhaC4RiMjk-9jNTSg","True","True","True","False","False","False","False","False","False","2","batch1_test10"
"OOREV-20260609-0071","Kue Balok Jaya Giri","ChIJ7X8gnwPhaC4RiMjk-9jNTSg","2904203666546542728","Toko Roti","Jl. Raya Lembang No.254, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","4","","enak pokoknya apalagi kalau makan kuenya itu sama teh tawar panas","","id","2022-09-28T12:59:16.477Z","Hendi Sutrisno","7","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNlXzdQZjF3RRAB!2m1!1s0x0:0x284dcdd8fbe4c888!3m1!1s2@1:CIHM0ogKEICAgICe_7Pf1wE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Kue%20Balok%20Jaya%20Giri&query_place_id=ChIJ7X8gnwPhaC4RiMjk-9jNTSg","True","True","True","False","False","False","False","False","False","2","batch1_test10"
"OOREV-20260609-0072","Kue Balok Jaya Giri","ChIJ7X8gnwPhaC4RiMjk-9jNTSg","2904203666546542728","Toko Roti","Jl. Raya Lembang No.254, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5","","Banyak pilihan rasa","","id","2022-09-06T02:26:04.259Z","tab6563 des","66","True","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNLb2NpWGdBRRAB!2m1!1s0x0:0x284dcdd8fbe4c888!3m1!1s2@1:CIHM0ogKEICAgICKociXgAE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Kue%20Balok%20Jaya%20Giri&query_place_id=ChIJ7X8gnwPhaC4RiMjk-9jNTSg","True","False","True","False","False","False","False","False","False","1","batch1_test10"
"OOREV-20260609-0073","Kue Balok Jaya Giri","ChIJ7X8gnwPhaC4RiMjk-9jNTSg","2904203666546542728","Toko Roti","Jl. Raya Lembang No.254, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5","","klo untuk pemesanan packing kardus?","","id","2022-07-24T02:00:02.873Z","GALUH HAIKAL","12","True","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN1Z3QzT21BRRAB!2m1!1s0x0:0x284dcdd8fbe4c888!3m1!1s2@1:CIHM0ogKEICAgICugt3OmAE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Kue%20Balok%20Jaya%20Giri&query_place_id=ChIJ7X8gnwPhaC4RiMjk-9jNTSg","True","False","False","False","True","False","False","False","False","1","batch1_test10"
"OOREV-20260609-0074","Kue Balok Jaya Giri","ChIJ7X8gnwPhaC4RiMjk-9jNTSg","2904203666546542728","Toko Roti","Jl. Raya Lembang No.254, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","4","","Di Balok dulu sambil tunggu yang lain","","id","2022-07-07T20:11:29.531Z","Tjep Aden","28","True","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURPMGZ2ZTNBRRAB!2m1!1s0x0:0x284dcdd8fbe4c888!3m1!1s2@1:CIHM0ogKEICAgIDO0fve3AE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Kue%20Balok%20Jaya%20Giri&query_place_id=ChIJ7X8gnwPhaC4RiMjk-9jNTSg","True","True","False","False","False","False","True","False","False","2","batch1_test10"
"OOREV-20260609-0075","Kue Balok Jaya Giri","ChIJ7X8gnwPhaC4RiMjk-9jNTSg","2904203666546542728","Toko Roti","Jl. Raya Lembang No.254, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5","","Enakkk, lembut, isinya murah hati, harganya very terjangkau","","id","2022-06-21T12:02:29.974Z","Rowena Suryobroto","920","True","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNPeC1iTm9nRRAB!2m1!1s0x0:0x284dcdd8fbe4c888!3m1!1s2@1:CIHM0ogKEICAgICOx-bNogE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Kue%20Balok%20Jaya%20Giri&query_place_id=ChIJ7X8gnwPhaC4RiMjk-9jNTSg","True","False","True","True","False","False","False","False","False","2","batch1_test10"
"OOREV-20260609-0076","Kue Balok Jaya Giri","ChIJ7X8gnwPhaC4RiMjk-9jNTSg","2904203666546542728","Toko Roti","Jl. Raya Lembang No.254, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","3","","Kue baloknya enak rasanya, minumannya segar fresh, ramah, layanan agak lama, sayang parkirnya terbatas...","","id","2022-03-23T09:10:05.079Z","Wiji Purwito","150","True","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURXbHBYeEpREAE!2m1!1s0x0:0x284dcdd8fbe4c888!3m1!1s2@1:CIHM0ogKEICAgIDWlpXxJQ%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Kue%20Balok%20Jaya%20Giri&query_place_id=ChIJ7X8gnwPhaC4RiMjk-9jNTSg","True","True","True","False","False","True","False","True","False","4","batch1_test10"
"OOREV-20260609-0077","Kue Balok Jaya Giri","ChIJ7X8gnwPhaC4RiMjk-9jNTSg","2904203666546542728","Toko Roti","Jl. Raya Lembang No.254, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5","","Kue balok rasa originalnya bakarannya pas.. Ngepros. Tempatnya pas buat rehat setelah nanjak ke Lembang","","id","2021-12-01T01:37:17.017Z","rully kesuma","244","True","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURHa2ZlMWhnRRAB!2m1!1s0x0:0x284dcdd8fbe4c888!3m1!1s2@1:CIHM0ogKEICAgIDGkfe1hgE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Kue%20Balok%20Jaya%20Giri&query_place_id=ChIJ7X8gnwPhaC4RiMjk-9jNTSg","True","True","True","False","False","False","False","False","False","2","batch1_test10"
"OOREV-20260609-0078","Keripik Tempe Tembul","ChIJfQAemwPhaC4R3GLivxb57Bc","1724026633479938780","Toko Makanan","Jl. Raya Lembang No.276, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5","","Beli oleh2 keripik Tempe bulat, keripik bayem dan sale Pisang paling bener disini..enakkk","","id","2026-05-12T02:48:24.887Z","Agustinus Dandi","76","True","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xsR2IyVTVTRXBQTjFrME0zRmFNMEZZY1haa2VXYxAB!2m1!1s0x0:0x17ecf916bfe262dc!3m1!1s2@1:CAIQACodChtycF9oOllGb2U5SEpPN1k0M3FaM0FYcXZkeWc%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Keripik%20Tempe%20Tembul&query_place_id=ChIJfQAemwPhaC4R3GLivxb57Bc","True","True","True","False","True","False","False","False","False","3","batch1_test10"
"OOREV-20260609-0079","Keripik Tempe Tembul","ChIJfQAemwPhaC4R3GLivxb57Bc","1724026633479938780","Toko Makanan","Jl. Raya Lembang No.276, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5","","Enak, gurih kering tipis renyah. Minyaknya ga pahit. Cuma pelayanan agak lama soalnya cuma 1 orang terus pembeli biasanya banyak nanya jadi antri ga efisien. Tempat nunggu juga ga ada karena kan kios. Jadi desek2an dekat kompor gede itu, agak uji nyali sih panas.","","id","2026-05-09T15:07:39.719Z","Min Olu","376","True","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xCWE9IaEJTV2RsV0hwbGRtSnRUVVpHZG1VM1ZtYxAB!2m1!1s0x0:0x17ecf916bfe262dc!3m1!1s2@1:CAIQACodChtycF9oOlBXOHhBSWdlWHpldmJtTUZGdmU3Vmc%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Keripik%20Tempe%20Tembul&query_place_id=ChIJfQAemwPhaC4R3GLivxb57Bc","True","False","True","False","False","True","True","False","False","3","batch1_test10"
"OOREV-20260609-0080","Keripik Tempe Tembul","ChIJfQAemwPhaC4R3GLivxb57Bc","1724026633479938780","Toko Makanan","Jl. Raya Lembang No.276, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","1","","Minyak yg dipakai sdh berulang kali. Pesan bayam. Lngsng bikin batuk, ga makan sisanya.. Lalu pas beli itu ibu2 malah ngerumpi bukan layani pembeli. Gila nunggu diplastikin doang pake lama padahal ga ada pembeli lain Tolong itu kalo minyak bagus pasti yakin banyak yang beli. Tingkatin lg layanan ke pembeli bkn yg diurus urusan pribadi dulu","","id","2026-04-06T10:37:53.397Z","Jeremy Nelson","14","True","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2t0VVNYVkZjWEUzU2xWVlRIQm1iMlF5ZG1KalRrRRAB!2m1!1s0x0:0x17ecf916bfe262dc!3m1!1s2@1:CAIQACodChtycF9oOktUSXVFcXE3SlVVTHBmb2QydmJjTkE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Keripik%20Tempe%20Tembul&query_place_id=ChIJfQAemwPhaC4R3GLivxb57Bc","True","False","True","False","False","True","True","False","False","3","batch1_test10"
"OOREV-20260609-0081","Keripik Tempe Tembul","ChIJfQAemwPhaC4R3GLivxb57Bc","1724026633479938780","Toko Makanan","Jl. Raya Lembang No.276, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","3","","Titiknya salah ini, tolong diperbaiki?","","id","2026-03-27T07:32:24.152Z","Fahmi Firdaus","18","True","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2t3dFEzY3lPSEJPTFc5aVJtVlFORWw0Y2xkc1ZsRRAB!2m1!1s0x0:0x17ecf916bfe262dc!3m1!1s2@1:CAIQACodChtycF9oOkwtQ3cyOHBOLW9iRmVQNEl4cldsVlE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Keripik%20Tempe%20Tembul&query_place_id=ChIJfQAemwPhaC4R3GLivxb57Bc","True","False","False","False","False","True","False","False","False","1","batch1_test10"
"OOREV-20260609-0082","Keripik Tempe Tembul","ChIJfQAemwPhaC4R3GLivxb57Bc","1724026633479938780","Toko Makanan","Jl. Raya Lembang No.276, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","1","","Tiap mau beli ga dilayanin karyawan nya so sibuk yg pas mau beli pertama bilang lagi makan dulu padahal disitu posisi nya banyak org, pas mau beli juga barusan jam 19.15 Senin 16 feb karyawan nya pura-pura gadenger padahal saya udh bilang beli, tapi ga di layanin sampe nunggu lama. Niat jualan apa engga ya?","","id","2026-02-18T14:43:39.418Z","Firda Noviyanti","2","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xOa1gzQkVNVUZXY1VWaloxa3lialZFUkc5V04wRRAB!2m1!1s0x0:0x17ecf916bfe262dc!3m1!1s2@1:CAIQACodChtycF9oOlNkX3BEMUFWcUVjZ1kybjVERG9WN0E%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Keripik%20Tempe%20Tembul&query_place_id=ChIJfQAemwPhaC4R3GLivxb57Bc","True","False","True","False","False","True","True","False","False","3","batch1_test10"
"OOREV-20260609-0083","Keripik Tempe Tembul","ChIJfQAemwPhaC4R3GLivxb57Bc","1724026633479938780","Toko Makanan","Jl. Raya Lembang No.276, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5","","ENAK BANGET, oleh oleh unik dan gemoy nagih banget rasanya","","id","2025-09-08T10:40:36.529Z","Nafil Da","5","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25sa09VOU1ka280T0Vadk1GbDFZV0pxZGpKbFIyYxAB!2m1!1s0x0:0x17ecf916bfe262dc!3m1!1s2@1:CAIQACodChtycF9oOnlkOU9Mdko4OEZvMFl1YWJqdjJlR2c%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Keripik%20Tempe%20Tembul&query_place_id=ChIJfQAemwPhaC4R3GLivxb57Bc","True","True","True","False","True","False","False","False","False","3","batch1_test10"
"OOREV-20260609-0084","Keripik Tempe Tembul","ChIJfQAemwPhaC4R3GLivxb57Bc","1724026633479938780","Toko Makanan","Jl. Raya Lembang No.276, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5","","Renyah dan fresh ðŸ‘","","id","2025-07-30T01:45:23.918Z","Gita Nandia Oktaviani","4","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tZNVJsSkNhM052YzBZNWQySjFTMHhyWmw5SWJrRRAB!2m1!1s0x0:0x17ecf916bfe262dc!3m1!1s2@1:CAIQACodChtycF9oOkY5RlJCa3Nvc0Y5d2J1S0xrZl9IbkE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Keripik%20Tempe%20Tembul&query_place_id=ChIJfQAemwPhaC4R3GLivxb57Bc","True","False","True","False","False","False","False","False","False","1","batch1_test10"
"OOREV-20260609-0085","Keripik Tempe Tembul","ChIJfQAemwPhaC4R3GLivxb57Bc","1724026633479938780","Toko Makanan","Jl. Raya Lembang No.276, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5","","rasa enak harga terjangkau","","id","2025-07-30T01:43:28.308Z","Nikoe Yoda","6","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT200M2EyOTRTRTFoWjA5cmJtczBUMGRRTkRGaFMyYxAB!2m1!1s0x0:0x17ecf916bfe262dc!3m1!1s2@1:CAIQACodChtycF9oOm43a294SE1hZ09rbms0T0dQNDFhS2c%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Keripik%20Tempe%20Tembul&query_place_id=ChIJfQAemwPhaC4R3GLivxb57Bc","True","False","True","True","False","False","False","False","False","2","batch1_test10"
"OOREV-20260609-0086","Keripik Tempe Tembul","ChIJfQAemwPhaC4R3GLivxb57Bc","1724026633479938780","Toko Makanan","Jl. Raya Lembang No.276, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5","","Rasa nya enak harga nya murah mantap","","id","2025-07-30T01:43:16.029Z","auliaa awu","3","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xoNlF6RlNiVVZvVERCTmNsTlRlV0pUUlZKb1lWRRAB!2m1!1s0x0:0x17ecf916bfe262dc!3m1!1s2@1:CAIQACodChtycF9oOlh6QzFSbUVoTDBNclNTeWJTRVJoYVE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Keripik%20Tempe%20Tembul&query_place_id=ChIJfQAemwPhaC4R3GLivxb57Bc","True","False","True","True","False","False","False","False","False","2","batch1_test10"
"OOREV-20260609-0087","Keripik Tempe Tembul","ChIJfQAemwPhaC4R3GLivxb57Bc","1724026633479938780","Toko Makanan","Jl. Raya Lembang No.276, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5","","Ngeunah pisann","Sangat bagus.","su","2025-07-30T01:42:06.472Z","Nuning Komariyah","1","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pORldtOWtaemhXUW5sUVlrUlZObG81TTFGc2FXYxAB!2m1!1s0x0:0x17ecf916bfe262dc!3m1!1s2@1:CAIQACodChtycF9oOjNFWm9kZzhWQnlQYkRVNlo5M1FsaWc%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Keripik%20Tempe%20Tembul&query_place_id=ChIJfQAemwPhaC4R3GLivxb57Bc","True","False","False","False","False","False","False","False","False","0","batch1_test10"
"OOREV-20260609-0088","Keripik Tempe Tembul","ChIJfQAemwPhaC4R3GLivxb57Bc","1724026633479938780","Toko Makanan","Jl. Raya Lembang No.276, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5","","Harga kaki lima Rasa bintang lima","","id","2025-07-30T01:41:56.127Z","Neneng Widianengrum","3","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2toSVRqbFNkMFJpYlZscGFsb3lkREpPUWxGbk1sRRAB!2m1!1s0x0:0x17ecf916bfe262dc!3m1!1s2@1:CAIQACodChtycF9oOkhITjlSd0RibVlpaloydDJOQlFnMlE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Keripik%20Tempe%20Tembul&query_place_id=ChIJfQAemwPhaC4R3GLivxb57Bc","True","False","True","True","False","False","False","False","False","2","batch1_test10"
"OOREV-20260609-0089","Keripik Tempe Tembul","ChIJfQAemwPhaC4R3GLivxb57Bc","1724026633479938780","Toko Makanan","Jl. Raya Lembang No.276, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5","","Lengkap banyak pilihannya ðŸ˜","","id","2025-07-30T01:41:32.309Z","Fathia Maudy","9","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xaV2RUWTJja2MzWWtwSGNtOVFjbVIxZG1wNmVXYxAB!2m1!1s0x0:0x17ecf916bfe262dc!3m1!1s2@1:CAIQACodChtycF9oOlZWdTY2ckc3YkpHcm9QcmR1dmp6eWc%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Keripik%20Tempe%20Tembul&query_place_id=ChIJfQAemwPhaC4R3GLivxb57Bc","True","False","False","False","False","False","False","False","False","0","batch1_test10"
"OOREV-20260609-0090","Keripik Tempe Tembul","ChIJfQAemwPhaC4R3GLivxb57Bc","1724026633479938780","Toko Makanan","Jl. Raya Lembang No.276, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5","","Baru coba ternyata enak banget. Harga terjangkau. Pelayanan ramah banget","","id","2025-07-30T01:38:02.013Z","Suryadi Khanrai","1","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xaMVUxSkJkVVEwZWpkNlYwOTFPRXMyUW1kYWFXYxAB!2m1!1s0x0:0x17ecf916bfe262dc!3m1!1s2@1:CAIQACodChtycF9oOlZ1U1JBdUQ0ejd6V091OEs2QmdaaWc%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Keripik%20Tempe%20Tembul&query_place_id=ChIJfQAemwPhaC4R3GLivxb57Bc","True","False","True","True","False","True","False","False","False","3","batch1_test10"
"OOREV-20260609-0091","Keripik Tempe Tembul","ChIJfQAemwPhaC4R3GLivxb57Bc","1724026633479938780","Toko Makanan","Jl. Raya Lembang No.276, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5","","Rasa nya endul pelayanannya oc harga terjangkau","","id","2025-07-30T01:37:22.387Z","Nana S","1","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tWd1psbHljbXBmY25GSUxVUjNkVlZRVFc1RlNVRRAB!2m1!1s0x0:0x17ecf916bfe262dc!3m1!1s2@1:CAIQACodChtycF9oOkVwZllycmpfcnFILUR3dVVQTW5FSUE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Keripik%20Tempe%20Tembul&query_place_id=ChIJfQAemwPhaC4R3GLivxb57Bc","True","False","True","True","False","True","False","False","False","3","batch1_test10"
"OOREV-20260609-0092","Keripik Tempe Tembul","ChIJfQAemwPhaC4R3GLivxb57Bc","1724026633479938780","Toko Makanan","Jl. Raya Lembang No.276, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5","","Rasa rekomended, pelayanan ramah, harga terajngaku","","id","2025-07-30T01:34:59.268Z","Akhtar Supriadi","2","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25KV2FFa3lVRE5CVFVJdFF6Vk9Wa2hyWHkxWWNtYxAB!2m1!1s0x0:0x17ecf916bfe262dc!3m1!1s2@1:CAIQACodChtycF9oOnJWaEkyUDNBTUItQzVOVkhrXy1Ycmc%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Keripik%20Tempe%20Tembul&query_place_id=ChIJfQAemwPhaC4R3GLivxb57Bc","True","False","True","True","False","True","False","False","False","3","batch1_test10"
"OOREV-20260609-0093","Keripik Tempe Tembul","ChIJfQAemwPhaC4R3GLivxb57Bc","1724026633479938780","Toko Makanan","Jl. Raya Lembang No.276, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5","","Oleh oleh murqh meriah, terjangkaw, apa aja ada,, klw ke bandung jgn lupq beli di sini gaes,, enak2, tempenya best seller suka yg pedes manis.. Borong borong","Oleh Murqh Lively, terjangkau, apa pun yang tersedia,, jika Anda pergi ke Bandung jangan lupa untuk membeli di sini,, enak sekali, tempenya terlaris, saya suka yang pedas dan manis.. Grosir grosir","ms","2025-07-30T01:23:12.933Z","Resmi Yati","2","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25Sc2NVOXVNVVI1YzBVd01USkRVREJzTFhoc2NFRRAB!2m1!1s0x0:0x17ecf916bfe262dc!3m1!1s2@1:CAIQACodChtycF9oOnRscU9uMUR5c0UwMTJDUDBsLXhscEE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Keripik%20Tempe%20Tembul&query_place_id=ChIJfQAemwPhaC4R3GLivxb57Bc","True","True","True","False","True","False","False","False","False","3","batch1_test10"
