trail_id,user_id,split,sequence_length,category_sequence,raw_category_sequence,venue_id_sequence,target_next_category,history_categories
2013_2031499,95214,validation,2,belanja > kuliner,Shopping Mall > Snack Place,1 > 4269,kuliner,belanja
2013_2031511,95214,train,2,kuliner > penginapan,Food Truck > Hotel,19854 > 733,penginapan,kuliner
2013_2031515,95214,train,2,kuliner > alam_santai,Sushi Restaurant > Water Park,159 > 3235,alam_santai,kuliner
2013_2031914,95237,train,2,kuliner > belanja,Café > Bookstore,13168 > 83,belanja,kuliner
2013_2031915,95237,train,2,kuliner > kuliner,Burger Joint > Burger Joint,353 > 353,kuliner,kuliner
2013_2031917,95237,train,2,belanja > kuliner,Shopping Mall > Burger Joint,1 > 353,kuliner,belanja
2013_2031918,95237,validation,2,belanja > hiburan,Shopping Mall > Multiplex,1 > 297,hiburan,belanja
2013_2031920,95237,train,3,belanja > belanja > hiburan,Bookstore > Shopping Mall > Multiplex,83 > 3202 > 3097,hiburan,belanja > belanja
2013_2031929,95237,train,2,belanja > hiburan,Shopping Mall > Multiplex,13 > 18,hiburan,belanja
2013_2032614,95280,train,3,belanja > alam_santai > kuliner,Shopping Mall > Park > Breakfast Spot,6230 > 1840 > 5811,kuliner,belanja > alam_santai
2013_2032620,95280,train,2,religi > belanja,Mosque > Shopping Mall,448 > 6230,belanja,religi
2013_2032793,95295,train,5,belanja > belanja > belanja > belanja > belanja,Shopping Mall > Bookstore > Shopping Mall > Shopping Mall > Bookstore,3202 > 83 > 23 > 3202 > 83,belanja,belanja > belanja > belanja > belanja
2013_2032794,95295,train,2,kuliner > kuliner,Donut Shop > Bakery,76 > 2250,kuliner,kuliner
2013_2032795,95295,train,3,belanja > kuliner > belanja,Shopping Mall > Burger Joint > Bookstore,3202 > 12581 > 83,belanja,belanja > kuliner
2013_2032797,95295,test,6,kuliner > belanja > hiburan > kuliner > alam_santai > religi,Bakery > Shopping Mall > Multiplex > Donut Shop > Park > Mosque,3225 > 13 > 18 > 163 > 20122 > 2218,religi,kuliner > belanja > hiburan > kuliner > alam_santai
2013_2032798,95295,train,2,belanja > kuliner,Shopping Mall > Donut Shop,1 > 76,kuliner,belanja
2013_2032800,95295,train,2,belanja > kuliner,Shopping Mall > Restaurant,1 > 14142,kuliner,belanja
2013_2032801,95295,train,2,belanja > hiburan,Shopping Mall > Multiplex,1 > 297,hiburan,belanja
2013_2032802,95295,test,4,kuliner > belanja > kuliner > kuliner,Bakery > Shopping Mall > Restaurant > Coffee Shop,3225 > 1 > 344 > 24732,kuliner,kuliner > belanja > kuliner
2013_2032922,95303,train,2,kuliner > kuliner,Bakery > Coffee Shop,466 > 719,kuliner,kuliner
2013_2032924,95303,train,3,belanja > belanja > belanja,Clothing Store > Department Store > Shopping Mall,19571 > 292 > 13,belanja,belanja > belanja
2013_2032932,95303,train,2,belanja > hiburan,Shopping Mall > Karaoke Bar,6 > 20923,hiburan,belanja
2013_2032937,95303,train,2,belanja > hiburan,Department Store > Arcade,1360 > 600,hiburan,belanja
2013_2032938,95303,test,2,kuliner > kuliner,Café > Food Truck,13297 > 27521,kuliner,kuliner
2013_2032940,95303,test,2,kuliner > kuliner,Indonesian Restaurant > Food Truck,734 > 350,kuliner,kuliner
2013_2033331,95324,train,2,belanja > kuliner,Shopping Mall > Food Court,6 > 11097,kuliner,belanja
2013_2033469,95335,validation,2,kuliner > kuliner,Food Truck > Indonesian Restaurant,10651 > 10021,kuliner,kuliner
2013_2033475,95335,validation,2,belanja > kuliner,Shopping Mall > Japanese Restaurant,1 > 11635,kuliner,belanja
2013_2033565,95343,train,2,belanja > kuliner,Shopping Mall > Japanese Restaurant,1 > 319,kuliner,belanja
2013_2033567,95343,train,2,belanja > kuliner,Shopping Mall > Japanese Restaurant,1 > 319,kuliner,belanja
2013_2033569,95343,train,2,kuliner > belanja,Burger Joint > Shopping Mall,353 > 6,belanja,kuliner
2013_2033571,95343,test,2,kuliner > kuliner,Food Truck > Sushi Restaurant,13229 > 394,kuliner,kuliner
2013_2033573,95343,train,2,belanja > belanja,Shopping Mall > Shopping Mall,1 > 23,belanja,belanja
2013_2033891,95362,train,3,belanja > hiburan > kuliner,Shopping Mall > Karaoke Bar > Burger Joint,3202 > 3966 > 12581,kuliner,belanja > hiburan
2013_2033900,95362,test,4,belanja > kuliner > belanja > belanja,Shopping Mall > Donut Shop > Clothing Store > Boutique,1 > 76 > 18491 > 14860,belanja,belanja > kuliner > belanja
2013_2033902,95362,train,5,belanja > belanja > belanja > kuliner > belanja,Shopping Mall > Shopping Mall > Bookstore > Food Court > Bookstore,11 > 3202 > 4924 > 898 > 83,belanja,belanja > belanja > belanja > kuliner
2013_2033912,95362,train,3,belanja > kuliner > hiburan,Shopping Mall > Food Court > Multiplex,3202 > 898 > 3097,hiburan,belanja > kuliner
2013_2033917,95362,train,2,belanja > belanja,Shopping Mall > Shopping Mall,3202 > 13,belanja,belanja
2013_2033920,95362,train,3,belanja > kuliner > kuliner,Shopping Mall > Fast Food Restaurant > Sushi Restaurant,13 > 9387 > 394,kuliner,belanja > kuliner
2013_2033932,95362,validation,2,belanja > kuliner,Shopping Mall > Fast Food Restaurant,4910 > 12666,kuliner,belanja
2013_2033936,95362,train,2,belanja > kuliner,Shopping Mall > Fast Food Restaurant,4910 > 12666,kuliner,belanja
2013_2033939,95362,train,2,belanja > kuliner,Shopping Mall > Pizza Place,1 > 536,kuliner,belanja
2013_2033950,95362,validation,3,kuliner > kuliner > kuliner,Food Court > Cupcake Shop > Vegetarian / Vegan Restaurant,1116 > 5676 > 19196,kuliner,kuliner > kuliner
2013_2033955,95362,train,2,belanja > kuliner,Shopping Mall > Burger Joint,3202 > 12581,kuliner,belanja
2013_2034628,95397,train,2,kuliner > kuliner,Fried Chicken Joint > Café,102 > 98,kuliner,kuliner
2013_2034630,95397,validation,2,belanja > kuliner,Clothing Store > Donut Shop,939 > 30,kuliner,belanja
2013_2034631,95397,train,2,belanja > hiburan,Shopping Mall > Karaoke Bar,1 > 117,hiburan,belanja
2013_2034634,95397,test,2,kuliner > kuliner,Pizza Place > Bakery,12556 > 392,kuliner,kuliner
2013_2034635,95397,train,2,kuliner > hiburan,Fried Chicken Joint > Karaoke Bar,10882 > 11381,hiburan,kuliner
2013_2035276,95439,train,2,belanja > alam_santai,Shopping Mall > Theme Park,6 > 5875,alam_santai,belanja
2013_2035278,95439,train,3,kuliner > kuliner > kuliner,Ramen Restaurant > Café > Café,19371 > 13297 > 2017,kuliner,kuliner > kuliner
2013_2035280,95439,train,2,belanja > belanja,Clothing Store > Clothing Store,377 > 774,belanja,belanja
2013_2035281,95439,test,2,kuliner > kuliner,Japanese Restaurant > Indonesian Restaurant,257 > 890,kuliner,kuliner
2013_2035285,95439,train,2,belanja > kuliner,Shopping Mall > Diner,6 > 15031,kuliner,belanja
2013_2035286,95439,train,2,belanja > kuliner,Shopping Mall > Café,3202 > 98,kuliner,belanja
2013_2035292,95439,train,2,belanja > kuliner,Shopping Mall > Café,23 > 24749,kuliner,belanja
2013_2036608,95526,train,2,kuliner > kuliner,Food Court > Donut Shop,20668 > 30,kuliner,kuliner
2013_2036609,95526,test,2,religi > kuliner,Mosque > Breakfast Spot,11146 > 18505,kuliner,religi
2013_2036618,95526,train,2,kuliner > kuliner,Japanese Restaurant > Sushi Restaurant,22278 > 2467,kuliner,kuliner
2013_2036619,95526,train,2,hiburan > penginapan,Pub > Bed & Breakfast,19784 > 13066,penginapan,hiburan
2013_2038423,95629,train,3,belanja > belanja > kuliner,Shopping Mall > Bookstore > Seafood Restaurant,6 > 473 > 8762,kuliner,belanja > belanja
2013_2038426,95629,train,2,kuliner > kuliner,Fried Chicken Joint > Restaurant,2 > 3443,kuliner,kuliner
2013_2038428,95629,train,2,kuliner > kuliner,Ice Cream Shop > Asian Restaurant,22263 > 2443,kuliner,kuliner
2013_2038432,95629,train,2,belanja > kuliner,Shopping Mall > Tea Room,6 > 25481,kuliner,belanja
2013_2039819,95717,validation,2,kuliner > belanja,Café > Shopping Mall,16088 > 1,belanja,kuliner
2013_2039825,95717,train,2,budaya_edukasi > belanja,Performing Arts Venue > Farmers Market,6274 > 7724,belanja,budaya_edukasi
2013_2039826,95717,test,3,kuliner > kuliner > hiburan,Diner > Indonesian Restaurant > Nightclub,8152 > 1294 > 4028,hiburan,kuliner > kuliner
2013_2040033,95732,train,2,kuliner > belanja,Asian Restaurant > Shopping Mall,7139 > 1,belanja,kuliner
2013_2040034,95732,train,3,belanja > kuliner > budaya_edukasi,Shopping Mall > Bakery > Monument / Landmark,3202 > 112 > 823,budaya_edukasi,belanja > kuliner
2013_2040036,95732,test,2,belanja > kuliner,Shopping Mall > Café,13 > 17963,kuliner,belanja
2013_2040037,95732,train,2,kuliner > hiburan,Café > Karaoke Bar,29 > 270,hiburan,kuliner
2013_2040040,95732,validation,2,belanja > kuliner,Shopping Mall > Food Court,1 > 8705,kuliner,belanja
2013_2041323,95799,test,2,belanja > hiburan,Shopping Mall > Karaoke Bar,13 > 935,hiburan,belanja
2013_2041327,95799,train,2,belanja > hiburan,Shopping Mall > Multiplex,13 > 18,hiburan,belanja
2013_2041328,95799,validation,2,kuliner > kuliner,Ramen Restaurant > Indonesian Restaurant,24553 > 290,kuliner,kuliner
2013_2041329,95799,test,2,belanja > kuliner,Shopping Mall > Burger Joint,13 > 133,kuliner,belanja
2013_2041331,95799,train,2,kuliner > kuliner,Burger Joint > Indonesian Restaurant,133 > 290,kuliner,kuliner
2013_2041333,95799,train,2,belanja > hiburan,Shopping Mall > Multiplex,13 > 18,hiburan,belanja
2013_2041335,95799,validation,2,belanja > kuliner,Shopping Mall > Food Court,1 > 8705,kuliner,belanja
2013_2044333,95976,train,2,religi > religi,Mosque > Spiritual Center,19013 > 1884,religi,religi
2013_2044335,95976,train,2,religi > religi,Spiritual Center > Mosque,1884 > 19013,religi,religi
2013_2049812,96285,train,2,hiburan > kuliner,Multiplex > Café,297 > 14290,kuliner,hiburan
2013_2049820,96285,train,2,hiburan > belanja,Multiplex > Shopping Mall,297 > 1,belanja,hiburan
2013_2049821,96285,train,2,belanja > kuliner,Shopping Mall > Café,11574 > 8989,kuliner,belanja
2013_2055361,96565,validation,3,hiburan > kuliner > hiburan,Multiplex > Restaurant > Multiplex,3097 > 11237 > 3097,hiburan,hiburan > kuliner
2013_2055363,96565,train,2,kuliner > kuliner,Eastern European Restaurant > Café,3130 > 13297,kuliner,kuliner
2013_2055364,96565,train,2,belanja > kuliner,Shopping Mall > Coffee Shop,3 > 28152,kuliner,belanja
2013_2055371,96565,test,2,belanja > kuliner,Bookstore > Restaurant,83 > 11237,kuliner,belanja
2013_2055374,96565,train,2,belanja > belanja,Shopping Mall > Shopping Mall,3202 > 11,belanja,belanja
2013_2055380,96565,train,3,kuliner > hiburan > kuliner,Bakery > Multiplex > Coffee Shop,8832 > 297 > 758,kuliner,kuliner > hiburan
2013_2055382,96565,test,2,belanja > kuliner,Shopping Mall > Korean Restaurant,1 > 27704,kuliner,belanja
2013_2055553,96580,train,2,belanja > belanja,Shopping Mall > Clothing Store,13 > 4073,belanja,belanja
2013_2055556,96580,train,2,penginapan > hiburan,Hotel > Arcade,25364 > 5021,hiburan,penginapan
2013_2058086,96731,validation,2,alam_santai > belanja,Park > Department Store,4371 > 6898,belanja,alam_santai
2013_2058087,96731,train,2,belanja > kuliner,Department Store > Indonesian Restaurant,6898 > 14544,kuliner,belanja
2013_2058088,96731,train,2,religi > kuliner,Spiritual Center > Indonesian Restaurant,5438 > 14544,kuliner,religi
2013_2058091,96731,train,3,kuliner > hiburan > belanja,Indonesian Restaurant > Arcade > Department Store,434 > 2216 > 6898,belanja,kuliner > hiburan
2013_2058093,96731,train,2,kuliner > hiburan,Fast Food Restaurant > Arcade,16124 > 2216,hiburan,kuliner
2013_2058096,96731,test,3,belanja > hiburan > kuliner,Department Store > Arcade > Fast Food Restaurant,6898 > 6382 > 16124,kuliner,belanja > hiburan
2013_2058097,96731,validation,2,hiburan > kuliner,Arcade > Indonesian Restaurant,2216 > 14544,kuliner,hiburan
2013_2060267,96863,train,2,belanja > hiburan,Shopping Mall > Multiplex,1 > 297,hiburan,belanja
2013_2060269,96863,test,3,belanja > kuliner > kuliner,Shopping Mall > Japanese Restaurant > Coffee Shop,13 > 208 > 378,kuliner,belanja > kuliner
2013_2060270,96863,test,2,belanja > hiburan,Shopping Mall > Multiplex,13 > 18,hiburan,belanja
2013_2060271,96863,train,2,belanja > kuliner,Shopping Mall > Tea Room,4910 > 14441,kuliner,belanja
2013_2060274,96863,train,2,kuliner > kuliner,Indonesian Restaurant > Steakhouse,1242 > 2740,kuliner,kuliner
2013_2060277,96863,train,3,belanja > kuliner > belanja,Shopping Mall > Korean Restaurant > Shopping Mall,1 > 27704 > 4910,belanja,belanja > kuliner
2013_2060278,96863,train,2,belanja > kuliner,Shopping Mall > Coffee Shop,13 > 378,kuliner,belanja
2013_2060281,96863,train,2,belanja > kuliner,Shopping Mall > Chinese Restaurant,4910 > 354,kuliner,belanja
2013_2061191,96912,train,2,alam_santai > belanja,Zoo > Department Store,380 > 8697,belanja,alam_santai
2013_2061192,96912,validation,2,kuliner > budaya_edukasi,Steakhouse > Historic Site,20672 > 795,budaya_edukasi,kuliner
2013_2061193,96912,train,3,kuliner > penginapan > belanja,Restaurant > Resort > Shopping Mall,5581 > 3152 > 3,belanja,kuliner > penginapan
2013_2061194,96912,train,2,kuliner > kuliner,Fast Food Restaurant > Pizza Place,4553 > 580,kuliner,kuliner
2013_2061196,96912,validation,2,belanja > kuliner,Shopping Mall > Thai Restaurant,1 > 327,kuliner,belanja
2013_2061200,96912,train,2,kuliner > penginapan,French Restaurant > Resort,2874 > 3152,penginapan,kuliner
2013_2065177,97155,train,3,hiburan > belanja > kuliner,Multiplex > Shopping Mall > Fast Food Restaurant,18 > 13 > 286,kuliner,hiburan > belanja
2013_2065179,97155,train,2,kuliner > budaya_edukasi,Food Court > Monument / Landmark,24915 > 823,budaya_edukasi,kuliner
2013_2065180,97155,test,3,kuliner > belanja > kuliner,Fried Chicken Joint > Shopping Mall > Fast Food Restaurant,608 > 65 > 4553,kuliner,kuliner > belanja
2013_2065182,97155,train,4,hiburan > kuliner > kuliner > kuliner,Bar > Food Court > Food Court > Coffee Shop,1949 > 24915 > 24915 > 21559,kuliner,hiburan > kuliner > kuliner
2013_2065186,97155,validation,3,religi > kuliner > belanja,Mosque > Food Court > Department Store,711 > 24915 > 74,belanja,religi > kuliner
2013_2065187,97155,train,5,kuliner > kuliner > belanja > hiburan > kuliner,Food Court > Food Court > Shopping Mall > Arcade > Burger Joint,24915 > 24915 > 1 > 600 > 353,kuliner,kuliner > kuliner > belanja > hiburan
2013_2065188,97155,test,3,kuliner > kuliner > kuliner,Food Court > Café > Steakhouse,24915 > 13297 > 1098,kuliner,kuliner > kuliner
2013_2065189,97155,train,2,kuliner > kuliner,Food Court > Burger Joint,24915 > 353,kuliner,kuliner
2013_2065191,97155,train,5,budaya_edukasi > kuliner > belanja > belanja > belanja,Monument / Landmark > Food Court > Shopping Mall > Department Store > Shopping Mall,823 > 24915 > 23 > 74 > 3,belanja,budaya_edukasi > kuliner > belanja > belanja
2013_2065194,97155,train,2,budaya_edukasi > kuliner,Monument / Landmark > Food Court,823 > 24915,kuliner,budaya_edukasi
2013_2065196,97155,train,2,kuliner > belanja,Café > Arts & Crafts Store,78 > 2882,belanja,kuliner
2013_2065201,97155,train,2,religi > alam_santai,Mosque > Other Great Outdoors,1277 > 2473,alam_santai,religi
2013_2065214,97155,test,2,belanja > budaya_edukasi,Shopping Mall > Movie Theater,23 > 28456,budaya_edukasi,belanja
2013_2065218,97155,validation,2,belanja > kuliner,Shopping Mall > Burger Joint,3202 > 353,kuliner,belanja
2013_2067768,97304,validation,3,kuliner > kuliner > hiburan,Food Court > Asian Restaurant > Karaoke Bar,2422 > 6820 > 117,hiburan,kuliner > kuliner
2013_2067769,97304,train,2,hiburan > kuliner,Karaoke Bar > Café,18385 > 15233,kuliner,hiburan
2013_2067770,97304,train,2,belanja > kuliner,Shopping Mall > Café,366 > 15233,kuliner,belanja
2013_2067771,97304,test,3,kuliner > hiburan > belanja,Café > Karaoke Bar > Shopping Mall,1236 > 18385 > 366,belanja,kuliner > hiburan
2013_2067772,97304,train,2,hiburan > kuliner,Multiplex > Food Court,297 > 8705,kuliner,hiburan
2013_2067774,97304,train,2,kuliner > kuliner,Steakhouse > Indonesian Restaurant,326 > 19958,kuliner,kuliner
2013_2067775,97304,train,2,hiburan > kuliner,Bowling Alley > Japanese Restaurant,3585 > 11887,kuliner,hiburan
2013_2070571,97469,validation,2,religi > kuliner,Mosque > Burger Joint,6844 > 12581,kuliner,religi
2013_2070572,97469,test,3,kuliner > kuliner > belanja,Coffee Shop > Burger Joint > Shopping Mall,6842 > 353 > 3202,belanja,kuliner > kuliner
2013_2070575,97469,test,2,religi > kuliner,Mosque > Coffee Shop,6844 > 11584,kuliner,religi
2013_2070576,97469,test,3,kuliner > belanja > belanja,Coffee Shop > Shopping Mall > Shopping Mall,11584 > 1 > 3202,belanja,kuliner > belanja
2013_2070581,97469,train,2,kuliner > belanja,Donut Shop > Shopping Mall,30 > 1,belanja,kuliner
2013_2070582,97469,test,3,belanja > hiburan > belanja,Shopping Mall > Multiplex > Shopping Mall,6 > 2120 > 1,belanja,belanja > hiburan
2013_2070586,97469,train,2,belanja > belanja,Shopping Mall > Bookstore,1 > 83,belanja,belanja
2013_2070587,97469,train,2,belanja > kuliner,Shopping Mall > Donut Shop,3202 > 30,kuliner,belanja
2013_2070588,97469,train,2,belanja > kuliner,Shopping Mall > Donut Shop,1 > 76,kuliner,belanja
2013_2070591,97469,test,2,kuliner > kuliner,Fast Food Restaurant > Café,20236 > 12279,kuliner,kuliner
2013_2070592,97469,train,2,belanja > kuliner,Shopping Mall > Burger Joint,23 > 12581,kuliner,belanja
2013_2071389,97518,test,3,alam_santai > religi > kuliner,Skate Park > Mosque > Japanese Restaurant,13639 > 21536 > 11753,kuliner,alam_santai > religi
2013_2071394,97518,validation,3,alam_santai > kuliner > alam_santai,Park > Coffee Shop > Park,2044 > 20459 > 2044,alam_santai,alam_santai > kuliner
2013_2071774,97541,train,3,kuliner > hiburan > kuliner,Ramen Restaurant > Multiplex > Indonesian Restaurant,14601 > 297 > 1430,kuliner,kuliner > hiburan
2013_2073685,97676,train,2,kuliner > kuliner,Asian Restaurant > Snack Place,7991 > 2277,kuliner,kuliner
2013_2073686,97676,train,2,kuliner > belanja,Steakhouse > Department Store,531 > 3486,belanja,kuliner
2013_2073688,97676,validation,2,belanja > kuliner,Bookstore > Café,6716 > 29,kuliner,belanja
2013_2073689,97676,train,2,kuliner > belanja,Bakery > Clothing Store,2310 > 774,belanja,kuliner
2013_2073694,97676,train,2,kuliner > belanja,Dessert Shop > Shopping Mall,8225 > 11,belanja,kuliner
2013_2073697,97676,train,2,belanja > kuliner,Clothing Store > Food Truck,774 > 23245,kuliner,belanja
2013_2073936,97695,train,3,hiburan > kuliner > belanja,Multiplex > Malay Restaurant > Clothing Store,18 > 637 > 4073,belanja,hiburan > kuliner
2013_2073938,97695,test,2,belanja > kuliner,Boutique > Café,13850 > 9045,kuliner,belanja
2013_2073940,97695,validation,2,budaya_edukasi > hiburan,Art Gallery > Multiplex,2448 > 18,hiburan,budaya_edukasi
2013_2073941,97695,test,3,belanja > kuliner > kuliner,Shopping Mall > Dim Sum Restaurant > Coffee Shop,13 > 559 > 19281,kuliner,belanja > kuliner
2013_2073942,97695,train,2,belanja > kuliner,Shopping Mall > BBQ Joint,6 > 13427,kuliner,belanja
2013_2073945,97695,validation,2,belanja > belanja,Shopping Mall > Boutique,13 > 6470,belanja,belanja
2013_2073946,97695,train,2,kuliner > kuliner,Japanese Restaurant > Japanese Restaurant,14813 > 11635,kuliner,kuliner
2013_2073947,97695,train,2,belanja > hiburan,Shopping Mall > Multiplex,13 > 18,hiburan,belanja
2013_2073948,97695,train,3,belanja > kuliner > kuliner,Shopping Mall > Dessert Shop > Coffee Shop,13 > 20598 > 13542,kuliner,belanja > kuliner
2013_2073949,97695,test,2,belanja > kuliner,Shopping Mall > Sushi Restaurant,13 > 21597,kuliner,belanja
2013_2073950,97695,train,2,belanja > kuliner,Shopping Mall > Indonesian Restaurant,13 > 14546,kuliner,belanja
2013_2073951,97695,train,2,kuliner > belanja,Café > Shopping Mall,2193 > 13,belanja,kuliner
2013_2073953,97695,validation,2,belanja > kuliner,Boutique > Pizza Place,22301 > 15537,kuliner,belanja
2013_2073954,97695,train,3,belanja > kuliner > hiburan,Shopping Mall > Japanese Restaurant > Multiplex,13 > 20976 > 18,hiburan,belanja > kuliner
2013_2074043,97702,train,2,kuliner > kuliner,Vegetarian / Vegan Restaurant > Steakhouse,4429 > 315,kuliner,kuliner
2013_2074044,97702,train,2,kuliner > belanja,Breakfast Spot > Shopping Mall,1664 > 13,belanja,kuliner
2013_2074045,97702,test,3,belanja > hiburan > kuliner,Shopping Mall > Multiplex > Steakhouse,13 > 18 > 326,kuliner,belanja > hiburan
2013_2074046,97702,train,2,belanja > kuliner,Shopping Mall > Café,4910 > 13297,kuliner,belanja
2013_2074048,97702,train,2,kuliner > belanja,Food Truck > Shopping Mall,805 > 1,belanja,kuliner
2013_2074572,97738,test,3,belanja > belanja > kuliner,Shopping Mall > Shopping Mall > Seafood Restaurant,3202 > 11 > 11095,kuliner,belanja > belanja
2013_2074574,97738,test,3,belanja > kuliner > kuliner,Shopping Mall > Seafood Restaurant > Asian Restaurant,3202 > 11095 > 7022,kuliner,belanja > kuliner
2013_2074604,97740,train,2,kuliner > belanja,Café > Bookstore,211 > 11187,belanja,kuliner
2013_2074606,97740,train,2,kuliner > kuliner,Frozen Yogurt Shop > Ramen Restaurant,155 > 1463,kuliner,kuliner
2013_2074614,97740,test,2,belanja > hiburan,Shopping Mall > Multiplex,6 > 2120,hiburan,belanja
2013_2075074,97767,train,2,alam_santai > kuliner,Other Great Outdoors > Chinese Restaurant,4218 > 13797,kuliner,alam_santai
2013_2075076,97767,test,3,belanja > belanja > belanja,Shopping Mall > Shopping Mall > Shopping Mall,6230 > 501 > 6230,belanja,belanja > belanja
2013_2075501,97790,train,2,kuliner > kuliner,Dessert Shop > Ice Cream Shop,20598 > 3708,kuliner,kuliner
2013_2075502,97790,train,2,penginapan > kuliner,Hotel > Restaurant,597 > 3927,kuliner,penginapan
2013_2075504,97790,test,2,belanja > kuliner,Shopping Mall > Café,1 > 14290,kuliner,belanja
2013_2075506,97790,train,2,belanja > kuliner,Shopping Mall > Chinese Restaurant,13 > 9333,kuliner,belanja
2013_2075508,97790,train,2,belanja > kuliner,Shopping Mall > Japanese Restaurant,1 > 11635,kuliner,belanja
2013_2075509,97791,test,2,alam_santai > kuliner,Water Park > Food,16392 > 11798,kuliner,alam_santai
2013_2075511,97791,train,10,kuliner > kuliner > kuliner > belanja > kuliner > belanja > kuliner > kuliner > kuliner > belanja,BBQ Joint > Seafood Restaurant > Chinese Restaurant > Clothing Store > Pizza Place > Flea Market > Chinese Restaurant > BBQ Joint > Restaurant > Department Store,4592 > 3493 > 143 > 709 > 6933 > 5308 > 143 > 4592 > 1557 > 8532,belanja,kuliner > kuliner > kuliner > belanja > kuliner > belanja > kuliner > kuliner > kuliner
2013_2075512,97791,train,2,kuliner > kuliner,Food Court > Coffee Shop,123 > 9361,kuliner,kuliner
2013_2075513,97791,train,2,belanja > belanja,Flea Market > Flea Market,5308 > 5308,belanja,belanja
2013_2075514,97791,train,4,kuliner > kuliner > kuliner > kuliner,Food Truck > Café > Food Court > BBQ Joint,8996 > 3868 > 11097 > 4592,kuliner,kuliner > kuliner > kuliner
2013_2075515,97791,validation,21,kuliner > kuliner > belanja > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > belanja > belanja > kuliner > kuliner > kuliner > belanja > kuliner > kuliner > kuliner > kuliner > kuliner,Steakhouse > Pizza Place > Flea Market > Restaurant > Bakery > Fried Chicken Joint > Food Truck > Chinese Restaurant > Pizza Place > Chinese Restaurant > Department Store > Shopping Mall > Pizza Place > Chinese Restaurant > Pizza Place > Flea Market > Bakery > Pizza Place > Chinese Restaurant > BBQ Joint > Fried Chicken Joint,1649 > 2731 > 5308 > 1557 > 10665 > 7850 > 8996 > 143 > 2731 > 143 > 8532 > 6751 > 2731 > 143 > 962 > 5308 > 10665 > 2731 > 143 > 4592 > 7850,kuliner,kuliner > kuliner > belanja > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > belanja > belanja > kuliner > kuliner > kuliner > belanja > kuliner > kuliner > kuliner > kuliner
2013_2075516,97791,train,6,hiburan > alam_santai > kuliner > kuliner > kuliner > belanja,Arcade > Garden > Chinese Restaurant > Restaurant > Japanese Restaurant > Department Store,8001 > 6018 > 143 > 1557 > 503 > 9842,belanja,hiburan > alam_santai > kuliner > kuliner > kuliner
2013_2075517,97791,train,10,kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > belanja > kuliner > kuliner,Fried Chicken Joint > Restaurant > BBQ Joint > Soup Place > Food Truck > Pizza Place > Pizza Place > Clothing Store > Restaurant > Fried Chicken Joint,7850 > 1557 > 6693 > 1961 > 8996 > 962 > 2731 > 709 > 2631 > 7850,kuliner,kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > belanja > kuliner
2013_2075518,97791,test,7,belanja > kuliner > kuliner > belanja > kuliner > kuliner > kuliner,Department Store > Pizza Place > Chinese Restaurant > Clothing Store > Fried Chicken Joint > Restaurant > Pizza Place,1454 > 2731 > 143 > 709 > 7850 > 1557 > 2731,kuliner,belanja > kuliner > kuliner > belanja > kuliner > kuliner
2013_2076384,97847,train,2,hiburan > kuliner,General Entertainment > Japanese Restaurant,25911 > 399,kuliner,hiburan
2013_2076386,97847,validation,2,kuliner > hiburan,Sushi Restaurant > General Entertainment,394 > 25911,hiburan,kuliner
2013_2076387,97847,validation,2,hiburan > budaya_edukasi,General Entertainment > Performing Arts Venue,25911 > 615,budaya_edukasi,hiburan
2013_2076394,97847,train,2,alam_santai > kuliner,Water Park > Restaurant,11371 > 2121,kuliner,alam_santai
2013_2076396,97847,train,2,alam_santai > hiburan,Water Park > Music Venue,11371 > 5577,hiburan,alam_santai
2013_2076397,97847,train,2,hiburan > kuliner,Arcade > Pizza Place,4941 > 339,kuliner,hiburan
2013_2076398,97847,train,2,belanja > hiburan,Shopping Mall > Multiplex,3202 > 3097,hiburan,belanja
2013_207721,7938,train,2,belanja > kuliner,Department Store > Bakery,4472 > 112,kuliner,belanja
2013_207731,7938,train,3,hiburan > kuliner > kuliner,Multiplex > Burger Joint > Asian Restaurant,3097 > 12581 > 19215,kuliner,hiburan > kuliner
2013_2079821,98037,test,2,belanja > belanja,Shopping Mall > Shopping Mall,13 > 1,belanja,belanja
2013_2079825,98037,train,2,kuliner > hiburan,Donut Shop > Arcade,1853 > 3284,hiburan,kuliner
2013_2079831,98037,train,2,belanja > hiburan,Bookstore > Arcade,6716 > 3183,hiburan,belanja
2013_2079832,98037,validation,2,kuliner > kuliner,Fried Chicken Joint > Indonesian Restaurant,2 > 16667,kuliner,kuliner
2013_2080322,98067,train,2,kuliner > kuliner,Ramen Restaurant > American Restaurant,154 > 654,kuliner,kuliner
2013_2080323,98067,train,2,religi > kuliner,Mosque > Fast Food Restaurant,5445 > 1550,kuliner,religi
2013_2080327,98067,validation,2,belanja > kuliner,Shopping Mall > Food Court,366 > 3045,kuliner,belanja
2013_2080372,98070,train,2,kuliner > hiburan,Fried Chicken Joint > Multiplex,17 > 18,hiburan,kuliner
2013_2083745,98270,train,2,kuliner > belanja,Café > Shopping Mall,6683 > 258,belanja,kuliner
