location_name,user_id,reviewer_name,rating,review_text,review_date,likes,reviewer_total_reviews,is_local_guide
Taman Langit Pangalengan (Sunrise Point & Camping Ground),107182278254064561188,Senjaya Electronic,4,So far utk udara bersih banget ya…. View ok 👌 Tapi utk kelas tenda private hampir ga ada fasilitas apa2 😅🤭 Ga ada penghangat air di kamar mandi Dan baru ngeh ga dpt bfast pula 😅😝 Tolong di upgrade fasilitas nya biar makin ok 👍,2024-07-14,0,69,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),110418327143419196885,A Hakim Nur Musthofa,4,"Datang di hari biasa bukan akhir minggu, cukup ramai karena masih liburan anak sekolah.. suasana sangat bagus kalau menyukai pemandangan pegunungan dari berbagai arah ... arah matahari terbit hampir searah dengan situ cileunca.. jadi bisa melihat situ di pagi hari ..mengesankan ... sedikit yang menganjal.. karena bukan akhir minggu walaupun pengunjung cukup banyak kamar kecil yang di tengah tidak di buka semua pintunya jadi agak ngantri..",2024-07-12,0,178,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),108116237393001597508,Ayu Rahmawati,5,"Camping sewa private dek 700 rb, untuk cuaca mlm diguyur hujan. Dinginnya ajib. Toilet krn private nyaman bersih, cuma kurangnya campingnya banyak lalet,mungkin bisa di perbaiki lg sistemnya, dgn tenda yg diganti untuk di cuci.",2025-04-06,0,20,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),109342638389250341453,Julia Valentina,5,"Akses ke taman langit 600m terakhir, jalannya masih berbatu, berdebu dan hanya 1 jalur saja. Jadi harus bergantian dan antre bila bawa kendaraan mobil, baik yang mau naik atau turun. Sudah ada petugas yang mengaturnya nanti. View diatas bagus kalii.. cuma lagi banyak lalatnya yang mengurangi keindahan panoramanya.. belenger deh saking liat banyak lalatnya.",2023-09-28,2,10,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),113016840381223506706,Iyoez A,4,Akses jalan menuju taman langit masih kurang layak jalan bebatuan melewati perkebunan teh hati2 kalau hujan licin jln hanya 1 jalur pas untuk 1 mobil,2026-02-27,0,18,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),103846315098883149005,Erjie Alfateka,5,"tempatnya bagus dan memuaskan, orang tua saya senang banget dan masuknya juga murah + pemandangannya oke dan bersih😍😍😍",2025-11-30,0,1,false
Taman Langit Pangalengan (Sunrise Point & Camping Ground),110672938632761835920,Hi,5,"Stunning views! Suhu 15 drjt, sdh pakai 2 jaket tebal, sarung tangan, & kaus kaki, tp mlm msh menggigil, terutama menjelang subuh. Tidur di tenda, tp berisik suara anjing menggonggong mlm2 dan mengais2 makanan, byk anjing mgkn utk menjaga sekitar. Jalan dr parkiran mobil ke tenda lumayan jauh dan naik bridge, sekitar 400m, lumayan ngos2an tp capek terbayar oleh pemandangan yg keren abis dan berkabut, bnr2 360 derajat! Msg2 tenda dilengkapi toilet luar yg sempit, tp kebersihan kurang, hny ada kran air dan ember, kloset jongkok, tanpa water heater. Boleh bawa peralatan masak sendiri, tenda bs muat 3-4 org, tp becek krn hujan terus, jalanan jg berlumpur. Warung terdekat ya di parkiran mobil, jauh dan mlm tutup, jd hrs bnr2 siapkan bekal makanan dan air minum, krn tdk disediakan sarapan. Kurang cocok utk bawa lansia ya krn sulit tidur di tenda dan lokasi tenda jauh dari parkiran mobil, tp ada ojek motor yg siap mengantarkan penumpang dan barang dg biaya seikhlasnya (Rp10-15rb). Staf ramah2 termasuk tukang ojek. Hrs titip KTP dan jgn lupa lapor pas check out ya. Byr parkir mobil 10rb. Mgkn krn tempatnya msh baru, jd fasilitas msh sangat minim, hny ada camping ground tanpa fasilitas lainnya, dikelilingi kebun kol. Dari jalan raya, akses menuju area berbelok2 dan mendaki, sampai mabuk perjalanan ^_^",2022-07-11,69,7,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),102791577915158927491,Siti Ulfa Alfiani,5,"Breathtaking view!!! Worth every effort. Karena emang secakep itu tempatnya! Meskipun jalanan berliku dn cukup jauh dari jakarta yaa. Tapi beneran worth it! Harga semuanya standar, dan ga pengaruh dengan high season. Ada ojek juga dari parkiran ke penginapan. Cuacanya dingin, jam 2 udah turun kabut 🥹. Dapet sunset dan sunrise pula. Mau banget balik ke sini lagi!",2024-01-05,1,48,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),117304006088526856186,Rian Raya,5,"Saya baru saja mengunjungi Taman Langit Pangalengan dan pengalaman saya di sana sangat menyenangkan! Tempat ini benar-benar menawarkan pemandangan alam yang luar biasa, dengan latar belakang pegunungan dan hamparan kebun teh yang luas. Udara yang sejuk dan segar membuat suasana semakin tenang dan nyaman, sangat cocok untuk melarikan diri sejenak dari hiruk-pikuk kota. Taman Langit memiliki berbagai spot foto yang instagramable, mulai dari taman bunga yang penuh warna, jembatan gantung yang mengarah ke pemandangan yang memukau, hingga area dengan pemandangan danau yang cantik. Banyak wisatawan yang datang untuk berfoto, tetapi juga banyak yang hanya ingin menikmati ketenangan dan keindahan alam. Saya juga suka bahwa tempat ini sangat terjaga kebersihannya, dan ada beberapa fasilitas yang mendukung kenyamanan pengunjung, seperti area parkir yang luas dan toilet yang bersih. Selain itu, terdapat beberapa warung yang menjual makanan dan minuman ringan jika kamu ingin bersantai. Bagi yang suka beraktivitas fisik, ada jalur-jalur trekking yang bisa dijelajahi. Tempat ini juga cocok untuk keluarga atau pasangan yang mencari tempat yang tenang untuk bersantai atau menikmati suasana alam yang segar. Secara keseluruhan, Taman Langit Pangalengan adalah tempat yang wajib dikunjungi jika kamu berada di kawasan Bandung Selatan. Pemandangannya luar biasa, dan atmosfernya membuat kamu merasa rileks. Saya pasti akan kembali lagi!",2025-01-07,0,52,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),110613347617723707872,Doddi Jefry,5,"Nice Place.. Tersedia kantin , worth it.. Toilet, cukup .. View, Ajiebbbbb",2025-08-24,0,275,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),111562217039640211685,Moch. Irfian,5,Ngejar sunrise gak dapet .... Musim hujan.. 😁,2026-01-03,0,49,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),106718843125399721660,Amos PLS,3,"Salah satu rekomendasi tempat wisata & camping ground yang ada di pangalengan. Dr situ ciluenca waktu tempuhnya kurang lebih 20 menit. Fasilitas di sini ada : - Masjid - Toilet - Area parkir - Warung Makan Kalau lagi cerah, pemandangan nya keren banget. Oia kalau mau ngecamp di sini jgn lupa KTP kalian di ambil lagi ya, karena saat registrasi KTP pemesanan di tahan",2024-06-17,1,1007,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),100419406683039078524,Carlo Siregar,4,"Maaf ya saya harus kasi bintang 4 untuk review saya kali ini. Saya cerita sedikit pengalaman liburan di Taman Langit Pengalengan. Setelah parkir mobil, saya putuskan untuk naik ojek untuk sampai ke atas karna yakin bakal capek dan makan waktu untuk sampai ke atas. Lokasi dan View bener2 bagus banget. Saya datang pukul 4 sore udah full kabut. Lalu mulai cerah sedikit pukul 6 sore lalu kabut lagi. Check in juga gak lama, staff juga gercep dan helpful. Pada malam hari udaranya dingin banget bisa sampai 16 derajat. Siapin jaket tebel pokoknya. Oiya disekitar camping ground ini sering ada anjing ya jadi buat yang takut anjing hati2. Gak tau ini anjing liar atau peliharaan warga sekitar. Untuk warung2 dibawah ternyata buka sampai malam itu kalo weekend doank ya.. jadi tidak 24hrs. Untuk harga makanan masih masuk akal semua kok. No worries .. Lanjut.. Saya memilih tenda private dengan harga 700ribu. Lokasi yang tenang dan view sangat bagus. Fasilitas seperti kamar mandi juga cukup untuk ukuran camping. Untuk selimut / sleeping bag yang disedikan juga agak sedikit bau apek. Jadi gak nyaman pas mau dipakai ya dan ada 1 hal lagi yang kurang menurut saya yaitu, lantai kayu di area camping private sepertinya sudah mulai lapuk dan jujur bikin parno kalo sampe jebol. Bahkan saya sempet makan di warung bawah dan ngomong kalo lantai kayu di warung bawah lebih tebal dibanding di area tenda saya. Untuk pengelola Taman Langit, Mungkin bisa dibenerin lagi atau diganti dengan kayu yang lebih tebal karna akan sangat bahaya dan Jangan tunggu sampai ada korban baru ditangani ya.. Pagi hari cuaca dingin dan skali lagi View’nya TOP BGT.!! Seger banget mata pagi2.. Semoga saran yang saya berikan bisa membawa perubahan yang baik untuk semua pengunjung di Taman Langit.",2023-08-20,46,93,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),105498052814150230680,Wahyu Deny Putra,5,"Dari jalan raya Pangalengan belok ke lokasi kurang lebih 1,3 Km. Dari parkiran mobil ke lokasi camp harus jalan kaki kurang lebih 300-400 M melewati jembatan kayu, atau bisa naik ojek ongkosnya 15 ribu. Kalau bawa motor bisa parkir ke dekat lokasi camp. Musholanya besar, nyaman dan bersih, toilet lumayan bersih. (Toilet yg dekat masjid gratis tapi jumlahnya sedikit, toilet yang sebelah kanan banyak tapi dijaga & berbayar) Tempatnya rame banget karena dateng ke sana pas malam minggu awal liburan sekolah. Asik sih tempatnya untuk nge-camp bareng keluarga ataupun sahabat. Cuaca dinginnya dapet, suasana seperti di atas awannya dapet saat malam hari, dan sunrisenya indah banget.",2024-01-12,5,92,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),105716631932690677894,ardian11,4,"Lokasi mudah dijangkau, parkir motor nginep ada di atas melewati bawah jembatan kayu hanya bisa dilewati 1 motor. Nginep di private camp. View ajiib banget. Dingin angiinnya luar biasa... Ada wc dibawah camp. Ada warung buka jam 6 pagi sampai jam 10 malam. Ada yg 24 jam milik kantor pengelola. Ada fasilitas masjid dan wc umum juga. Tiket masuk 15rb. Free bagi yg nginep, hanya bayar parkir 10rb aja.",2024-12-26,0,306,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),117717039199234491762,W inda,5,"Perfect. Taman Langit dikelola dengan baik sekali. Masuk area ada jalan hanya 1 mobil dan terkondisi dengan baik. Ada penjaga yg memantau. Untuk keatas ada pilihan naik ojek 15 rb atau jalan kaki sambil menikmati pemandangan. Fasilitas bagus. Pelayanan ramah sekali. Ada bisa sewa alat2 camping juga. Ada kantin juga menu nya bakso, ayam geprek, cemilan lainnya.",2025-04-19,0,171,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),100811759885197668416,Fubuki,5,jembatan yang melewati kebun teh pemandangan nya indah ada tempat camping juga,2025-09-29,0,219,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),115113951612247818262,Lashira YR,5,"Kesana pas hujan rintik, jd viewnya trtutup embun.. alhamdulillah, disuhu 18° masih bisa mncapai puncak (wlopun dg hdung mmpt).. turun dr sana, pertama kali nyobain kelapa bakar dg rempah2, tambah hangat (minusnya banyak anjing)😍ga nyesel deh kesana🫰🏽",2024-07-07,0,18,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),111985704111238190254,anggi khaerani,5,"Areanya cukup luas, terdapat beberapa spot untuk foto, toilet nya bersih, terdapat masjid untuk shalat, tersedia villa dan terdapat beberapa pilihan jenis fasilitas campingnya. Jika memiliki tenda sendiri bisa bawa tenda sendiri kalau tidak sudah tersedia beberapa paket campingnya tergantung kita mau sewa dengan fasilitas seperti apa. Disini juga menyediakan beberapa penyewaan untuk peralatan camping nya. Terdapat beberapa warung yang menyediakan makanan, jadi kita tidak perlu khawatir jika tidak bawa perbekalan. Terdapat ojek di area tiket masuk dika kita tidak sanggung untuk berjalan ke area atas taman langit dan harganya terbilang murah.",2024-06-18,0,60,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),101518437713529859948,Trisno Taufik,4,"Perjalanan kami mulai sekitar 03.30 dari Desa Lamajang, sampe di sana sekitar jam 05.00 karena kami ingin melihat sunrise. Alhamdulillah perjuangan kami ga sia-sia untuk melihat indahnya sunrise. Masya Allah sekali pemandangan di pagi hari begitu indah dengan hamparan kebun teh serta indahnya pegunungan yang berbaris. Pokoknya tempat ini rekomended banget buat para pemburu sunrise, sedikit saran akses jalannya supaya diperbaiki lagi sehingga lebih nyaman lagi.",2023-06-16,4,43,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),107986421510613970461,Rusdy,5,"Kesini april 2025, long weekend, datang jam 5 subuh an, kondisi tempat wisata gak terlalu ramai ada beberapa pengunjung yg menginap di glamping dan camping, bawa motor sendiri naik sampai parkir diatas,sayang nya matahari pagi nya tertutup awan jadi gak dapet moment sunrnya",2025-04-25,0,117,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),106157162905729627051,Nadya Alifa,4,Bagus bangett permandangannya adem dan sejuk apalagi kalau langitnya lagi cerah estetik untuk poto. Rekomendasi banget buat liburan kesini sambil ngademm👍,2025-09-10,0,17,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),100247943876493716227,Chintya Limanta,5,"Kami sekeluarga tiba pkl 10.00 lgs bs check in. Kami ambil 3 medium pack private. Cuaca : Untuk jam segitu cuacanya cukup panas. Guerah bgtt. Ambiance : Suasananya tenang, Viewnya buagus bgt, cumaaaa untuk kami dan sekeluarga lalatnya terlalu ramai 😢 Sempet tanya kestaff sana soal perkara lalat ini katanya,” Lagi musim” Jadi mungkin buat yg mau nginep dan agak bermasalah dg serangga bs tanya dl sebelum booking apa waktu dibooking itu lg musim lalat/tidak. Laluu better tdk bawa toddler krn ngeri juga ya jalanannya jg aga sulit naik turun dr tempat campingnya klo mau keluar jln2 sekitar sana.",2024-10-17,1,25,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),113535561932445378091,Anna Maria,5,"Menginap saat weekend hari raya, suasana nyaman tidak terlalu ramai. Petunjuk jalan jelas & dipandu petugas saat menuju parkiran, jalanan sedikit berbatu namun masih aman nyaman. Kami menyewa paket sunrise view sudah lengkap tenda kasur, kayu bakar, kompor alat masak dan meja kursi set. Tempat bersih petugas dlm sehari berkali2 angkat sampah 👍 Masukan utk toilet, walau bersama harus dijaga kebersihannya, harapan petugas membersihkan berkala. Dan yg mengecewakan setiap ke wc diminta uang, pdhal kami pengunjung menginap, saran yg menginap dibedakan agar tidak perlu bayar2 lagi",2024-06-23,3,64,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),106627528304113073051,Keukeu Selfiawan,5,"Kemarin kesini dan tiketnya lumayan affordable sih, buat wisata aja cuman 15k/orang. Kabut tebel puolllllll pas menjelang tengah hari. Tracknya cuman satu jalur, jadi kalo mau menuju kesana harus nunggu dulu kalo ada mobil yang mau keluar, begitupun sebaliknya. Tapi overall puas sih, seru bangetttttt pengen kesana lagiiii",2024-10-28,0,5,false
Taman Langit Pangalengan (Sunrise Point & Camping Ground),117767937689855980624,Bayu Purnomo,5,"Sebuah tempat yang benar-benar bisa memanjakan mata dengan pemandangannya dan juga bisa membuat relax badan dengan suasana dan udaranya yang sejuk. Untuk akses kesini tidak terlalu sulit dan overall bagus, hanya saja saat ingin sampai ke titiknya baru jalannya kurang bagus, full bebatuan, dan untuk mobil harus bergantian sesuai arahan penjaganya. Saya disini menginap 1 malam di Private Camp dengan fasilitas tenda, colokan, lampu, matras, sleeping bag, private toilet, dan private deck yang mengarah ke arah sunset. Untuk jajanan atau makanan berat tersedia di sekitar area camp dengan harga yang masih sangat wajar. Udara disini juga cukup dingin karena berada di ketinggian 1700an mdpl, disarankan membawa selimut atau jaket tebal terutama di malam hari.",2023-06-10,2,34,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),106203007023470667270,Loose Vibe,4,"Tiket masuk weekend: 15 ribu (anak 6 th masih free) Parkir motor : 5 rbu Tempat main di atas gunung yg worth it. Muncak tapi via jembatan. Anggap aja olahraga tipis2 😁 Kalau kesini naik motor, pastikan motor dalam keadaaan fit. Krna jalannya betul2 masih jalan batu yang tajem Utk spot foto oke banget, jajanan juga harga standar, mushola dan wc bersih Hanya saran utk pengelola, tempat wudhu wanita tolong di kasih penutup krna bersebelahan bgt sama tpt wudhu laki2",2024-11-03,0,7,false
Taman Langit Pangalengan (Sunrise Point & Camping Ground),114832017604741389158,Dede Ghodel,4,"Untuk Akses menuju loket luar biasa menantang tapi aman untuk kendaraan yang sehat, View pengunungannya luar biasa indah apa lagi pas berkabut nambah syahdu. Tapi untuk toiletnya kebersihannya kurang dan lumayan jauh dari area camp, masih banyak lalat karena musim tanam.",2024-02-11,1,6,false
Taman Langit Pangalengan (Sunrise Point & Camping Ground),109030460940732974149,Meili Panjaitan,5,"Kereeeennn buangeeett pemandangannya 😍😍 Tuk yg mo kesana, jarak dr parkir tuk keatas lumayan ya jlnnya Cm worth it lah ya ngeliat pemandangannya yg bgs bgt Jgn kuatir, ada babang ojek, klo kita pgn lsg keatas 15k sekali jln ya Dsana jg ada kantin jg, msh relatif standar ga mahal Palagi pisang goreng ma tahu isinya Mantul 🤤 Toiletnya byk, mushola pun ada Jgn lupa berburu sunrise ya",2024-06-28,0,133,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),105838998155349455737,Daniel M,5,"tempatnya baguss buat foto , banyak warung , toilet , musholla , tapi rada naik jadi buat orang yang tydak kuat disarankan naik ojek yang disediakan disitu dengan tarif 15K sekali jalan 😇.",2024-07-02,1,73,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),108874862267041283113,Tiara Diva Safira,5,"destinasi wisata dan camping, lokasi di ketinggian 1670 mdpl dengan view hamparan kebun teh. kebetulan saya camping di private tent, staff ramah dan helpfull, check in pun termasuk cepat, terdapat warung yang buka hingga tengah malem, suasana sejuk, dikelilingi kabut, bisa explore kebun teh untuk sekedar foto - foto, hanya saja akses jalan nya susah karena masih bebatuan dan untuk airnya pun mati nyala karena terbatas tapi selebihnya baik. oh ya saya terganggu karena ada rombongan gathering yang membuat acara hingga pukul 23.00 menggunakan microphone padahal sebenarnya itu adalah waktu istirahat, tetapi sepertinya tidak ada teguran dari pihak pengelola, mohon selanjutnya dapat dipertimbangkan agar tidak terulang kembali. terima kasih",2023-10-27,4,61,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),104654476916498575499,zefanya Agatha,5,"22 April - 24 April 2023 Rate tempat : 9,5/10. Sumpah ini keren bangett tempatt nya. untuk ukuran yang baru pertama camping ini itu seru bangett jadi ga kaget kaget bangettt hahahaha. Dinginnn bangett listrik, lampu, toilet udah dapett semuanyaaa untuk tenda yang semi privat Rp.700.000. kalau ga bawa kompor bisa sewa Rp.30.000an. ga mau ribet ? Ada kantinnn yang lengkap. cari view dan footage ? BISA banyakk bangett footage yang di ambil. kalian cobaaa aja kesini untuk camping seru bangetttt.",2023-04-28,1,40,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),100615758632517782065,Andrianto LP,5,"Masyaallah pemandangannya emang mantep apalagi pas sunraise, untuk fasilitas lengkap dan bagus baik itu toilet, mushola, warung, dll. Cuma 1 hal yg mengganggu yaitu bnyak lalat. Staff ramah helpfull, pagi2 udh ada yg bersih2, babat rumput, top deh 👍 Utk warung klo pas weekday ga buka 24 jam, klo weekend sih katanya 24 jam, ada makanan berat juga. Bagi yg males cape ada ojek dr bawah ke atas tarif 15rb Tiketnya sndiri klo camping bwa tenda sndiri 35k/org (weekday)",2023-11-30,3,17,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),112690581353327903045,Muhammad Miftah Farid,4,"Dari Ciwidey kesini via Gambung, jalannya rada medeni tapi viewnya maksimal indah banget dan jadi tau jalan tembusan hehe. Taman Langit sesuai dengan namanya bener-bener diatas banget sampe-sampe takut naik keatasnya naik motor pula 😅, kesini pas siang-siang asli panas tapi tiba-tiba mendung dan sepi padahal weekend, selang beberapa menit langsung mulai rame.. cocok buat hangout diatasnya juga ada warung, camp ground, cafe juga, mushala jg. Wajib kesini pokoke",2024-08-19,0,188,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),104852876139661868760,aband aband,5,"Cukup pakai kaos pendek, nikmati suasana dan cuaca yang syahdu",2026-01-18,0,133,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),113496981727407097232,Ivena Susan,5,"Pemandangan super2 keren spt diatas awan. N hawanya segar, adem, cenderung dingin waktu ksana kira2 pukul 2 siang dan anginnya cukup kencang saat itu.. (anak2 n ortu sebaiknya memakai mantel)",2024-09-06,0,19,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),105458093380367396286,Fitri Yanti,5,"360 derajat disuguhi pemandangan yang indah,bikin betah dan ingin balik lagi kesana Toiletnya juga bersih",2026-01-20,0,5,false
Taman Langit Pangalengan (Sunrise Point & Camping Ground),113570201703304562627,Aditya Fajar Pratama,5,"BAGUS BANGET!! Salah satu spot untuk menikmat sunrise di perbukitan pangalengan, untuk menuju kesini memang cukup jauh, tapi aksesnya cukup mudah dipahami, hanya saja pada saat masuk ke kawasan taman langit, kita harus menempuh +-500 meter menggunakan mobil dengan jalan yang hanya cukup diisi dengan satu mobil saja, kemudian saat sudah tiba di tempat parkir kita bisa langsung membayar tiketnya di posko (kalau tidak salah 10.000/orang), lalu kita harus jalan menanjak lagi +-300 meter untuk sampai di puncak, disediakan jalur bertangga untuk menuju kesana Suasana di atas sangat nyaman dan juga sangat dingin, ada fasilitas camping juga, selesai menonton sunrise baiknya jangan pulang dulu, karena kalian bisa isi perut di kedai sekitaran puncak, sekedar menyantap mie rebus dengan gorengan dan teh hangat dengan pemandangan di atas bukit menambah suasana liburan menjadi lebih lengkap, harganya juga sangat terjangkau.",2025-06-07,0,400,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),109254164751513249063,Fitri Damayanti,4,"Cuaca yg mendukung langit cerah bgt ini msih pagi sekitar jam 9 indah bgt dan sejuk, wajib pake sepatu karna jalan dri parkiran ke atas lumayan ya, belom nyobain camping disini maybe next time..",2024-09-29,0,16,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),117705054458601098524,Handika Putra,5,"Tempatnya nyaman, cuma akses jalan ke sini rusak karena lewat kebun teh.. Jalan kaki dari parkiran mobil ke lokasi camp agak jauh, tapi ada ojek",2025-02-02,0,192,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),115455366509889041881,Dananir Hasna,5,"Jalanan curam dan berbatu, tempat bersih, tiket murah, toilet banyak, makanan murah, pemandangan gak usah ditanya; kabut datang dan pergi, suhu dingin kalo buat yang sensitif. Naik dari pintu masuk ke atasnya capek, jadi siapkan tenaga karena harus jalan kaki.",2023-10-30,3,75,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),117115729219895537521,sangga aulia,5,"Bagus gokil bisa naek ojek ke atas kalo jalan juga bisa ga jauh sih elevasinya cuman sampe 1670 Mdpl, Pastikan ban kendaraan sehat ya karena jalan menuju ke taman langitnya masih batu2. Kalo buat camping bisa sewa tenda ke di sana atau bawa sendiri juga okeh",2024-09-15,1,18,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),106792897187926519458,Ryu 662,5,"Tempatnya enakeun, bisa dipake camping ya harga perorang mulai dr 35rb tp belum termasuk fasilitas penyewaan tenda (35rb/org bawa tenda dan peralatan sndiri). Menurut saya sih ga dingin2 banget, saya datang pas abis hujan malamnya. Tp kata temenku disitu dingin, masalah dingin masih lebih dingin tangkuban parahu kalo hujan.. overall nyaman dan puas jalan2 kesini, harga tiket murah cuma 15rb dan parkir motor 5rb/motor...",2024-01-01,1,56,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),109745426047986253174,Rezi Falevi,5,"Wisata alam yang indah, cocok untuk menghilangngkan penat untuk pasangan, teman maupun keluarga. Sewa tenda beragam pilihan, untuk makanan juga ada warung kecil jadi ga perlu khawatir. Tempat solat dan kamar mandi umum juga disediakan terpisah. Sunrise nya cantik banget, malam nya berkabut. Menambah experience baru",2024-01-30,1,5,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),103976933186942969376,Na Esf,4,"Tempat Wisata di pangalengan yg menawarkan sensasi seperti berada di atas awan, dengan pemandangan kebun teh terhampar luas sejauh mata memandang & beberapa spot foto menarik menjadikan tempat ini salah satu tempat wajib dikunjungi di daerah pangalengan jadi siapkan jaket yg cukup tebal karena ketika dipuncak cuaca sangat dingin & berangin dan gunakan sepatu karena walau kendaraan bisa masuk tapi tidak sampai puncak kecuali jika anda membawa motor & persiapkan fisik walau pulang pergi jalan kaki dari parkir dibawah ke atas dan sebaliknya kurang lebih jarak yg ditempuh 2 km tapi jalan menuju atas cukup menanjak, berbatu & agak licin. Kelebihan : + Lokasi dapat ditemukan mudah dengan google map, sekitar kurang lebih 7 km lagi dari situ cileunca + jalan menuju lokasi cukup baik, tapi menjelang mendekati lokasi tempat wisata jalanan berbatu & sempit, jadi siapkan kendaraan & ban dalam kondisi prima karena jika sedang musim hujan jalannya menjadi licin. Walau sebenarnya jalan masuk kedalam hanya cukup untuk satu mobil, tapi ada petugas yg berkoordinasi di pintu depan dan parkiran dalam, mereka akan memberitahu kapan ada kendaraan bisa masuk atau keluar, jadi seperti sistem buka tutup Mobil hanya bisa masuk sampai parkiran dalam, tempat parkirnya tidak terlalu luas, untuk motor bisa sampai atas, tapi melewati jalan berbatu yg sempit, menjelang puncak jalanan sudah di beton tapi jika musim hujan jalanannya licin, jadi berhati-hati saja, jika motornya tidak terlalu prima, lebih baik parkir dibawah saja & ambil track jalan, lebih aman karena saya sempat melihat beberapa motor jatuh ke samping karena tidak kuat menanjak ditambah jalanan yg licin. Bagi yang tidak kuat jalan, ada beberapa yg menawarkan ojek sampai ke atas dengan biaya seikhlasnya + harga tiket Rp.10.000/orang (diluar biaya parkir), harga yg masih sangat terjangkau. Untuk dilokasi terdapat warung yg menyediakan snack , teh atau kopi panas serta mie, untuk harga-harganya masih terjangkau, waktu itu saya memesan mie rebus + telur kurang lebih Rp.6.000, Mie Instan Kemasan sekitar Rp.8.000 an, sempat saya berpikir harganya akan mahal-mahal karena warung ini berada di puncak tapi ternyata masih terjangkau harga-harganya. + untuk WC tersedia, cukup banyak & kondisinya cukup bersih. + dipuncak ini juga disediakan beberapa spot untuk camping ground, untuk harga berkamping disana dengan membawa tenda sendiri kalau tidak salah dikenakan biaya Rp.25.000 + untuk pemandangan di atas sangat indah, terdapat dua spot foto berbentuk panggung di ujung puncak untuk tempat berfoto dengan efek kabut dipagi hari yg cukup tebal memberi efek diatas awan yg indah, sangat instagramable, dan menjelang siang kabut akan perlahan-lahan menghilang dari sana pemadangan pangalengan dengan kebun teh & danaunya yg besar terlihat sangat cantik dari atas, menjadikan perjalanan yg cukup melelahkan dari bawah sangat sepadan dengan pemandangan yg diberikan. Selain dua spot tersebut, disediakan jg tempat-tempat duduk dari kayu untuk tempat beristirahat sambil menikmati pemandangan sekitar. Kekurangan : - jalanan menuju lokasi masih berbatu, sempit & licin jika musim hujan - tempat parkir tidak luas, terutama untuk mobil, tapi koordinasi yg baik oleh petugas lapangan bisa memungkinkan mobil parkir dan keluar masuk ke lokasi tempat wisata. - masih terdapat sampah yg bertebaran ulah pengunjung yg jorok & malas, sangat disayangkan. - protokol kesehatan tidak terlalu terjaga dengan baik, pengunjung memang diwajibkan menggunakan masker, tapi sepanjang jalan banyak yg tidak menggunakan maskernya dengan baik karena jalanan menanjak ke atas jadi sulit menggunakan masker dengan nafas yg terengah-engah ditambah jalanan yg sempit juga sulit untuk bisa menghindar dari orang-orang yg berlalu-lalang jadi jika ingin ke tempat wisata ini dengan kondisi covid saat ini saya sarankan ambil waktu pagi sekali atau ambil hari biasa. - tempat wisata ini tidak terlalu berorientasi keluarga, karena medan yg agak terjal & cuaca yg dingin dan berangin serta ketika diatas tidak ada tempat bermain anak-anak juga.",2020-12-21,30,210,true
Taman Langit Pangalengan (Sunrise Point & Camping Ground),101857536057320765388,joko subaryantto,5,Kereeen.. View recomended di private deck lebih mantab dibanding sunrise deck.. Setelah lihat matahari terbit langsung balik ke deck buat nikmati kabut yg melintas seperti di video saya 👍👍,2025-08-04,0,1,false
