location_id,location_name,category,multi_labels,avg_sentimen_skor,total_ulasan,sentimen_label_lokasi,latitude,longitude,price_min,price_max,jam_buka,jam_tutup,estimasi_durasi_menit,deskripsi_google,price_type,subcategory,tags_sintetis,jam_buka_weekday,jam_tutup_weekday,jam_buka_weekend,jam_tutup_weekend,sumber_deskripsi,sumber_jam,status_deskripsi,status_jam,catatan_jam,avg_rating,ulasan_positif,ulasan_negatif,primary_intent,core_labels,secondary_labels,avoid_labels,label_confidence,needs_manual_review,review_reason,label_reason,label_scores_json,label_source,review_status,manual_primary_intent,manual_core_labels,manual_secondary_labels,manual_avoid_labels,sentiment_score,sentiment_model_source,sentiment_model_version,sentiment_available
LOC-111,Venus Cimahi,Rekreasi Keluarga,"['Ramah Anak', 'Kuliner', 'Belanja']",0.9095477386934674,398.0,Sangat Positif,-6.8770592,107.5399984,15000,25000,08:00,18:00,180,"Venus Cimahi merupakan pusat wisata keluarga bertema Family Quality Time di Cimahi yang memadukan waterpark Rainbow, playground Rumah Pohon, foodcourt, dan pusat kebugaran dalam satu lokasi.",Per Orang,Tempat hiburan,"Keluarga, Anak-anak, Wahana, Seru",09:00,20:00,09:00,20:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.736180904522613,374.0,12.0,Keluarga,Keluarga;Ramah Anak,Malam,Belanja,1.0,False,,"Keluarga: category=Rekreasi Keluarga (+4.5) | tags keyword: keluarga, anak, anak-anak, wahana (+4.2) | description keyword: keluarga, family (+1.5) || Ramah Anak: category=Rekreasi Keluarga (+2.5) | tags keyword: anak, anak-anak (+2.1) | description keyword: playground (+0.75) || Malam: opening hours support night visit (+1.5)","{""Belanja"": -1.75, ""Keluarga"": 10.2, ""Kuliner"": -1.25, ""Malam"": 1.5, ""Ramah Anak"": 6.35}",auto_rule_v1,auto_approved,,,,,0.9095477386934674,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-112,Vihara Satya Budhi,Tempat Ibadah,"['Alam', 'Edukasi', 'Santai/Healing']",0.902439024390244,82.0,Sangat Positif,-6.9179615,107.5926411,0,0,07:00,19:00,60,"Vihara tertua bersejarah di Kota Bandung yang didirikan tahun 1855, memiliki ornamen khas Tionghoa yang indah, dan berstatus cagar budaya.",Gratis,Vihara,"Ruang Publik, Santai, Jalan-jalan",07:00,19:00,07:00,19:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.719512195121951,77.0,3.0,Religi,Religi;Santai/Healing;Gratis,Budaya;Sejarah,Alam;Belanja;Kuliner;Petualangan,0.969,False,,"Religi: category=Tempat Ibadah (+5) | subcategory keyword: vihara (+1.2) | description keyword: vihara (+0.75) || Santai/Healing: tags keyword: santai, ruang publik (+2.1) | old multi_labels=Santai/Healing (+1) || Gratis: price_type/price_max indicates free (+3) || Budaya: category=Tempat Ibadah (+1.5) | description keyword: budaya (+0.75) || Sejarah: category=Tempat Ibadah (+1) | description keyword: bersejarah (+0.75)","{""Alam"": -2.25, ""Belanja"": -2.0, ""Budaya"": 2.25, ""Edukasi"": 0.25, ""Gratis"": 3.0, ""Kuliner"": -1.5, ""Religi"": 7.55, ""Santai/Healing"": 3.1, ""Sejarah"": 1.75}",auto_rule_v1,auto_approved,,,,,0.902439024390244,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-113,Wayang Windu Panenjoan,Wisata Alam,"['Alam', 'Spot Foto', 'Kuliner', 'Belanja', 'Santai/Healing', 'Wahana Ekstrem']",0.96,200.0,Sangat Positif,-7.2041999,107.6264991,20000,20000,07:00,18:00,120,"Area perbukitan dengan jalur kayu dan pemandangan kebun teh, serta jalur untuk trekking dan bersepeda.",Per Orang,Titik panorama,"Alam, Outdoor, Pemandangan, Udara Segar",07:00,18:00,07:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.775,194.0,2.0,Alam,Alam;Spot Foto;Santai/Healing,Petualangan;Outdoor,Belanja;Indoor;Religi,1.0,False,,"Alam: category=Wisata Alam (+4) | subcategory keyword: panorama (+1.2) | tags keyword: alam, pemandangan (+2.1) || Spot Foto: category=Wisata Alam (+1.5) | subcategory keyword: panorama (+1.2) | tags keyword: pemandangan (+1.05) || Santai/Healing: category=Wisata Alam (+1.5) | tags keyword: pemandangan (+1.05) | description keyword: pemandangan (+0.75) || Petualangan: description keyword: trekking (+0.75) | old multi_labels=Wahana Ekstrem (+1) || Outdoor: category=Wisata Alam (+2.5) | tags keyword: outdoor, alam (+2.1) | description keyword: kebun (+0.75)","{""Alam"": 9.8, ""Belanja"": -1.75, ""Kuliner"": -1.25, ""Outdoor"": 5.35, ""Petualangan"": 1.75, ""Santai/Healing"": 4.3, ""Spot Foto"": 5.5}",auto_rule_v1,auto_approved,,,,,0.96,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-114,Wisata Air Gajah Depa,Wahana Air,"['Ramah Anak', 'Spot Foto', 'Kuliner', 'Wahana Ekstrem']",0.7551020408163265,49.0,Sangat Positif,-6.8193829,107.9446083,30000,35000,08:00,16:00,90,"Destinasi waterpark populer keluarga di Sumedang yang menawarkan kolam renang anak-anak, ember tumpah, dan seluncuran air lebar.",Per Orang,Wahana air buatan,"Wisata, Umum, Menarik",08:00,16:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.428571428571429,41.0,4.0,Keluarga,Keluarga;Ramah Anak;Petualangan,,Belanja,0.84,False,,"Keluarga: category=Wahana Air (+3.5) | subcategory keyword: wahana (+1.2) | description keyword: keluarga, anak, anak-anak (+2.25) || Ramah Anak: category=Wahana Air (+2.5) | description keyword: anak, anak-anak (+1.5) | old multi_labels=Ramah Anak (+1) || Petualangan: category=Wahana Air (+2) | old multi_labels=Wahana Ekstrem (+1)","{""Belanja"": -2.0, ""Keluarga"": 6.95, ""Kuliner"": -1.25, ""Outdoor"": 1.0, ""Petualangan"": 3.0, ""Ramah Anak"": 5.0, ""Spot Foto"": 0.25}",auto_rule_v1,auto_approved,,,,,0.7551020408163265,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-115,Wisata Hutan Pinus Pal 16 Cikole Lembang,Wisata Alam,"['Alam', 'Ramah Anak', 'Kuliner', 'Belanja', 'Santai/Healing', 'Wahana Ekstrem']",0.7555555555555555,45.0,Sangat Positif,-6.7798046,107.6454692,10000,10000,08:00,17:00,120,Tempat tidur gantung terbentang di antara pohon di area rehat tenang ini plus penjual makanan & meja piknik.,Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.466666666666667,39.0,5.0,Alam,Alam;Santai/Healing;Outdoor,Spot Foto,Belanja;Indoor;Religi,0.958,False,,"Alam: category=Wisata Alam (+4) | subcategory keyword: alam (+1.2) | tags keyword: alam, pemandangan (+2.1) || Santai/Healing: category=Wisata Alam (+1.5) | tags keyword: pemandangan (+1.05) | description keyword: tenang (+0.75) || Outdoor: category=Wisata Alam (+2.5) | subcategory keyword: alam (+1.2) | tags keyword: outdoor, alam (+2.1) || Spot Foto: category=Wisata Alam (+1.5) | tags keyword: pemandangan (+1.05)","{""Alam"": 8.9, ""Belanja"": -1.75, ""Kuliner"": 0.25, ""Outdoor"": 6.4, ""Petualangan"": 0.25, ""Ramah Anak"": 0.25, ""Santai/Healing"": 4.3, ""Spot Foto"": 2.55}",auto_rule_v1,auto_approved,,,,,0.7555555555555555,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-116,Wisata Kampoeng Ciherang,Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Santai/Healing', 'Wahana Ekstrem']",0.8490566037735849,53.0,Sangat Positif,-6.8293636,107.7978925,20000,20000,08:00,17:00,180,"Destinasi wisata luar ruangan asri di Tanjungsari Sumedang dengan suasana hutan pinus sejuk, kolam renang alami berundak, dan camping ground.",Per Orang,Kawasan rekreasi keluarga,"Keluarga, Anak-anak, Wahana, Seru",08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.377358490566038,47.0,2.0,Keluarga,Keluarga;Alam;Petualangan,Ramah Anak;Santai/Healing;Outdoor,Belanja,1.0,False,,"Keluarga: category=Rekreasi Keluarga (+4.5) | subcategory keyword: keluarga, rekreasi keluarga (+2.4) | tags keyword: keluarga, anak, anak-anak, wahana (+4.2) || Alam: description keyword: hutan, camping, sejuk, asri (+3) | old multi_labels=Alam (+1) | family attraction with explicit nature evidence (+2) || Petualangan: description keyword: camping (+0.75) | old multi_labels=Wahana Ekstrem (+1) | family attraction with adventure/outbound evidence (+1.5) || Ramah Anak: category=Rekreasi Keluarga (+2.5) | tags keyword: anak, anak-anak (+2.1) | old multi_labels=Ramah Anak (+1) || Santai/Healing: description keyword: sejuk (+0.75) | old multi_labels=Santai/Healing (+1) || Outdoor: description keyword: hutan, camping (+1.5)","{""Alam"": 6.0, ""Belanja"": -2.0, ""Keluarga"": 11.1, ""Kuliner"": -1.25, ""Outdoor"": 1.5, ""Petualangan"": 3.25, ""Ramah Anak"": 5.6, ""Santai/Healing"": 1.75, ""Spot Foto"": 0.25}",auto_rule_v1,auto_approved,,,,,0.8490566037735849,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-117,Kiara Artha Park,Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Kuliner', 'Santai/Healing']",0.7282415630550622,563.0,Sangat Positif,-6.916458,107.6422474,10000,10000,07:00,22:00,180,"Taman kota modern dengan kampung budaya Korea, air mancur menari bercahaya & kafe terbuka.",Per Orang,Taman rekreasi,"Keluarga, Anak-anak, Wahana, Seru",07:00,22:00,07:00,22:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.353463587921847,467.0,57.0,Keluarga,Keluarga;Ramah Anak;Kuliner,Santai/Healing;Outdoor;Malam,Belanja,1.0,False,,"Keluarga: category=Rekreasi Keluarga (+4.5) | tags keyword: keluarga, anak, anak-anak, wahana (+4.2) || Ramah Anak: category=Rekreasi Keluarga (+2.5) | tags keyword: anak, anak-anak (+2.1) | old multi_labels=Ramah Anak (+1) || Kuliner: description keyword: kafe (+0.75) | old multi_labels=Kuliner (+1) | family attraction with explicit culinary evidence (+2.5) || Santai/Healing: subcategory keyword: taman (+1.2) | description keyword: taman (+0.75) | old multi_labels=Santai/Healing (+1) || Outdoor: subcategory keyword: taman (+1.2) | description keyword: taman (+0.75) || Malam: opening hours support night visit (+1.5)","{""Alam"": 0.25, ""Belanja"": -2.0, ""Budaya"": 0.75, ""Keluarga"": 8.7, ""Kuliner"": 4.25, ""Malam"": 1.5, ""Outdoor"": 1.95, ""Ramah Anak"": 5.6, ""Santai/Healing"": 2.95}",auto_rule_v1,auto_approved,,,,,0.7282415630550622,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-118,Forest Walk Babakan Siliwangi,Wisata Alam,"['Alam', 'Kuliner', 'Santai/Healing']",0.15,20.0,Netral,-6.8870113,107.6109441,0,0,07:00,17:00,120,Forest Walk Babakan Siliwangi adalah hutan kota di Tamansari dengan jalur pejalan kaki dari kayu sepanjang 2 km yang merupakan salah satu forest walk terpanjang di Asia Tenggara.,Gratis,Hutan kota,"Alam, Outdoor, Pemandangan, Udara Segar",08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,3.35,10.0,7.0,Alam,Alam;Santai/Healing;Outdoor,Spot Foto;Gratis,Belanja;Indoor;Religi,0.958,False,,"Alam: category=Wisata Alam (+4) | subcategory keyword: hutan (+1.2) | tags keyword: alam, pemandangan (+2.1) || Santai/Healing: category=Wisata Alam (+1.5) | tags keyword: pemandangan (+1.05) | old multi_labels=Santai/Healing (+1) || Outdoor: category=Wisata Alam (+2.5) | subcategory keyword: hutan (+1.2) | tags keyword: outdoor, alam (+2.1) || Spot Foto: category=Wisata Alam (+1.5) | tags keyword: pemandangan (+1.05) || Gratis: price_type/price_max indicates free (+3)","{""Alam"": 9.05, ""Belanja"": -2.0, ""Gratis"": 3.0, ""Kuliner"": -1.25, ""Outdoor"": 6.55, ""Santai/Healing"": 3.55, ""Spot Foto"": 2.55}",auto_rule_v1,auto_approved,,,,,0.15,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-119,Taman Dewi Sartika,Taman Kota,"['Alam', 'Ramah Anak', 'Santai/Healing']",0.88,225.0,Sangat Positif,-6.9133997,107.6095152,0,0,00:00,23:59,60,Ruang terbuka hijau rindang bersejarah di kompleks Balai Kota Bandung yang dinamai dari pahlawan nasional perintis pendidikan perempuan.,Gratis,Ruang publik kota,"Ruang Publik, Santai, Jalan-jalan",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.671111111111111,207.0,9.0,Santai/Healing,Santai/Healing;Gratis,Keluarga;Ramah Anak;Outdoor,Belanja;Kuliner;Petualangan;Sejarah,1.0,False,,"Santai/Healing: category=Taman Kota (+3.5) | subcategory keyword: ruang publik (+1.2) | tags keyword: santai, ruang publik (+2.1) || Gratis: price_type/price_max indicates free (+3) || Keluarga: category=Taman Kota (+2.5) || Ramah Anak: category=Taman Kota (+1.5) | old multi_labels=Ramah Anak (+0.25) || Outdoor: category=Taman Kota (+2) | name keyword: taman (+0.6)","{""Alam"": 0.25, ""Belanja"": -2.0, ""Gratis"": 3.0, ""Keluarga"": 2.5, ""Kuliner"": -1.5, ""Malam"": 1.5, ""Outdoor"": 2.6, ""Ramah Anak"": 1.75, ""Santai/Healing"": 8.4, ""Sejarah"": 1.5, ""Spot Foto"": 1.0}",auto_rule_v1,auto_approved,,,,,0.88,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-120,Rumah Guguk,Wisata Satwa,"['Alam', 'Spot Foto', 'Kuliner', 'Belanja']",0.3636363636363636,55.0,Positif,-6.8469616,107.5955585,70000,90000,10:00,17:00,90,Destinasi rekreasi unik dan ramah anak di Bandung yang menjadi surga para pencinta anjing untuk berinteraksi dengan puluhan ras anjing lucu.,Per Orang,Wisata hewan peliharaan,"Wisata, Umum, Menarik",10:00,17:00,10:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,3.7818181818181817,34.0,14.0,Ramah Anak,Ramah Anak;Keluarga;Edukasi,Outdoor,Belanja,0.53,True,confidence < 0.65,"Ramah Anak: category=Wisata Satwa (+3) | description keyword: ramah anak, anak (+1.5) || Keluarga: category=Wisata Satwa (+3.5) | description keyword: anak (+0.75) || Edukasi: category=Wisata Satwa (+3) || Outdoor: category=Wisata Satwa (+1.5)","{""Alam"": 0.25, ""Belanja"": -1.75, ""Edukasi"": 3.0, ""Keluarga"": 4.25, ""Kuliner"": -1.25, ""Outdoor"": 1.5, ""Ramah Anak"": 4.5, ""Spot Foto"": 0.25}",auto_rule_v1,needs_review,,,,,0.3636363636363636,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-121,NuArt Sculpture Park,Tempat Seni,"['Alam', 'Spot Foto', 'Edukasi', 'Kuliner', 'Santai/Healing']",0.9657701711491442,409.0,Sangat Positif,-6.8772419,107.5724908,50000,50000,08:30,17:00,90,NuArt Sculpture Park adalah kompleks seni dan galeri patung kontemporer seluas 3 hektar karya seniman Nyoman Nuarta (pencipta GWK Bali) yang menyajikan taman hijau asri dan studio kreatif.,Per Orang,Taman patung,"Edukasi, Sejarah, Budaya, Indoor",09:00,17:00,09:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.850855745721272,399.0,4.0,Budaya,Budaya;Edukasi;Spot Foto,Santai/Healing;Indoor;Outdoor,Belanja,0.813,False,,"Budaya: category=Tempat Seni (+4) | tags keyword: budaya (+1.05) | description keyword: seni, galeri (+1.5) || Edukasi: category=Tempat Seni (+1.5) | tags keyword: edukasi, sejarah (+2.1) | old multi_labels=Edukasi (+1) || Spot Foto: category=Tempat Seni (+2) | old multi_labels=Spot Foto (+1) || Santai/Healing: subcategory keyword: taman (+1.2) | description keyword: taman (+0.75) | old multi_labels=Santai/Healing (+1) || Indoor: category=Tempat Seni (+1) | tags keyword: indoor (+1.05) | description keyword: galeri (+0.75) || Outdoor: subcategory keyword: taman (+1.2) | description keyword: taman (+0.75)","{""Alam"": -0.75, ""Belanja"": -2.0, ""Budaya"": 6.55, ""Edukasi"": 4.6, ""Indoor"": 2.8, ""Kuliner"": -1.25, ""Outdoor"": 1.95, ""Santai/Healing"": 2.95, ""Sejarah"": 1.05, ""Spot Foto"": 3.0}",auto_rule_v1,auto_approved,,,,,0.9657701711491442,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-122,Peta Park,Rekreasi Keluarga,"['Ramah Anak', 'Kuliner', 'Santai/Healing']",0.8571428571428571,14.0,Sangat Positif,-6.9317342,107.5883194,10000,15000,07:00,21:00,180,"Taman berlanskap yang rindang dengan kebun & air terjun kecil, plus area bermain & pedagang makanan.",Per Orang,Taman rekreasi,"Keluarga, Anak-anak, Wahana, Seru",07:00,21:00,07:00,21:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.642857142857143,13.0,1.0,Keluarga,Keluarga;Ramah Anak;Kuliner,Santai/Healing;Alam;Outdoor,Belanja,1.0,False,,"Keluarga: category=Rekreasi Keluarga (+4.5) | tags keyword: keluarga, anak, anak-anak, wahana (+4.2) || Ramah Anak: category=Rekreasi Keluarga (+2.5) | tags keyword: anak, anak-anak (+2.1) | old multi_labels=Ramah Anak (+1) || Kuliner: description keyword: makanan (+0.75) | old multi_labels=Kuliner (+1) | family attraction with explicit culinary evidence (+2.5) || Santai/Healing: subcategory keyword: taman (+1.2) | description keyword: taman (+0.75) | old multi_labels=Santai/Healing (+1) || Alam: description keyword: air terjun (+0.75) | family attraction with explicit nature evidence (+2) || Outdoor: subcategory keyword: taman (+1.2) | description keyword: taman, kebun (+1.5)","{""Alam"": 2.75, ""Belanja"": -2.0, ""Keluarga"": 8.7, ""Kuliner"": 4.25, ""Malam"": 1.5, ""Outdoor"": 2.7, ""Ramah Anak"": 5.6, ""Santai/Healing"": 2.95}",auto_rule_v1,auto_approved,,,,,0.8571428571428571,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-123,Museum Pendidikan Nasional UPI,Tempat Belajar,"['Alam', 'Edukasi', 'Kuliner']",0.7941176470588235,34.0,Sangat Positif,-6.8597725,107.5941677,5000,15000,08:00,15:00,90,"Museum Pendidikan Nasional UPI adalah museum lima lantai di kampus UPI Bandung yang melestarikan sejarah pendidikan Indonesia dari masa prasejarah hingga reformasi, serta berfungsi sebagai pusat penelitian.",Per Orang,Tempat edukasi,"Wisata, Umum, Menarik",08:00,15:00,,,internet_research_verified,upi.edu (situs resmi museum),filled_from_reliable_source,seasonal_or_uncertain,Museum buka weekday (Sen-Jum) 09:00-15:00. Weekend hanya menerima kunjungan dengan reservasi khusus dan biaya tambahan. Jam weekend dikosongkan karena bersyarat.,4.588235294117647,28.0,1.0,Edukasi,Edukasi;Indoor,,Alam;Belanja;Kuliner;Petualangan,1.0,False,,"Edukasi: category=Tempat Belajar (+5) | subcategory keyword: edukasi (+1.2) | description keyword: museum, sejarah (+1.5) || Indoor: category=Tempat Belajar (+2) | description keyword: museum (+0.75) | name keyword: museum (+0.6)","{""Alam"": -2.25, ""Belanja"": -2.0, ""Edukasi"": 9.3, ""Indoor"": 3.35, ""Keluarga"": 1.0, ""Kuliner"": -1.25, ""Sejarah"": 0.75}",auto_rule_v1,auto_approved,,,,,0.7941176470588235,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-124,Museum Barli,Tempat Belajar,"['Ramah Anak', 'Spot Foto', 'Edukasi', 'Kuliner', 'Santai/Healing']",0.7777777777777778,9.0,Sangat Positif,-6.8783934,107.5875219,25000,25000,10:00,17:00,90,"Koleksi lukisan & pahatan pribadi karya seniman lokal, serta kafe & restoran trendi.",Per Orang,Tempat edukasi,"Wisata, Umum, Menarik",10:00,17:00,10:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.555555555555555,8.0,1.0,Edukasi,Edukasi,Indoor,Alam;Belanja;Kuliner;Petualangan,0.986,False,,Edukasi: category=Tempat Belajar (+5) | subcategory keyword: edukasi (+1.2) | name keyword: museum (+0.6) || Indoor: category=Tempat Belajar (+2) | name keyword: museum (+0.6),"{""Alam"": -2.5, ""Belanja"": -2.0, ""Edukasi"": 7.8, ""Indoor"": 2.6, ""Keluarga"": 1.0, ""Kuliner"": 1.0, ""Ramah Anak"": 0.25, ""Santai/Healing"": 0.25, ""Spot Foto"": 0.25}",auto_rule_v1,auto_approved,,,,,0.7777777777777778,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-125,Wot Batu,Tempat Seni,"['Alam', 'Spot Foto', 'Edukasi', 'Kuliner', 'Santai/Healing']",0.903846153846154,52.0,Sangat Positif,-6.8585391,107.6366148,50000,50000,10:00,16:30,90,Museum outdoor dengan taman Jepang & patung batu besar di lingkungan tenang.,Per Orang,Instalasi seni,"Edukasi, Sejarah, Budaya, Indoor",Tutup,Tutup,Tutup,Tutup,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.75,49.0,2.0,Budaya,Budaya;Edukasi;Spot Foto,Santai/Healing;Indoor;Outdoor,Alam;Belanja,0.705,False,,"Budaya: category=Tempat Seni (+4) | subcategory keyword: seni (+1.2) | tags keyword: budaya (+1.05) || Edukasi: category=Tempat Seni (+1.5) | tags keyword: edukasi, sejarah (+2.1) | description keyword: museum (+0.75) || Spot Foto: category=Tempat Seni (+2) | old multi_labels=Spot Foto (+1) || Santai/Healing: description keyword: tenang, taman (+1.5) | old multi_labels=Santai/Healing (+1) || Indoor: category=Tempat Seni (+1) | tags keyword: indoor (+1.05) | description keyword: museum (+0.75) || Outdoor: description keyword: outdoor, taman (+1.5)","{""Alam"": -2.25, ""Belanja"": -2.0, ""Budaya"": 6.25, ""Edukasi"": 5.35, ""Indoor"": 2.8, ""Kuliner"": -1.25, ""Outdoor"": 1.5, ""Santai/Healing"": 2.5, ""Sejarah"": 1.05, ""Spot Foto"": 3.0}",auto_rule_v1,auto_approved,,,,,0.903846153846154,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-126,Lawangwangi Creative Space,Tempat Seni,"['Alam', 'Spot Foto', 'Kuliner', 'Santai/Healing']",0.9464285714285714,560.0,Sangat Positif,-6.8476429,107.6275129,25000,200000,12:00,20:00,90,"Galeri seni kontemporer, ruang kreativitas & kafe dengan area duduk indoor/outdoor & pemandangan yang indah.",Per Orang,Ruang kreatif,"Edukasi, Sejarah, Budaya, Indoor",12:00,20:00,10:00,21:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.776785714285714,543.0,13.0,Budaya,Budaya;Spot Foto;Edukasi,Santai/Healing;Indoor;Malam,Belanja,0.884,False,,"Budaya: category=Tempat Seni (+4) | tags keyword: budaya (+1.05) | description keyword: seni, galeri (+1.5) || Spot Foto: category=Tempat Seni (+2) | description keyword: pemandangan (+0.75) | old multi_labels=Spot Foto (+1) || Edukasi: category=Tempat Seni (+1.5) | tags keyword: edukasi, sejarah (+2.1) || Santai/Healing: description keyword: pemandangan (+0.75) | old multi_labels=Santai/Healing (+1) || Indoor: category=Tempat Seni (+1) | tags keyword: indoor (+1.05) | description keyword: indoor, galeri (+1.5) || Malam: opening hours support night visit (+1.5)","{""Alam"": -0.75, ""Belanja"": -2.0, ""Budaya"": 6.55, ""Edukasi"": 3.6, ""Indoor"": 3.55, ""Kuliner"": 0.25, ""Malam"": 1.5, ""Outdoor"": 0.75, ""Santai/Healing"": 1.75, ""Sejarah"": 1.05, ""Spot Foto"": 3.75}",auto_rule_v1,auto_approved,,,,,0.9464285714285714,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-127,Sarae Hills,Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner']",0.5,46.0,Positif,-6.8436646,107.6242395,35000,35000,08:00,18:00,180,Sarae Hills di Lembang adalah destinasi wisata bertema keliling dunia yang menampilkan replika bangunan ikonik internasional seperti Menara Eiffel dan Sphinx dengan kafe panorama perbukitan.,Per Orang,Taman rekreasi tematik,"Keluarga, Anak-anak, Wahana, Seru",09:00,17:00,09:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.021739130434782,33.0,10.0,Keluarga,Keluarga;Kuliner;Alam,Ramah Anak;Spot Foto,Belanja,1.0,False,,"Keluarga: category=Rekreasi Keluarga (+4.5) | tags keyword: keluarga, anak, anak-anak, wahana (+4.2) || Kuliner: description keyword: kafe (+0.75) | old multi_labels=Kuliner (+1) | family attraction with explicit culinary evidence (+2.5) || Alam: description keyword: panorama (+0.75) | old multi_labels=Alam (+1) | family attraction with explicit nature evidence (+2) || Ramah Anak: category=Rekreasi Keluarga (+2.5) | tags keyword: anak, anak-anak (+2.1) | old multi_labels=Ramah Anak (+1) || Spot Foto: description keyword: panorama, ikonik (+1.5) | old multi_labels=Spot Foto (+1)","{""Alam"": 3.75, ""Belanja"": -2.0, ""Keluarga"": 8.7, ""Kuliner"": 4.25, ""Outdoor"": 1.2, ""Ramah Anak"": 5.6, ""Santai/Healing"": 1.2, ""Spot Foto"": 2.5}",auto_rule_v1,auto_approved,,,,,0.5,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-128,Observatorium Bosscha,Tempat Belajar,"['Alam', 'Ramah Anak', 'Edukasi', 'Santai/Healing', 'Wahana Ekstrem']",0.9074074074074074,54.0,Sangat Positif,-6.8244765,107.61602,50000,50000,08:00,17:00,90,"Observatorium Bosscha adalah observatorium astronomi tertua dan terbesar di Indonesia yang dikelola ITB di Lembang, memiliki teleskop Zeiss ikonik dan berstatus cagar budaya nasional sejak 2004.",Per Orang,Observatorium,"Wisata, Umum, Menarik",09:00,14:00,09:00,14:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.833333333333333,51.0,2.0,Edukasi,Edukasi,Indoor,Alam;Belanja;Kuliner;Petualangan,1.0,False,,Edukasi: category=Tempat Belajar (+5) | subcategory keyword: observatorium (+1.2) | description keyword: observatorium (+0.75) || Indoor: category=Tempat Belajar (+2),"{""Alam"": -2.25, ""Belanja"": -2.0, ""Budaya"": 0.75, ""Edukasi"": 8.55, ""Indoor"": 2.0, ""Keluarga"": 1.0, ""Kuliner"": -1.5, ""Petualangan"": 0.25, ""Ramah Anak"": 0.25, ""Santai/Healing"": 0.25, ""Spot Foto"": 0.75}",auto_rule_v1,auto_approved,,,,,0.9074074074074074,tfidf_linearsvc,run_nlp_pipeline_v2,True
