penginapan_id,name,property_type_final_after_p3,latitude,longitude,region_validation_label,price_lowest,price_display,overall_rating,reviews,hotel_review_count_analyzed,hotel_adjusted_sentiment_score,hotel_sentiment_label,amenities,primary_image_url,link,data_quality_score,primary_dedupe_status,primary_dedupe_merged_from_ids,data_focus_manual_decision,data_focus_manual_note,data_focus_merge_target_id,completion_priority_order,completion_priority_data_focus,completion_flags_data_focus,completion_route_data_focus,completion_score_data_focus,review_completion_rating_reviews_filled,review_completion_sentiment_filled,review_completion_price_candidate_available,review_completion_note
LODGE-00577,RedDoorz Syariah near Tugu Pandanwangi Cianjur,hotel,-6.8288,107.1163,bandung_raya_valid,,,3.55,128.0,19,0.3953471639451612,Netral,Bebas asap rokok; Parkir gratis; Wi-Fi gratis,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZqN_tuBkv73ViPDu4VrtF1hrR8iPuDqqDnU7sH4unioWANl9hr57OL1HoOTF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sGo49Qn31picUB_gp5tpRuYsVYYR3OjYxZS_9QYFHyI2ZvSZc32-u6_4ZF8Ta2mQJKPpOz0wz4ejoqKVPaGSR_8258bCSdVtXsdZtpaq2e3JwFC1rHhuMe-I8Z-0gYBVv8JfapLxiU-y631_hHnOwe10,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D21273377%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,0.8,unique_primary,,,,,1,P1_price_missing,missing_price,scrape_or_manual_price,5,False,False,False,
LODGE-00578,Regan Luxcamp by Digihub Hospitality - Tent,vacation_rental,-7.1845,107.5469,bandung_raya_valid,1307409.0,Rp 1.307.409,,,0,,Belum tersedia,Cocok untuk anak; Bebas asap rokok,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/images.trvl-media.com/lodging/114000000/113400000/113396900/113396836/f501e39d.jpg?impolicy=ccrop&w=1000&h=666&q=medium&w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,https://www.freecancellations.com/search/F2cjQQEBHHAHV1BVXlkEEggLD01kFl0T?lat=-7.18447&lng=107.54685&language=en,0.8,unique_primary,,,,,3,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment,scrape_place_rating_reviews,4,False,False,False,
LODGE-00579,Rima Villa Ciwidey living,villa,-7.0871,107.4658,bandung_raya_valid,2632704.0,Rp 2.632.704,,,0,0.7182969358712651,Belum tersedia,Ber-AC; Cocok untuk anak; Dapur; TV Kabel; Mesin cuci; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/60146192/0/a6f634dc5e08b186b1785b4b40124f57.jpg?ce=0&s=312x,https://www.bluepillow.com/search/67a23fa7905c444f2d092943?dest=ago&cat=Vacation+rental+(other)&lat=-7.08711&lng=107.46575&language=en,0.8,keep_primary_deduped,LODGE-00712,,,,3,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment,scrape_place_rating_reviews,4,False,False,False,
LODGE-00581,SHAKILLA House Syariah Cianjur,vacation_rental,-6.8282,107.132,bandung_raya_valid,744544.0,Rp 744.544,,,32,0.7290424274883901,Positif,Ber-AC; Dapur; Kompor; Boleh bawa hewan peliharaan; TV Kabel; Dapat diakses pengguna kursi roda,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlYG65CxyC0DxY_W7z9RtgA7UiECcVTArf80gdX2-srFR197j8_ZttjAIrG9Ll6GRF1q6IUL1k7BGPnXFq6CDgDjTrKcMXr_GwO98jCEg-UVn7_DGwbfXg==.jpg,https://www.booking.com/hotel/id/shakilla-guest-house-cianjur.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-5272261&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-5272261_grp-1_gendate-20260524,0.8,unique_primary,,,,,3,P1_rating_reviews_missing,missing_rating_reviews,scrape_place_rating_reviews,5,False,False,False,
LODGE-00582,Sadewa,vacation_rental,-7.1114,107.4969,bandung_raya_valid,295470.0,Rp 295.470,,,0,,Belum tersedia,Balkon; Pemanggang luar ruang; Kolam renang luar; Parkir gratis,https://pix8.agoda.net/hotelImages/56158740/0/9eee09d4eecd03b3b4cc4e46e49749b6.jpg?ce=0,https://www.agoda.com/sadewa/hotel/bandung-id.html,0.8,unique_primary,,,,,3,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment,scrape_place_rating_reviews,4,False,False,False,
LODGE-00583,Salya Atas,vacation_rental,-7.1114,107.4968,bandung_raya_valid,328491.0,Rp 328.491,,,0,,Belum tersedia,Balkon; Pemanggang luar ruang; Kolam renang luar; Parkir gratis,https://pix8.agoda.net/hotelImages/55986549/0/9eee09d4eecd03b3b4cc4e46e49749b6.jpg?ce=0,https://www.agoda.com/salya/hotel/bandung-id.html,0.8,unique_primary,,,,,3,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment,scrape_place_rating_reviews,4,False,False,False,
LODGE-00584,Seribu Pulau Pangalengan,vacation_rental,-7.1902,107.5504,bandung_raya_valid,719218.0,Rp 719.218,,,0,,Belum tersedia,Ber-AC; Boleh bawa hewan peliharaan; Parkir gratis,https://pix8.agoda.net/hotelImages/61368613/0/1a9fcf4677c480a573c70202f8cfc16f.jpg?ce=0&s=312x,https://www.bluepillow.com/search/67a240c8905c444f2d0a3c76?dest=ago&cat=Vacation+rental+(other)&lat=-7.19025&lng=107.55041&language=en,0.8,unique_primary,,,,,3,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment,scrape_place_rating_reviews,4,False,False,False,
LODGE-00585,Sewa Villa Nadiviya Ciwidey,villa,-7.1326,107.4181,bandung_raya_valid,1004281.0,Rp 1.004.281,,,0,,Belum tersedia,Balkon; Dapur; Pemanggang luar ruang; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/33882508/0/61e13023d1c3d5d9d73bd1002812e41e.jpg?ce=0,https://www.agoda.com/sewa-villa-ciwidey/hotel/bandung-id.html,0.8,unique_primary,,,,,3,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment,scrape_place_rating_reviews,4,False,False,False,
LODGE-00586,Shakilla House 2 Syariah Rancagoong Cianjur,vacation_rental,-6.8453,107.1136,bandung_raya_valid,730102.0,Rp 730.102,,,0,,Belum tersedia,Ber-AC; Dapur; TV Kabel; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/agoda-homes/11769744/c06d33f8d2d8f50184f19c0f29301d2b.jpg?ca=9&ce=1&s=312x,https://www.bluepillow.com/search/6182884a9e3163a56a24c617?dest=ago&cat=House&lat=-6.84533&lng=107.11362&language=en,0.8,keep_primary_deduped,LODGE-00785,,,,3,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment,scrape_place_rating_reviews,4,False,False,False,
LODGE-00588,Shakilla House 6B Syariah Cigalumpit Cianjur,vacation_rental,-6.8162,107.1714,bandung_raya_valid,526274.0,Rp 526.274,4.85,1.0,0,,Belum tersedia,TV Kabel; Wi-Fi gratis,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZqJuH4SkSs1cNNji0QsAS9jv7uSnLApqNmwj3FtX6iZWeFRVBr5TXFU-zITF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csYWt6dZQ5HrU9YH_Mi1sOBJIp-_VR0o0tdfMtAxxDIiyYD4BSyNiZqAt1xXDKjOEhYqjEzXNlZvlZrgId34L5h5tMD1-SisC4h7-DTktP9tNbouiPaQZ4OCFwEhjRY-A8ePJ9Uldy4T87SVhJaCmoaWk-_3XmyoPAZE8kPHeod_SAAmf4E-CeBPDhsV0zjwUDu5-t5UVY5R_5RRfFEiFjkRkZ1hssNTJxnW7seAgVi1HoxF9swxf8tZZAOpBP0ZZxutmwgVQyfnK-5vqF50fYyTm-kTS-6tXONgSChd9L92SK_3XgYkO1t8RuMpKRG_D_ID4oEkvkaw_XbdLV0xmuwUCs_UALfbQuzG6yfARD,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D117457385%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,0.8,keep_primary_deduped,LODGE-00587|LODGE-00719|LODGE-00720,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,
LODGE-00589,Shakilla House 6C Syariah Cigalumpit Cianjur,vacation_rental,-6.8162,107.1715,bandung_raya_valid,617248.0,Rp 617.248,,,0,,Belum tersedia,Ber-AC; Dapur,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlYG65CxyC0DxScD4JFsKuz6882qKNi5XP3CI_7fqZpHKnWRBXnUp4MgUq_hiZyVq_HJOciSB-SPhQzHKOvCN26_dMvshwYJqK5hRvR22TQ5KSXeyckBNw==.jpg,https://www.booking.com/hotel/id/shakilla-house-6c-syariah-cigalumpit-cianjur.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-14794772&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-14794772_grp-0_gendate-20260524,0.8,unique_primary,,,,,3,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment,scrape_place_rating_reviews,4,False,False,False,
LODGE-00590,Srikandi,vacation_rental,-7.1114,107.4968,bandung_raya_valid,952965.0,Rp 952.965,,,0,,Belum tersedia,Balkon; Dapur; Pemanggang luar ruang; Kolam renang luar; Parkir gratis,https://pix8.agoda.net/hotelImages/56157773/0/21d942c000d427301d0d75d417a446f3.jpg?ce=0,https://www.agoda.com/srikandi/hotel/bandung-id.html,0.8,unique_primary,,,,,3,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment,scrape_place_rating_reviews,4,False,False,False,
LODGE-00591,Tiara Guest House,guest_house,-6.7975,107.1724,bandung_raya_valid,235090.0,Rp 235.090,,,48,0.7059201132069448,Positif,Ber-AC; TV Kabel; Dapat diakses pengguna kursi roda; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/39338728/0/2192e57a520f50724e40a8c16d878094.jpg?ce=0&s=312x,https://www.bluepillow.com/search/67a221ad905c444f2d035e29?dest=ago&cat=Vacation+rental+(other)&lat=-6.79752&lng=107.17242&language=en,0.8,unique_primary,,,,,3,P1_rating_reviews_missing,missing_rating_reviews,scrape_place_rating_reviews,5,False,False,False,
LODGE-00594,VILLA NADIVIYA,villa,-7.1326,107.4181,bandung_raya_valid,1151651.0,Rp 1.151.651,,,22,0.7046029664158867,Positif,Balkon; Dapur; Pemanggang luar ruang; Parkir gratis; Wi-Fi gratis,https://q-xx.bstatic.com/xdata/images/hotel/max500/581600024.jpg?k=44fe17d5c24155e172f6782b71a5c74bbc068bb1578f90ac6eb0fbbe055cb649&o=,https://www.agoda.com/homestay-nadiviya/hotel/bandung-id.html,0.8,unique_primary,,,,,3,P1_rating_reviews_missing,missing_rating_reviews,scrape_place_rating_reviews,5,False,False,False,
LODGE-00599,Villa CHW Family,villa,-7.1217,107.4217,bandung_raya_valid,960726.0,Rp 960.726,,,0,,Belum tersedia,Dapur; TV Kabel; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/62272916/0/75b821967548a7ba16d119cdea23db66.jpg?ce=0&s=312x,https://www.bluepillow.com/search/67a24176905c444f2d0aeebc?dest=ago&cat=Vacation+rental+(other)&lat=-7.12168&lng=107.4217&language=en,0.8,keep_primary_deduped,LODGE-00736,,,,3,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment,scrape_place_rating_reviews,4,False,False,False,
LODGE-00600,Villa Daffa Ciwidey - for family events leisures,villa,-7.0849,107.4461,bandung_raya_valid,908384.0,Rp 908.384,,,17,0.6588338737538905,Positif,Cocok untuk anak; Papan setrika; Dapur; Boleh bawa hewan peliharaan; Bebas asap rokok; TV Kabel; Parkir gratis; Wi-Fi gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/201996575.jpg?k=275dd5e2715fcfc922012f487437788e9e6c4390d4b79a262a8c045f0907d607&o=&s=312x,https://www.bluepillow.com/search/618288b59e3163a56a25511b?dest=ago&cat=Vacation+rental+(other)&lat=-7.08492&lng=107.44614&language=en,0.8,unique_primary,,,,,3,P1_rating_reviews_missing,missing_rating_reviews,scrape_place_rating_reviews,5,False,False,False,
LODGE-00601,Villa Haposan,villa,-7.1229,107.4329,bandung_raya_valid,6368000.0,Rp 6.368.000,,,25,0.7001453632811221,Positif,Balkon; Dapur; Microwave; Pemanggang luar ruang; Kolam renang luar; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/55493230/0/ed4ad49c76c7ac6d691a57bb66fad7bb.jpg?ce=2,https://www.agoda.com/villa-haposan/hotel/bandung-id.html,0.8,manual_resolved_keep_separate,,,,,3,P1_rating_reviews_missing,missing_rating_reviews,scrape_place_rating_reviews,5,False,False,False,
LODGE-00602,Villa Kampung Karuhun Sutan Raja,villa,-7.1095,107.4939,bandung_raya_valid,,,3.465,61.0,25,0.5814423261696695,Positif,Parkir gratis,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0Zp8TtnxcM618EayqAV7JH9SjApnmPBYOy9hPJdKLEp52YNAhJ0-S_Vn7PLTF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sHrY9VmP2oVsLB5Ip-_d7po4WFPszFWsfHTvQUcFQgOGavAhUmXCUquEZUr_G51U7p83L5IhGprjGjyOIcDMuig,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D2325670%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,0.8,unique_primary,,,,,1,P1_price_missing,missing_price,scrape_or_manual_price,5,False,False,False,
LODGE-00604,Villa Nesa,villa,-6.812,107.1456,bandung_raya_valid,1995052.0,Rp 1.995.052,,,22,0.6534995102569101,Positif,Papan setrika; Dapur; TV Kabel; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/59025693/0/4af800507ed7c5109f3c525d8d46befd.jpg?ce=0&s=312x,https://www.bluepillow.com/search/67a23e38905c444f2d080367?dest=ago&cat=Vacation+rental+(other)&lat=-6.81204&lng=107.14564&language=en,0.8,unique_primary,,,,,3,P1_rating_reviews_missing,missing_rating_reviews,scrape_place_rating_reviews,5,False,False,False,
LODGE-00605,Villa Sakinah Ciwidey,villa,-7.1143,107.4458,bandung_raya_valid,1670636.0,Rp 1.670.636,,,21,0.700481833534601,Positif,Papan setrika; Dapur; Microwave; Pemanggang luar ruang; Kompor; Boleh bawa hewan peliharaan; Bebas asap rokok; TV Kabel; Mesin cuci,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlYG65CxyC0DxQjUtjAS7dV1Aziwis6ZvAEtcFMVdoiQkuNpBM1ZYmrV1CHuBQXwvJhyJlABHOvX7JbtGv0MotPxAIURpRxp6HPmYpxbHhlvndyciAkLnQ==.jpg,https://www.booking.com/hotel/id/villa-sakinah-ciwidey.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-14882888&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-14882888_grp-0_gendate-20260524,0.8,unique_primary,,,,,3,P1_rating_reviews_missing,missing_rating_reviews,scrape_place_rating_reviews,5,False,False,False,
LODGE-00606,Villa Situ Patenggang,villa,-7.1637,107.3577,bandung_raya_valid,249000.0,Rp 249.000,4.6,49.0,18,0.6540034842658163,Positif,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFthreMkgSxKaY1ZDU5DgS5v-rKs9pjsFDJnOBuYJhg_YHU6WaXVcOAmdMkwRCxOujYpdvxH2YIMIf4UxUqLzeoXd1BkFTL7Ew5-JCkzuxOXnlFVaBMSaYh_-1EGuiSjqKCrC7n=s10000,https://bit.ly/40EmlJ9,0.8,unique_primary,,,,,5,P3_content_missing,missing_amenities,complete_amenities_or_image,5,False,False,False,
LODGE-00607,Villa Situ Patenggang Bandung Selatan,villa,-7.1637,107.3577,bandung_raya_valid,1986890.0,Rp 1.986.890,,,0,,Belum tersedia,Balkon; Akses ke pantai; Dapur; Pemanggang luar ruang; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/35958178/0/545ad13a9e36d49fbc7892a47948924c.jpg?ce=0,https://www.agoda.com/villa-situ-patenggang/hotel/bandung-id.html,0.8,unique_primary,,,,,3,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment,scrape_place_rating_reviews,4,False,False,False,
LODGE-00609,Villa Tagar Hidayah Ciwidey,villa,-7.0858,107.4482,bandung_raya_valid,3239936.0,Rp 3.239.936,,,0,,Belum tersedia,Balkon; Cocok untuk anak; Bak air panas; Kolam renang di dalam ruangan; Dapur; Pemanggang luar ruang; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/61388179/0/87a503621b470b89289ff9a116fb6f66.jpg?ce=0,https://www.agoda.com/villa-tagar-hidayah-ciwidey-h61388179/hotel/bandung-id.html,0.8,unique_primary,,,,,3,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment,scrape_place_rating_reviews,4,False,False,False,
LODGE-00610,Villa minimalis nyaman beraih rapih,villa,-6.812,107.1452,bandung_raya_valid,1554704.0,Rp 1.554.704,,,0,,Belum tersedia,Ber-AC; TV Kabel; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/61396521/0/530768a3ade147b23f0ef994942ff54d.jpg?ce=0&s=312x,https://www.bluepillow.com/search/67a240cf905c444f2d0a4782?dest=ago&cat=Vacation+rental+(other)&lat=-6.81195&lng=107.14517&language=en,0.8,unique_primary,,,,,3,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment,scrape_place_rating_reviews,4,False,False,False,
LODGE-00611,Villa osaka,villa,-6.8118,107.1454,bandung_raya_valid,492644.0,Rp 492.644,,,0,,Belum tersedia,Dapur; Pemanggang luar ruang; Kompor; Parkir gratis,https://pix8.agoda.net/hotelImages/64859128/0/dc51cfbabf4fb4d168d9a8026c69ae33.jpg?ce=0,https://www.agoda.com/villa-osaka/hotel/cianjur-id.html,0.8,unique_primary,,,,,3,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment,scrape_place_rating_reviews,4,False,False,False,
LODGE-00612,Villa pataya kota bunga 3 kamar tidur,villa,-6.8118,107.1454,bandung_raya_valid,719246.0,Rp 719.246,,,0,,Belum tersedia,Balkon; Bak air panas; Dapur; Pemanggang luar ruang; Parkir gratis,https://pix8.agoda.net/hotelImages/59606108/0/b4d3a9b550161e00d9c041db9e282f44.jpg?ce=2,https://www.agoda.com/villa-madrid-35/hotel/cianjur-id.html,0.8,unique_primary,,,,,3,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment,scrape_place_rating_reviews,4,False,False,False,
LODGE-00613,disewakan villa puncak kota bunga new year,villa,-6.812,107.1451,bandung_raya_valid,4140820.0,Rp 4.140.820,,,0,,Belum tersedia,TV Kabel,https://pix8.agoda.net/hotelImages/64314534/0/52944714f16352204b457ab2c9685660.jpg?ce=0&s=312x,https://www.bluepillow.com/search/67a243a9905c444f2d0cfc48?dest=ago&cat=Vacation+rental+(other)&lat=-6.81197&lng=107.1451&language=en,0.8,unique_primary,,,,,3,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment,scrape_place_rating_reviews,4,False,False,False,
LODGE-00616,Bobocabin Kawah Ciwidey Bandung,vacation_rental,-7.1775,107.3946,bandung_raya_valid,2974535.0,Rp 2.974.535,,,22,0.5796628635174912,Positif,Dapur,https://media.vrbo.com/lodging/113000000/112380000/112370500/112370482/ef4a635e.jpg?impolicy=ccrop&w=1000&h=666&q=medium,https://www.bluepillow.com/search/6811558ea74f8eb5bd285adf?dest=bpex&cat=Cabin&lat=-7.17745&lng=107.39457&language=en,0.75,unique_primary,,,,,3,P1_rating_reviews_missing,missing_rating_reviews,scrape_place_rating_reviews,5,False,False,False,
LODGE-00617,Bumi Saddam Palayangan Cottage 1,vacation_rental,-7.1893,107.5485,bandung_raya_valid,,,4.5,2.0,23,0.7011652619172793,Positif,Cocok untuk anak; Ranjang bayi; Dapur; Pemanggang luar ruang; Teras; Bebas asap rokok; TV Kabel; Mesin cuci; Parkir gratis; Wi-Fi gratis,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0Z3JWwvShs8yMfOU-1d5Bt9jHxikjzGuua9yicd4-jiaWmEQJuyqq3NV7ICzF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csYWt6dZQ5HrU9YH_Mi1sOBJIp-_VR0o0tdfMtAxxDIiyYD4BSyNiZqAt1xXDKjOEhYqjEzXNlZvlZr3oz3ZbTsf9MKFO4isC4h7-DTktP9tNbouiPaQZ4OCFwEhjRY-A8ePJ9Uldy4T87SVhJaCmoaWk-_3XmyoPAZE8kPHeod_SAAmf4E-CeBPDhsV0zjwUDu5-t5UVY5R_5RRfFEiFjkRkZ1hssD3pynWaqeCYVhlHoxBR46jX9o4ZLJ5BP0stmhNLpgHkufGW9-viF5FfaySmykiOAwJ7MHADOkqlT93C3wmfgYkClt8RuMpKRG_D_ID4oEkvkaw_XbdLV0xlO_30rg_X0_Fyxhu1U-cLu,,0.75,unique_primary,,,,,1,P1_price_missing,missing_price|missing_source_link,scrape_or_manual_price,4,False,False,False,
LODGE-00618,Giri Home & Travel,vacation_rental,-7.0921,107.4742,bandung_raya_valid,612000.0,Rp 612.000,,,3,0.6085876439005449,Positif,Jemputan bandara; Balkon; Cocok untuk anak; Ranjang bayi; Kolam renang di dalam ruangan; Papan setrika; Dapur; Bebas asap rokok; TV Kabel; Dapat diakses pengguna kursi roda; Parkir gratis; Wi-Fi gratis,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZqJWdtioy1WAqJyvQSsRPwBnzpyLpJ4H6-yyRI7fEnK2zLSp1qpqiIFK_KTF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csYWt6dZQ5HrU9YH_Mi1sOBJIp-_VR0o0tdfMtAxxDIiyYD4BSyNiZqAt1xXDKjOEhYqjEzXNlZvlZr3EwuOHUh4hANmGSisC4h7-DTktP9tNbouiPaQZ4OCFwEhjRY-A8ePJ9Uldy4T87SVhJaCmoaWk-_3XmyoPAZE8kPHeod_SAAmf4E-CeBPDhsV0zjwUDu5-t5UVY5R_5RRfFEiFjkRkZ1hssNTJxnW7sewgFzFLSxQV5-jW3o4VUOpFfwspylPTolWohIHKQ2--S9EjJyBStyyKD0NLZHz3fkbpX8WS37C3jBHX4t8RuMpKRG_D_ID4oEkvkaw_XbdLV0xlmQ6n49De6lX2jmoeDpF9R,,0.75,unique_primary,,,,,3,P1_rating_reviews_missing,missing_rating_reviews|missing_source_link,scrape_place_rating_reviews,4,False,False,False,
LODGE-00619,Glamping Gunung Bangku Ciwidey,vacation_rental,-7.1415,107.3797,bandung_raya_valid,,,3.75,26.0,0,,Belum tersedia,Balkon; Cocok untuk anak; Bebas asap rokok; Dapat diakses pengguna kursi roda; Parkir gratis,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/q-xx.bstatic.com/xdata/images/hotel/max1024x683/402603273.jpg?k=e8aaf9fa512605604ffbd5b54e05fcc1ba7527eed7b52ffbc3f7c23cbe135083&o=&w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,,0.75,unique_primary,,,,,1,P1_price_missing,missing_price|missing_sentiment|missing_source_link,scrape_or_manual_price,3,False,False,False,
LODGE-00621,OZ Cabin by Farmstay Managel,vacation_rental,-6.7861,107.1329,bandung_raya_valid,450173.0,Rp 450.173,,,0,,Belum tersedia,Jemputan bandara; Sarapan gratis; Pemanggang luar ruang; Kolam renang luar; Boleh bawa hewan peliharaan; Mesin cuci; Parkir gratis; Wi-Fi gratis,https://images.trvl-media.com/lodging/124000000/123820000/123814000/123813940/255afb68_z.jpg,https://www.us.despegar.com/hotels/h-6932280,0.75,keep_primary_deduped,LODGE-00797,,,,3,P1_rating_reviews_missing,missing_rating_reviews|missing_sentiment,scrape_place_rating_reviews,4,False,False,False,
LODGE-00624,Saung Arjuna Syandana Resort Ciwidey,vacation_rental,-7.109,107.4847,bandung_raya_valid,363396.0,Rp 363.396,3.925,118.0,0,,Belum tersedia,Parkir gratis,https://pix8.agoda.net/hotelImages/36834827/0/2e4f00fb436f93afad268f4c025a8494.jpg?ce=0,https://www.bluepillow.com/search/65e20e0993553be8f554f88f?dest=ago&cat=Vacation+rental+(other)&lat=-6.94367&lng=107.58632&language=en,0.75,manual_resolved_keep_with_merge,LODGE-01482,,,,4,P2_sentiment_missing,missing_sentiment,scrape_reviews_for_sentiment,5,False,False,False,
LODGE-00625,Shakilla house Syariah,vacation_rental,-6.8283,107.132,bandung_raya_valid,,,4.4,21.0,0,,Belum tersedia,Dapur; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/7447030/0/85bade03eeaa051d63ebc91de4e065f4.jpg?ce=2,,0.75,unique_primary,,,,,1,P1_price_missing,missing_price|missing_sentiment|missing_source_link,scrape_or_manual_price,3,False,False,False,
LODGE-00627,Vila Kopi Ciwidey,vacation_rental,-7.1202,107.4415,bandung_raya_valid,,,4.5317,41.0,0,,Belum tersedia,Cocok untuk anak; Ranjang bayi; Kolam renang di dalam ruangan; Dapur; Microwave; Bebas asap rokok; TV Kabel; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/630965170.jpg?k=e4bdb29a9011a3b7a98d9431f541615af0a173f38db2a2ed092bd590b5ddc10b&o=&a=1538557,,0.75,unique_primary,,,,,1,P1_price_missing,missing_price|missing_sentiment|missing_source_link,scrape_or_manual_price,3,False,False,False,
LODGE-00629,Villa Feridys,villa,-7.0896,107.5548,bandung_raya_valid,2384183.0,Rp 2.384.183,,,34,0.6398921208783861,Positif,Papan setrika; Dapur; Microwave; Kompor; Boleh bawa hewan peliharaan; Dapat diakses pengguna kursi roda; Parkir gratis; Wi-Fi gratis,https://images.trvl-media.com/lodging/126000000/125430000/125421800/125421729/e836c51b_z.jpg,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D150013674%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,0.75,keep_primary_deduped,LODGE-00741|LODGE-00812,,,,3,P1_rating_reviews_missing,missing_rating_reviews,scrape_place_rating_reviews,5,False,False,False,
