penginapan_id,name,property_type_final_after_p3,latitude,longitude,region_validation_label,price_lowest,price_display,overall_rating,reviews,hotel_review_count_analyzed,hotel_adjusted_sentiment_score,hotel_sentiment_label,amenities,primary_image_url,link,data_quality_score,primary_dedupe_status,primary_dedupe_merged_from_ids,data_focus_manual_decision,data_focus_manual_note,data_focus_merge_target_id,completion_priority_order,completion_priority_data_focus,completion_flags_data_focus,completion_route_data_focus,completion_score_data_focus
LODGE-00281,Azalea 1 - Private Glamping,vacation_rental,-6.8042,107.5481,bandung_raya_valid,,,,,0,,Belum tersedia,Bak air panas; Pemanggang luar ruang; Parkir gratis,https://pix8.agoda.net/hotelImages/66107265/0/78cf59e13c96fc3a4ae5da061abf183f.jpg?ce=0,https://www.agoda.com/azalea-1-private-glamping/hotel/pasirlangu-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00675,Bima,vacation_rental,-7.1113,107.4969,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Dapur; Pemanggang luar ruang; Kolam renang luar; Parkir gratis,https://pix8.agoda.net/hotelImages/58295158/0/4677b92cd5f5e4bd3e73db93cf7e4faf.jpg?ce=0,https://www.agoda.com/bima/hotel/bandung-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00676,Bisma,vacation_rental,-7.1114,107.4968,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Pemanggang luar ruang; Kolam renang luar; Parkir gratis,https://pix8.agoda.net/hotelImages/58295543/0/221aa01068ffe83c0a0eeebd10c72778.jpg?ce=0,https://www.agoda.com/bisma/hotel/bandung-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00283,Bumi Castle Luxury Living di Kota Baru Parahyangan,vacation_rental,-6.8678,107.4542,bandung_raya_valid,,,,,0,,Belum tersedia,Ber-AC; Papan setrika; Dapur; TV Kabel; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/601714401.jpg?k=e3f7de1a2e1cddaba478606cf6db2be2fa463f1a35731267ef508e4de5d88e01&o=&s=312x,https://www.bluepillow.com/search/67a24118905c444f2d0a98c5?dest=ago&cat=Vacation+rental+(other)&lat=-6.86777&lng=107.45422&language=en,0.65,keep_primary_deduped,LODGE-00284,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00677,Cabin 97,vacation_rental,-7.0877,107.4778,bandung_raya_valid,,,,,0,,Belum tersedia,TV Kabel; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/47416535/0/cc8435ed6fc46761f92c97de48a60087.jpg?ce=0&s=312x,https://www.bluepillow.com/search/65e2266493553be8f55669b1?dest=ago&cat=Vacation+rental+(other)&lat=-7.08774&lng=107.47775&language=en,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00678,Camping Pines singkur reverside - Tent,vacation_rental,-7.1854,107.5475,bandung_raya_valid,,,,,20,0.6647339568690954,Positif,Cocok untuk anak; Ranjang bayi; Bebas asap rokok,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/q-xx.bstatic.com/xdata/images/hotel/max1024x683/545443011.jpg?k=dfd91fcbcd3d2bd28de345be1d3590060e8d1269267f2c35525e587c7c9412c7&o=&w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,https://www.freecancellations.com/search/F2l0RFEEHHRVXVBdCFhZFVEJDU9mTQdE?lat=-7.18537&lng=107.54753&language=en,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00680,Cibodas Get Away in West Java,vacation_rental,-6.84,107.1601,bandung_raya_valid,,,,,0,,Belum tersedia,Ber-AC; Papan setrika; Dapur; TV Kabel; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/49393661/0/5e3ba1b77af3619c4d3327f714adfac2.jpg?ce=0&s=312x,https://www.bluepillow.com/search/65e22e8993553be8f5574516?dest=ago&cat=Vacation+rental+(other)&lat=-6.84004&lng=107.16008&language=en,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00013,Cozy tropical houses with humble neighbourhood,vacation_rental,-6.57,107.4483,bandung_raya_valid,,,,,0,,Belum tersedia,Ber-AC; Papan setrika; Bebas asap rokok,https://media.vrbo.com/lodging/100000000/99940000/99934400/99934347/95a0d4b0.jpg?impolicy=ccrop&w=1000&h=666&q=medium,https://www.bluepillow.com/search/65cb983c3e6d928972fdce0c?dest=bpex&cat=House&lat=-6.57004&lng=107.44831&language=en,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00288,D'Gloria Glamping,vacation_rental,-6.8036,107.5482,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Bak air panas; Pemanggang luar ruang; Boleh bawa hewan peliharaan; Parkir gratis,https://pix8.agoda.net/hotelImages/64282635/0/776b126a40be2770364e3600bfe62cd9.jpg?ce=0,https://www.agoda.com/d-gloria-glamping/hotel/pasirlangu-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00289,Davion House near IKEA KBP by YourHome,vacation_rental,-6.857,107.4904,bandung_raya_valid,,,,,0,,Belum tersedia,Ber-AC; Dapur; Microwave; Kompor; Boleh bawa hewan peliharaan; Bebas asap rokok; TV Kabel,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzJN0ZK-njEE4l7M-XYE3m2FquxwbqXgMQiEhpUSTFkBZuXPxoLu0YbdlafvgVUkk93clObuf2wWqNn8P_vVgGeTI4AmVF6bb--so58ccWQ==.jpg,https://www.booking.com/hotel/id/coming-soon-davion-house.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-15084376&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-15084376_grp-0_gendate-20260524,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00290,Dayang Arum Glamping,vacation_rental,-6.8035,107.5484,bandung_raya_valid,,,,,0,,Belum tersedia,Ber-AC; Dapur; TV Kabel; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/62548031/0/21b81e2b6929861e7f3f5ac098346e84.jpg?ce=0&s=312x,https://www.bluepillow.com/search/67a241cc905c444f2d0b4c5c?dest=ago&cat=Vacation+rental+(other)&lat=-6.80355&lng=107.54845&language=en,0.65,keep_primary_deduped,LODGE-00291,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00292,Dayang Rengganis Dome 2,vacation_rental,-6.8035,107.5479,bandung_raya_valid,,,,,15,0.6023111486774418,Positif,Ber-AC; TV Kabel; Parkir gratis,https://pix8.agoda.net/hotelImages/62548102/0/1d8743d37ec9d81098630d0a369b1f88.jpg?ce=0&s=312x,https://www.bluepillow.com/search/67a241cc905c444f2d0b4c70?dest=ago&cat=Vacation+rental+(other)&lat=-6.80351&lng=107.54794&language=en,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00691,Family Cabin with Lake/Mountain View in Ciwidey,vacation_rental,-7.1397,107.3909,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Pemanggang luar ruang; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/47372003/0/d78e598e39f5e16e09258b4ead35140a.jpeg?ce=0,https://www.agoda.com/family-cabin-with-lake-mountain-view-in-ciwidey/hotel/bandung-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00293,"Family Staycation, Near Lembang With Complete Facilities",vacation_rental,-6.8386,107.5518,bandung_raya_valid,,,,,318,0.6927190869255014,Positif,Dapur; Boleh bawa hewan peliharaan; Dapat diakses pengguna kursi roda,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzM5fmHVePyYUDD04coMJ7R8WeMSlFraTCUTR1WJ2UxWUlAAPAepgKUz7LqcCK380a5ODx9T9o2LhADMHEfO2_-BFHALwk06obBHyUuChnQ==.jpg,https://www.booking.com/hotel/id/family-staycation-near-lembang-with-complete-facilities.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-13604792&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-13604792_grp-0_gendate-20260524,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00694,Glamping [Sunrise] - 2 : Argapuri Jungle Resort,vacation_rental,-7.126,107.5131,bandung_raya_valid,,,,,0,,Belum tersedia,Dapur; Boleh bawa hewan peliharaan; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/13754581/0/17abe8a44363a7920bcfaf5673fb5248.jpg?ce=0&s=312x,https://www.bluepillow.com/search/618288aa9e3163a56a253d98?dest=ago&cat=Vacation+rental+(other)&lat=-7.12598&lng=107.51311&language=en,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00295,Glamping triangle riyadhi 2,vacation_rental,-6.8035,107.5481,bandung_raya_valid,,,,,0,,Belum tersedia,Ber-AC; TV Kabel; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/629917884.jpg?k=4429421b62804d76a0ed3e4899b2373fbbfb44e6d01fa83bcf7b71f18bf746ea&o=&s=312x,https://www.bluepillow.com/search/67a243bd905c444f2d0d1aad?dest=ago&cat=Vacation+rental+(other)&lat=-6.80352&lng=107.54812&language=en,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00695,"Good places, service, good view. Perfect choices.",vacation_rental,-7.1324,107.4183,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/37333436/0/290630a0d572788a1800689dbc357c14.jpg?ce=0,https://www.agoda.com/good-places-service-good-view-perfect-choices/hotel/bandung-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00296,Hanara Private Glamping,vacation_rental,-6.8045,107.5487,bandung_raya_valid,,,,,0,,Belum tersedia,Ber-AC; Boleh bawa hewan peliharaan; TV Kabel; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/605335709.jpg?k=1d50ca5186c24cdd81ed422cae9c86addab8db6b3fd679b18917c17d0d1662d8&o=&s=312x,https://www.bluepillow.com/search/67a2417c905c444f2d0af722?dest=ago&cat=Vacation+rental+(other)&lat=-6.80446&lng=107.54873&language=en,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00299,Keyla Private Dome,vacation_rental,-6.8036,107.5482,bandung_raya_valid,,,,,0,,Belum tersedia,Parkir gratis,https://pix8.agoda.net/hotelImages/68466708/0/bc2fe8ff398ba5a2e1ad288b5a1be603.jpg?ce=0,https://www.agoda.com/keyla-private-dome/hotel/pasirlangu-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00700,Khaira Shakilla House 3 Syariah Limbangansari,vacation_rental,-6.8235,107.1219,bandung_raya_valid,,,,,0,,Belum tersedia,Ber-AC; Dapur,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzGR3RXtHsHKABe-ZH3dg97HUZEsj1-jm9j64pEfaOuKx5U7wfPEce4uSJ_nW64sd-s6ioQn2_8wGjy90wy8y2IAE5yTvRKDEBkO2LUDS1A==.jpg,https://www.booking.com/hotel/id/khaira-shakilla-house-3-syariah-limbangansari.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-14794051&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-14794051_grp-3_gendate-20260524,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00701,Kota Bunga A,vacation_rental,-6.8118,107.1454,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Dapur; Pemanggang luar ruang; Dapat diakses pengguna kursi roda; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/3652422/0/fc03444d70b057b6858059607564b802.jpg?ce=0,https://www.agoda.com/villa-kota-bunga-santibis-a_2/hotel/puncak-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00300,Kusumanagara Dome1,vacation_rental,-6.8044,107.5484,bandung_raya_valid,,,,,0,,Belum tersedia,Ber-AC; TV Kabel; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/622540332.jpg?k=60018134a1b42263acaca3de0e1507aeb616f2a9f91f2ce69f7a3ec6f376ce29&o=&s=312x,https://www.bluepillow.com/search/67a2423b905c444f2d0bc34f?dest=ago&cat=Vacation+rental+(other)&lat=-6.80438&lng=107.54843&language=en,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00301,Liorasuite Japandi house with Jacuzzi in KBP,vacation_rental,-6.8752,107.4701,bandung_raya_valid,,,,,0,,Belum tersedia,Ber-AC; Bebas asap rokok,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzBjZLS7cyeLdozTrgxlFVN0JH0sHcDVcOmLJDwjeUi2MEhr-KoYZx0dP8NBqSElrg8y5yE18rdx-iS9-WW9W7ETigUJx5Bw6J-zKipGN1g==.jpg,https://www.booking.com/hotel/id/lioravilla-suite.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-15344881&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-15344881_grp-1_gendate-20260524,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00703,Lovely private room for 2 persons,vacation_rental,-6.8179,107.1432,bandung_raya_valid,,,,,0,,Belum tersedia,TV Kabel,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZqcC0oRkD7icoESeRT4QX8SrcpFKMPrqYujycdqP3-5K5TEtF1KffKULJDzF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sALYtMGbOtVcUBJIp5cwO044tS5R3FWkPPxbHUphSye2VvSZ5wnK64_oOYdja2loFKPtwxFwwz572qJtEMlyG64Wt4qOMdXZE-OhXuqmYe1R9OxdwBVSISekXIXfGmCkh3kF85unOB4klZQ,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D135844654%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00305,Lovina Nature House 701,vacation_rental,-6.8252,107.5549,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Kolam renang luar; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/55688098/0/1a5b239940846ca7b3ec56cd33fbdc30.jpg?ce=0,https://www.agoda.com/lovina-tibra-nature-house-701/hotel/pasirlangu-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00306,Lovina Nature House 702,vacation_rental,-6.8254,107.5548,bandung_raya_valid,,,,,0,,Belum tersedia,Ber-AC; Papan setrika; TV Kabel; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/55688355/0/d913337ae7f4c18d84719f3fee98fbc3.jpg?ce=0&s=312x,https://www.bluepillow.com/search/67a23be3905c444f2d06914e?dest=ago&cat=Vacation+rental+(other)&lat=-6.82538&lng=107.55483&language=en,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00307,Lovina Nature House 703,vacation_rental,-6.821,107.556,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Kolam renang luar; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/59484215/0/1a5b239940846ca7b3ec56cd33fbdc30.jpg?ce=0,https://www.agoda.com/lovina-nature-house-703/hotel/pasirlangu-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00308,Marina Private Glamping,vacation_rental,-6.8033,107.5481,bandung_raya_valid,,,,,7,0.620008302820574,Positif,Ber-AC; TV Kabel,https://pix8.agoda.net/hotelImages/62547868/0/dff8cd8c693949dd8962f68d9f9b1757.jpg?ce=0&s=312x,https://www.bluepillow.com/search/67a241cc905c444f2d0b4c31?dest=ago&cat=Vacation+rental+(other)&lat=-6.80326&lng=107.54809&language=en,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00705,Nakula,vacation_rental,-7.1114,107.4968,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Gym; Pemanggang luar ruang; Kolam renang luar; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/50601949/0/9eee09d4eecd03b3b4cc4e46e49749b6.jpg?ce=0,https://www.agoda.com/nakula/hotel/bandung-id.html,0.65,keep_primary_deduped,LODGE-00706,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00708,Patuha Resort,vacation_rental,-7.1339,107.4091,bandung_raya_valid,,,,,16,0.6488379589464252,Positif,Kolam renang luar; Boleh bawa hewan peliharaan; TV Kabel; Wi-Fi Berbayar,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZvMK7h3cZ8yATHTOtHMRb4j7vh3DpWpCouSOYNNTTm5SYNRFq--rFVHzBKTF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sHrY9VmP2oVsLB5Ip-_d7po4WFPszFWsfHTvuc45TrtOUvAhAnXCUquEZUr_G51U7Y1d3wfJb_oB7PyUQmIYo9w,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D2226941%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00709,"Penginapan Ciwidey luas 20m2, 2 kasur, 1 k.mandi,",vacation_rental,-7.1208,107.4305,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Dapur; Parkir gratis,https://pix8.agoda.net/geo/poi/32542/2_32542_02.jpg?ca=6&ce=1,https://www.agoda.com/penginapan-ciwidey-h19080994/hotel/bandung-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00018,Porlak Jahe GTK ( Giri Tirta Kahuripan ),vacation_rental,-6.6329,107.5352,bandung_raya_valid,,,,,0,,Belum tersedia,Cocok untuk anak; Bebas asap rokok; TV Kabel; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/35725434/0/5903369f14bd744d3d872e85f510c200.jpg?ce=0&s=312x,https://www.bluepillow.com/search/639a1ba8df5d94a879fee477?dest=ago&cat=Vacation+rental+(other)&lat=-6.63288&lng=107.53522&language=en,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00314,Riyadhi 1 Glamping,vacation_rental,-6.8033,107.548,bandung_raya_valid,,,,,0,,Belum tersedia,Ber-AC; TV Kabel; Parkir gratis,https://pix8.agoda.net/hotelImages/62547869/0/7673f2436c36fd24fbc889a884a02ea9.jpg?ce=0&s=312x,https://www.bluepillow.com/search/67a241cc905c444f2d0b4c32?dest=ago&cat=Vacation+rental+(other)&lat=-6.8033&lng=107.54795&language=en,0.65,keep_primary_deduped,LODGE-00315,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00714,Rumah Alifa Blok A3,vacation_rental,-6.7955,107.1624,bandung_raya_valid,,,,,0,,Belum tersedia,Dapur; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/11075108/0/69f40a63200246cf0882f1d8864aeb0b.jpg?ca=18&ce=1,https://www.agoda.com/rumah-alifa-blok-a3/hotel/puncak-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00715,Salya Bawah,vacation_rental,-7.1113,107.4969,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Pemanggang luar ruang; Kolam renang luar; Parkir gratis,https://pix8.agoda.net/hotelImages/56322175/0/9eee09d4eecd03b3b4cc4e46e49749b6.jpg?ce=0,https://www.agoda.com/salya-bawah/hotel/bandung-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00318,Sewa Rumah Kota Baru Parahyangan Bandung,vacation_rental,-6.8688,107.4762,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Dapur; Pemanggang luar ruang; Boleh bawa hewan peliharaan; Mesin cuci; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/32613425/0/17891b3bd5dffaedd9ba23cfc56f7be8.jpg?ce=0,https://www.agoda.com/sewa-rumah-kota-baru-parahyangan-bandung-harian/hotel/bandung-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00717,Shakilla House 6A Syariah Cigalumpit Cianjur,vacation_rental,-6.8162,107.1715,bandung_raya_valid,,,,,0,,Belum tersedia,Ber-AC; Dapur,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlYG65CxyC0DxYOu4dRS7oyZLd1jcNcf5qKcplnHeklxr4vbrsCNN_ol0hFYpyDsgWb6BeM0e4-F-MwjiD_quyccTXbqzmkpqYby9q9awadyS7fxZk9c0Q==.jpg,https://www.booking.com/hotel/id/shakilla-house-6a-syariah-cigalumpit-cianjur.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-14794726&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-14794726_grp-2_gendate-20260524,0.65,keep_primary_deduped,LODGE-00718,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00721,Shakilla House 8 Syariah Panorama,vacation_rental,-6.8061,107.122,bandung_raya_valid,,,,,0,,Belum tersedia,Ber-AC; Dapur; Mesin cuci,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlYG65CxyC0DxYxAORSj6ZE7NX6by6fXv670zT22l5RGMLF7m43A1PJMAmpKekHwa2RmebD_6jic23hg4jgsY8STPCRHXtr111WEGj7WDr2-o9ra2qWOEw==.jpg,https://www.booking.com/hotel/id/shakilla-house-8-syariah-panorama.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-14794644&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-14794644_grp-0_gendate-20260524,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00722,Shakilla House 8A Panorama Syariah,vacation_rental,-6.8061,107.1218,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Dapur; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/68223225/0/e3639c24693bf8bd7256d8381c510dde.jpg?ce=0,https://www.agoda.com/shakilla-house-8a-panorama-syariah/hotel/puncak-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00723,Shakilla House 8B Syariah Panorama,vacation_rental,-6.8061,107.122,bandung_raya_valid,,,,,14,0.6397005285656969,Positif,Ber-AC; Dapur,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlYG65CxyC0DxWoC2lGUGnnyoJuCAW2LWIqHtPFPaNBDjA5fvxUv8B2fOuhuh3P4vV17wXgufcMlK89at_etHkYAVv4HiAZMVWSb_5iKkpsd1jhKVawgXw==.jpg,https://www.booking.com/hotel/id/shakilla-house-8b-syariah-panorama.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-14794668&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-14794668_grp-0_gendate-20260524,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00724,Sharia Family House,vacation_rental,-7.0625,107.5483,bandung_raya_valid,,,,,0,,Belum tersedia,Ber-AC; Dapur; Bebas asap rokok; Mesin cuci,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzIvrRa-ER52ILmLWkHZC-eVVEMyRch2MIShfx4zRhyEjQnktXuHPZQGCGQylCd8Zj71_p6i4KahAjt-UnuG5U0a4Q2P_FkXe6wtwK9IAcQ==.jpg,https://www.booking.com/hotel/id/sharia-family-house.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-14279111&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-14279111_grp-3_gendate-20260524,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
