review_target_id,penginapan_id,name,property_type,latitude,longitude,overall_rating,reviews_existing,review_confidence_label,review_scrape_priority,data_quality_score,has_final_child_listing,final_child_count,name_looks_detail_listing,target_review_note,google_maps_search_query,google_maps_search_url,source_dataset,flag_group,flag_reason,suggested_action,split_status,split_reason,manual_decision,manual_note,final_target_status,final_exclusion_group,final_exclusion_reason,parent_candidate_id,parent_candidate_name,parent_candidate_property_type,parent_candidate_distance_km,parent_candidate_name_ratio,parent_candidate_token_score,parent_candidate_score,audit_recommendation,audit_reason,decision_group,decision_status,decision_reason,review_group_for_claude,claude_decision,claude_evidence_url,claude_reason,final_decision,final_group,final_reason,final_decision_source
PHREV-20260605-1119,LODGE-00698,Homestay putih alenda - One-Bedroom House,apartment,-7.1338,107.4175,,,missing_review_confidence,missing_rating_or_review,0.65,False,0,True,check_name_match_first,"Homestay putih alenda - One-Bedroom House -7.1338,107.4175",https://www.google.com/maps/search/?api=1&query=Homestay%20putih%20alenda%20-%20One-Bedroom%20House%20-7.1338%2C107.4175,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-1120,LODGE-00161,Homey 1BR Apartment @ The Edge Bandung By Travelio,apartment,-6.8971,107.5373,,,missing_review_confidence,missing_rating_or_review,0.8,False,0,True,check_name_match_first,"Homey 1BR Apartment @ The Edge Bandung By Travelio -6.8971,107.5373",https://www.google.com/maps/search/?api=1&query=Homey%201BR%20Apartment%20%40%20The%20Edge%20Bandung%20By%20Travelio%20-6.8971%2C107.5373,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0447,LODGE-00092,Homey 1BR Apartment at The Edge Bandung By Travelio - One-Bedroom Apartment,apartment,-6.8971,107.5373,2,2,low_review_confidence,low_review_confidence,0.9,False,0,True,check_name_match_first,"Homey 1BR Apartment at The Edge Bandung By Travelio - One-Bedroom Apartment -6.8971,107.5373",https://www.google.com/maps/search/?api=1&query=Homey%201BR%20Apartment%20at%20The%20Edge%20Bandung%20By%20Travelio%20-%20One-Bedroom%20Apartment%20-6.8971%2C107.5373,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-1121,LODGE-00162,Homey 2BR Apartment at The Edge Bandung By Travelio,apartment,-6.8975,107.5374,,,missing_review_confidence,missing_rating_or_review,0.8,False,0,True,check_name_match_first,"Homey 2BR Apartment at The Edge Bandung By Travelio -6.8975,107.5374",https://www.google.com/maps/search/?api=1&query=Homey%202BR%20Apartment%20at%20The%20Edge%20Bandung%20By%20Travelio%20-6.8975%2C107.5374,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-1122,LODGE-00359,Homey 2Br Apartment At The Edge Bandung,apartment,-6.8975129,107.5371017,,,missing_review_confidence,missing_rating_or_review,0.6,False,0,True,check_name_match_first,"Homey 2Br Apartment At The Edge Bandung -6.897512913,107.5371017",https://www.google.com/maps/search/?api=1&query=Homey%202Br%20Apartment%20At%20The%20Edge%20Bandung%20-6.897512913%2C107.5371017,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0448,LODGE-01260,Homey 2Br Apartment Gateway Ahmad Yani Cicadas,apartment,-6.9067,107.6452,2.7,2,low_review_confidence,low_review_confidence,0.9,False,0,True,check_name_match_first,"Homey 2Br Apartment Gateway Ahmad Yani Cicadas -6.9067,107.6452",https://www.google.com/maps/search/?api=1&query=Homey%202Br%20Apartment%20Gateway%20Ahmad%20Yani%20Cicadas%20-6.9067%2C107.6452,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-1123,LODGE-00203,Homey 2Br Furnished Apartment At The Edge Bandung,apartment,-6.8975,107.5371,,,missing_review_confidence,missing_rating_or_review,0.75,False,0,True,check_name_match_first,"Homey 2Br Furnished Apartment At The Edge Bandung -6.8975,107.5371",https://www.google.com/maps/search/?api=1&query=Homey%202Br%20Furnished%20Apartment%20At%20The%20Edge%20Bandung%20-6.8975%2C107.5371,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0712,LODGE-01261,Homey 3Br Apartment At Braga City Walk,apartment,-6.9177,107.6093,5,26,low_review_confidence,low_review_confidence,0.9,False,0,True,check_name_match_first,"Homey 3Br Apartment At Braga City Walk -6.9177,107.6093",https://www.google.com/maps/search/?api=1&query=Homey%203Br%20Apartment%20At%20Braga%20City%20Walk%20-6.9177%2C107.6093,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-1124,LODGE-00298,Homey Apt 1BR at Parahyangan Residence By Travelio,apartment,-6.8442,107.5549,,,missing_review_confidence,missing_rating_or_review,0.65,False,0,True,check_name_match_first,"Homey Apt 1BR at Parahyangan Residence By Travelio -6.8442,107.5549",https://www.google.com/maps/search/?api=1&query=Homey%20Apt%201BR%20at%20Parahyangan%20Residence%20By%20Travelio%20-6.8442%2C107.5549,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-1126,LODGE-01535,Homey and Chic 2BR Apartment Newton Residence,apartment,-6.9659,107.638,,,missing_review_confidence,missing_rating_or_review,0.75,False,0,True,check_name_match_first,"Homey and Chic 2BR Apartment Newton Residence -6.9659,107.638",https://www.google.com/maps/search/?api=1&query=Homey%20and%20Chic%202BR%20Apartment%20Newton%20Residence%20-6.9659%2C107.638,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0449,LODGE-00107,Hotel The Edge Apartemen Baros Cantik - One-Bedroom Apartment,apartment,-6.8974,107.5375,2.25,2,low_review_confidence,low_review_confidence,0.85,False,0,True,check_name_match_first,"Hotel The Edge Apartemen Baros Cantik - One-Bedroom Apartment -6.8974,107.5375",https://www.google.com/maps/search/?api=1&query=Hotel%20The%20Edge%20Apartemen%20Baros%20Cantik%20-%20One-Bedroom%20Apartment%20-6.8974%2C107.5375,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0603,LODGE-01276,Jarrdin Apartemen 2BR pool view C12 by Nemui Room,apartment,-6.9063,107.6047,3.7,8,low_review_confidence,low_review_confidence,0.9,False,0,True,check_name_match_first,"Jarrdin Apartemen 2BR pool view C12 by Nemui Room -6.9063,107.6047",https://www.google.com/maps/search/?api=1&query=Jarrdin%20Apartemen%202BR%20pool%20view%20C12%20by%20Nemui%20Room%20-6.9063%2C107.6047,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-1135,LODGE-01456,Jarrdin Apartemen 2BR poolview C19 by NEMUI ROOM,apartment,-6.8921,107.6051,,,missing_review_confidence,missing_rating_or_review,0.8,False,0,True,check_name_match_first,"Jarrdin Apartemen 2BR poolview C19 by NEMUI ROOM -6.8921,107.6051",https://www.google.com/maps/search/?api=1&query=Jarrdin%20Apartemen%202BR%20poolview%20C19%20by%20NEMUI%20ROOM%20-6.8921%2C107.6051,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0365,LODGE-01140,Juar Room The Suites Apartment - Two-Bedroom Apartment,apartment,-6.9383,107.6592,3.5,1,low_review_confidence,low_review_confidence,0.95,False,0,True,check_name_match_first,"Juar Room The Suites Apartment - Two-Bedroom Apartment -6.9383,107.6592",https://www.google.com/maps/search/?api=1&query=Juar%20Room%20The%20Suites%20Apartment%20-%20Two-Bedroom%20Apartment%20-6.9383%2C107.6592,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0606,LODGE-00951,Kulem Cisitu - Apartment,apartment,-6.8756,107.6119,4.95,8,low_review_confidence,low_review_confidence,1.0,False,0,True,check_name_match_first,"Kulem Cisitu - Apartment -6.8756,107.6119",https://www.google.com/maps/search/?api=1&query=Kulem%20Cisitu%20-%20Apartment%20-6.8756%2C107.6119,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0675,LODGE-01282,Kulem Cisitu - King Studio with Sofa Bed,apartment,-6.8756,107.6119,4.95,16,low_review_confidence,low_review_confidence,0.9,False,0,True,check_name_match_first,"Kulem Cisitu - King Studio with Sofa Bed -6.8756,107.6119",https://www.google.com/maps/search/?api=1&query=Kulem%20Cisitu%20-%20King%20Studio%20with%20Sofa%20Bed%20-6.8756%2C107.6119,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-1162,LODGE-00304,Lovina Nature House - Two-Bedroom House,apartment,-6.825,107.5553,,,missing_review_confidence,missing_rating_or_review,0.65,False,0,True,check_name_match_first,"Lovina Nature House - Two-Bedroom House -6.825,107.5553",https://www.google.com/maps/search/?api=1&query=Lovina%20Nature%20House%20-%20Two-Bedroom%20House%20-6.825%2C107.5553,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0452,LODGE-00068,Luxurious & Cozy 2BR Gateway Pasteur Apartment near Exit Toll By Travelio,apartment,-6.8903,107.5657,2.75,2,low_review_confidence,low_review_confidence,0.95,False,0,True,check_name_match_first,"Luxurious & Cozy 2BR Gateway Pasteur Apartment near Exit Toll By Travelio -6.8903,107.5657",https://www.google.com/maps/search/?api=1&query=Luxurious%20%26%20Cozy%202BR%20Gateway%20Pasteur%20Apartment%20near%20Exit%20Toll%20By%20Travelio%20-6.8903%2C107.5657,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-1167,LODGE-00240,Luxury Living At The Edge - Studio,apartment,-6.8974,107.5372,,,missing_review_confidence,missing_rating_or_review,0.7,False,0,True,check_name_match_first,"Luxury Living At The Edge - Studio -6.8974,107.5372",https://www.google.com/maps/search/?api=1&query=Luxury%20Living%20At%20The%20Edge%20-%20Studio%20-6.8974%2C107.5372,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0373,LODGE-01149,Marbella 2BR Apt w/ Pool & Wi-Fi,apartment,-6.8702,107.6328,5,1,low_review_confidence,low_review_confidence,0.95,False,0,True,check_name_match_first,"Marbella 2BR Apt w/ Pool & Wi-Fi -6.8702,107.6328",https://www.google.com/maps/search/?api=1&query=Marbella%202BR%20Apt%20w/%20Pool%20%26%20Wi-Fi%20-6.8702%2C107.6328,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-1175,LODGE-01377,Mekarwangi Square by Eazystay - Two-Room Apartment,apartment,-6.9542,107.5931,,,missing_review_confidence,missing_rating_or_review,0.85,False,0,True,check_name_match_first,"Mekarwangi Square by Eazystay - Two-Room Apartment -6.9542,107.5931",https://www.google.com/maps/search/?api=1&query=Mekarwangi%20Square%20by%20Eazystay%20-%20Two-Room%20Apartment%20-6.9542%2C107.5931,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0562,LODGE-01150,Minimalist 2BR Sudirman Suites Apartment,apartment,-6.9177,107.5813,4,6,low_review_confidence,low_review_confidence,0.95,False,0,True,check_name_match_first,"Minimalist 2BR Sudirman Suites Apartment -6.9177,107.5813",https://www.google.com/maps/search/?api=1&query=Minimalist%202BR%20Sudirman%20Suites%20Apartment%20-6.9177%2C107.5813,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0374,LODGE-01379,Minimalist 3BR Gateway Ahmad Yani Cicadas Apartment By Travelio,apartment,-6.9076,107.6447,3.6,1,low_review_confidence,low_review_confidence,0.85,False,0,True,check_name_match_first,"Minimalist 3BR Gateway Ahmad Yani Cicadas Apartment By Travelio -6.9076,107.6447",https://www.google.com/maps/search/?api=1&query=Minimalist%203BR%20Gateway%20Ahmad%20Yani%20Cicadas%20Apartment%20By%20Travelio%20-6.9076%2C107.6447,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0545,LODGE-01286,Modern 2BR Apartment at Newton Residence Bandung By Travelio,apartment,-6.9502,107.6358,3.475,5,low_review_confidence,low_review_confidence,0.9,False,0,True,check_name_match_first,"Modern 2BR Apartment at Newton Residence Bandung By Travelio -6.9502,107.6358",https://www.google.com/maps/search/?api=1&query=Modern%202BR%20Apartment%20at%20Newton%20Residence%20Bandung%20By%20Travelio%20-6.9502%2C107.6358,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-1180,LODGE-01464,Modern Designed 2BR at Suites @Metro Apartment By Travelio,apartment,-6.9379,107.6592,,,missing_review_confidence,missing_rating_or_review,0.8,False,0,True,check_name_match_first,"Modern Designed 2BR at Suites @Metro Apartment By Travelio -6.9379,107.6592",https://www.google.com/maps/search/?api=1&query=Modern%20Designed%202BR%20at%20Suites%20%40Metro%20Apartment%20By%20Travelio%20-6.9379%2C107.6592,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-1181,LODGE-00204,Modern Heights 2Br At The Edge Bandung Apartment,apartment,-6.8966,107.5369,,,missing_review_confidence,missing_rating_or_review,0.75,False,0,True,check_name_match_first,"Modern Heights 2Br At The Edge Bandung Apartment -6.8966,107.5369",https://www.google.com/maps/search/?api=1&query=Modern%20Heights%202Br%20At%20The%20Edge%20Bandung%20Apartment%20-6.8966%2C107.5369,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0575,LODGE-01287,Modern Look 3Br At Apartment Braga City Walk,apartment,-6.9179,107.6094,2.4286,7,low_review_confidence,low_review_confidence,0.9,False,0,True,check_name_match_first,"Modern Look 3Br At Apartment Braga City Walk -6.9179,107.6094",https://www.google.com/maps/search/?api=1&query=Modern%20Look%203Br%20At%20Apartment%20Braga%20City%20Walk%20-6.9179%2C107.6094,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0607,LODGE-01288,Modern and Comfy Studio Room at Grand Asia Afrika Apartment By Travelio - Studio Apartment,apartment,-6.9238,107.6184,4.45,8,low_review_confidence,low_review_confidence,0.9,False,0,True,check_name_match_first,"Modern and Comfy Studio Room at Grand Asia Afrika Apartment By Travelio - Studio Apartment -6.9238,107.6184",https://www.google.com/maps/search/?api=1&query=Modern%20and%20Comfy%20Studio%20Room%20at%20Grand%20Asia%20Afrika%20Apartment%20By%20Travelio%20-%20Studio%20Apartment%20-6.9238%2C107.6184,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-1185,LODGE-00310,Mountain View at The Edge - Two-Bedroom Apartment,apartment,-6.8974,107.5371,,,missing_review_confidence,missing_rating_or_review,0.65,False,0,True,check_name_match_first,"Mountain View at The Edge - Two-Bedroom Apartment -6.8974,107.5371",https://www.google.com/maps/search/?api=1&query=Mountain%20View%20at%20The%20Edge%20-%20Two-Bedroom%20Apartment%20-6.8974%2C107.5371,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
PHREV-20260605-0847,LODGE-01382,Newly Renovated 3BR with Smart TV Braga City Walk Apartment By Travelio,apartment,-6.917,107.608,3.4294,109,medium_review_confidence,medium_review_confidence,0.85,False,0,True,check_name_match_first,"Newly Renovated 3BR with Smart TV Braga City Walk Apartment By Travelio -6.917,107.608",https://www.google.com/maps/search/?api=1&query=Newly%20Renovated%203BR%20with%20Smart%20TV%20Braga%20City%20Walk%20Apartment%20By%20Travelio%20-6.917%2C107.608,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,hold_unit_or_bedroom_listing,Nama terlihat seperti unit apartment/studio/BR/bedroom.,tahan_dulu_jangan_scrape_massal,held_child,"Nama sudah terlihat sebagai kamar/unit/detail listing, jadi ditahan dari scraping massal.",,,excluded,held_child_detail,Nama terlihat sebagai kamar/unit/detail listing.,,,,,,,,,,,,,,,,,,,,
