penginapan_id,name,normalized_name,property_token,property_type,raw_type,is_room_level_listing,is_apartment_listing,is_villa_listing,is_budget_chain_listing,latitude,longitude,region_bucket,region_validation_label,region_validation_reason,distance_from_bandung_center_km,overall_rating,reviews,location_rating,price_lowest,price_before_taxes_fees,price_display,check_in_time,check_out_time,amenities,nearby_place_names,primary_image_url,image_count,link,rating_sentiment_score,adjusted_rating_sentiment_score,rating_sentiment_label,adjusted_rating_sentiment_label,review_confidence_label,rating_sentiment_source,data_quality_score,data_quality_label,dedupe_key,dedupe_group_size,dedupe_source_files,dedupe_source_queries,dedupe_raw_master_ids,source_system,generated_at,is_parent_master,final_child_count,has_final_child_listing,excluded_child_listing_count,name_looks_detail_listing,parent_penginapan_id,hotel_review_count_analyzed,hotel_sentiment_score,hotel_sentiment_confidence_mean,positive_review_count,neutral_review_count,negative_review_count,review_target_count,hotel_adjusted_sentiment_score,hotel_sentiment_label,hotel_adjusted_sentiment_label,hotel_review_confidence,hotel_review_confidence_label,hotel_sentiment_model_source,hotel_sentiment_model_version,hotel_sentiment_prior_score,hotel_sentiment_review_count_p95,hotel_sentiment_available,amenities_text_available,has_wifi,has_parking,has_ac,has_pool,has_kitchen,has_breakfast,has_laundry,kid_friendly,pet_friendly,wheelchair_accessible,smoke_free,has_gym,has_hot_tub,has_balcony_or_terrace,has_elevator,has_airport_shuttle,has_cable_tv,has_iron,has_heater_or_fireplace,amenity_boolean_count,amenity_boolean_source,price_available,price_bucket_global,price_bucket_by_type,price_bucket_by_type_q33,price_bucket_by_type_q66,price_confidence,price_is_estimated,price_bucket_method,bedroom_count_estimated,capacity_min_estimated,capacity_max_estimated,capacity_confidence,capacity_estimation_reason,capacity_is_estimated,capacity_source,attention_score,attention_level,attention_reasons,recommended_data_action,property_type_hint,property_type_hint_reason,refined_detail_listing_group,refined_detail_listing_action,refined_detail_listing_priority,refined_price_status,refined_price_action,refined_price_note,refined_low_quality_status,refined_low_quality_action,refined_low_quality_note,refined_overall_data_action,listing_policy_status,listing_policy_action,listing_policy_reason,primary_ranking_allowed,secondary_ranking_allowed,manual_validation_needed,manual_validation_topic,validator_priority,validator_question,allowed_manual_decisions,suggested_default_decision,same_name_count_in_dataset,manual_decision,manual_note,property_type_final,ranking_tier_after_p1,primary_ranking_allowed_after_p1,secondary_ranking_allowed_after_p1,drop_from_dataset_after_p1,manual_validation_needed_after_p1,manual_validation_topic_after_p1,p1_validation_applied,ranking_tier_after_p2,primary_ranking_allowed_after_p2,secondary_ranking_allowed_after_p2,drop_from_dataset_after_p2,manual_validation_needed_after_p2,manual_validation_topic_after_p2,p2_validation_applied,p2_decision,p2_note,property_type_final_after_p3,ranking_tier_after_p3,primary_ranking_allowed_after_p3,secondary_ranking_allowed_after_p3,drop_from_dataset_after_p3,manual_validation_needed_after_p3,manual_validation_topic_after_p3,p3_validation_applied,p3_decision,p3_note,candidate_parent_name,same_name_count_p3
LODGE-01551,Rhapsodic Stay Bed and Breakfast Bandung,rhapsodic stay bed and breakfast bandung,ChoIudSv3YOipa7EARoNL2cvMTFjbWhkbDV2NxAB,hotel,hotel,False,False,False,False,-6.8966,107.6213,kota_bandung,bandung_raya_valid,rough_coordinate_bucket,2.332,4.3,65.0,4.8,,,,14.0,12.0,Breakfast; Free Wi-Fi; Free parking; Air conditioning,Kebun Binatang Bandung; Jalan Puter; Bandar Udara Internasional Jawa Barat Kertajati; Bijan Restoran Nusantara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLmQuGpMSmJfP0hX2OPfdOqsqGoXctn89QEdSyvzVePOoHk8uYdWL7Z25yq5m3mwebMTWddS3_ocnwkwjNtiDK9NiWk4QB5j-I12W6xOPMez_Usm4rdtDHhvstGvORztns3WHJ=s10000,9,,0.65,0.6751,Sangat Positif,Sangat Positif,medium_review_confidence,overall_rating_fallback,0.75,high,token::ChoIudSv3YOipa7EARoNL2cvMTFjbWhkbDV2NxAB,3,dataset_google-hotels-search-scraper_2026-06-01_14-48-44-263.json,Kota Bandung,HRAW-00351; HRAW-00427; HRAW-00467,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,LODGE-01551,17,0.7812356420634781,0.9313957749699432,15.0,1.0,1.0,1.0,0.6381192490648179,Positif,Positif,0.7665834371229969,high_review_confidence,tfidf_svm_penginapan,model_sentimen_muterbandung_2026-06-10_DRIVE_FULL_REVIEW,0.5894596754452734,42.39999999999986,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4,amenities_text_rule_v1,False,unknown,unknown,203790.32,344226.44,missing_price,False,missing_price,,1,2,low_capacity_confidence,hotel_default_per_room,True,name_and_property_type_rule_v1,3,low,missing_price|missing_source_link,no_action_or_low_priority,,,,,,,,,,,,,primary_candidate,allow_primary_ranking,data tidak terkena kebijakan hold/secondary,True,True,False,,,,,,1,,,hotel,primary_candidate,True,True,False,False,,False,primary_candidate,True,True,False,False,,False,,,hotel,primary_candidate,True,True,False,False,,False,,,,1
LODGE-01552,Spacious 2BR Apartment Buah Batu Park near Exit Tol,spacious 2br apartment buah batu park exit tol,ChoQlPeLiv7dsfK_ARoNL2cvMTF2eGhreTFoNBAC,apartment,vacation rental,False,True,False,False,-6.9672,107.6343,kota_bandung,bandung_raya_valid,rough_coordinate_bucket,5.779,,,2.9,426516.0,384796.0,Rp 426.516,14.0,12.0,Ber-AC; Elevator; Dapur; Bebas asap rokok; Parkir berbayar; Wi-Fi gratis,Puskesmas Bojongsoang; Bandar Udara Internasional Jawa Barat Kertajati; Bijan Restoran Nusantara,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/images.trvl-media.com/lodging/71000000/70030000/70027000/70027000/94f8bc83.jpg?impolicy=ccrop&w=1000&h=666&q=medium&w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,9,,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,unavailable,0.75,high,token::ChoQlPeLiv7dsfK_ARoNL2cvMTF2eGhreTFoNBAC,1,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,Kabupaten Bandung,HRAW-00794,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,True,,0,,,,,,,,Belum tersedia,Belum tersedia,,missing_review_confidence,unavailable,,,,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,6,amenities_text_rule_v1,True,standard_200k_500k,mid_range_by_type,352697.0,506700.16,high_price_confidence,True,global_idr_threshold_v1_and_property_type_quantile_v1,2.0,3,4,high_capacity_confidence,bedroom_count_name_pattern,True,name_and_property_type_rule_v1,8,high,missing_rating_or_reviews|missing_any_sentiment|missing_source_link|looks_like_detail_or_unit_listing,review_parent_child_or_mark_secondary,,,apartment_unit_detail,secondary_option_not_primary_parent,high_attention,,,,,,,hold_or_secondary_detail_listing,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,2,,,apartment,secondary_apartment_unit,False,True,False,False,,False,secondary_apartment_unit,False,True,False,False,,False,,,apartment,secondary_apartment_unit,False,True,False,False,,False,,,,1
LODGE-01553,Spacious 3Br At Gateway Ahmad Yani Cicadas Apartment,spacious 3br gateway ahmad yani cicadas apartment,ChkQg-uv6NmEwZ9oGg0vZy8xMXR4cW5oMGN0EAI,apartment,vacation rental,False,True,False,False,-6.9066,107.6419,kota_bandung,bandung_raya_valid,rough_coordinate_bucket,2.789,3.15,8.0,3.5,,,,14.0,12.0,Kolam renang luar; Bebas asap rokok,Pasar Cicadas; Bandar Udara Internasional Jawa Barat Kertajati; RM Asli Laksana Ahmad Yani,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZvpuovQhw0W48cwijcaVN5gzGg2HuRpH_4xD8JdD5hLD4MjZXz7z3WgjyfjF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sGqAEVmr2qjQMPI095Pdv3pEtFPIxOxxOPC-YWoFEg4zZvzZQ3nG9m-EOZqmY2WQNL_hO30Ezy-irq5tXa0q_98O59snRYlhysP1Xuq-abAZjFD1jESC1fPU9eZE9Rgh64AZ_KQd1YCKXXmiORGl4JCvzziEMHOog,9,,0.075,0.6205,Netral,Sangat Positif,low_review_confidence,overall_rating_fallback,0.75,high,token::ChkQg-uv6NmEwZ9oGg0vZy8xMXR4cW5oMGN0EAI,1,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,Kabupaten Bandung,HRAW-01006,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,True,,0,,,,,,,,Belum tersedia,Belum tersedia,,missing_review_confidence,unavailable,,,,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,amenities_text_rule_v1,False,unknown,unknown,352697.0,506700.16,missing_price,False,missing_price,3.0,5,6,high_capacity_confidence,bedroom_count_name_pattern,True,name_and_property_type_rule_v1,6,medium,missing_price|missing_source_link|looks_like_detail_or_unit_listing,review_parent_child_or_mark_secondary,,,apartment_unit_detail,secondary_option_not_primary_parent,high_attention,,,,,,,hold_or_secondary_detail_listing,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,1,,,apartment,secondary_apartment_unit,False,True,False,False,,False,secondary_apartment_unit,False,True,False,False,,False,,,apartment,secondary_apartment_unit,False,True,False,False,,False,,,,1
LODGE-01554,Spacious Studio Gateway Ahmad Yani By Travelio,spacious gateway ahmad yani travelio,ChoQtaOno4qhh5L2ARoNL2cvMTF4Nmx5NTFubhAC,apartment,vacation rental,False,True,False,False,-6.9069,107.6451,kota_bandung,bandung_raya_valid,rough_coordinate_bucket,3.099,,,3.5,460384.0,315376.0,Rp 460.384,14.0,12.0,Ber-AC; Elevator; Gym; Dapur; Kolam renang luar; Kompor; Boleh bawa hewan peliharaan; Bebas asap rokok; TV Kabel; Parkir berbayar; Wi-Fi gratis,Apartemen Cicadas 2; Bandar Udara Internasional Jawa Barat Kertajati; Restoran 499,https://pix8.agoda.net/hotelImages/30308141/0/d765f2a0f207f67264bad573aad19cc3.jpeg?ce=0,9,,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,unavailable,0.75,high,token::ChoQtaOno4qhh5L2ARoNL2cvMTF4Nmx5NTFubhAC,1,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,Kabupaten Bandung,HRAW-00973,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,,0,,,,,,,,Belum tersedia,Belum tersedia,,missing_review_confidence,unavailable,,,,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,10,amenities_text_rule_v1,True,standard_200k_500k,mid_range_by_type,352697.0,506700.16,high_price_confidence,True,global_idr_threshold_v1_and_property_type_quantile_v1,0.0,1,2,medium_capacity_confidence,studio_name_pattern,True,name_and_property_type_rule_v1,8,high,missing_rating_or_reviews|missing_any_sentiment|missing_source_link|looks_like_detail_or_unit_listing,review_parent_child_or_mark_secondary,,,apartment_unit_detail,secondary_option_not_primary_parent,high_attention,,,,,,,hold_or_secondary_detail_listing,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,1,,,apartment,secondary_apartment_unit,False,True,False,False,,False,secondary_apartment_unit,False,True,False,False,,False,,,apartment,secondary_apartment_unit,False,True,False,False,,False,,,,1
LODGE-01555,Spacious and Stylish 1BR Gateway Ahmad Yani Cicadas Apartment By Travelio - One-Bedroom Apartment,spacious and stylish 1br gateway ahmad yani cicadas apartment travelio apartment,ChoQtpXmorqRtvC-ARoNL2cvMTF6MjFqNndkMRAC,apartment,vacation rental,False,True,False,False,-6.907,107.645,kota_bandung,bandung_raya_valid,rough_coordinate_bucket,3.084,,,3.5,374211.0,337625.0,Rp 374.211,14.0,12.0,Ber-AC; Jemputan bandara; Cocok untuk anak; Ranjang bayi; Elevator; Gym; Dapur; Kolam renang luar; Kompor; Bebas asap rokok; TV Kabel; Mesin cuci; Dapat diakses pengguna kursi roda; Parkir gratis; Wi-Fi gratis,Apartemen Cicadas 2; Bandar Udara Internasional Jawa Barat Kertajati; Restoran 499,https://static.cupid.travel/hotels/603768472.jpg,9,,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,unavailable,0.75,high,token::ChoQtpXmorqRtvC-ARoNL2cvMTF6MjFqNndkMRAC,1,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,Kabupaten Bandung,HRAW-00936,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,True,,0,,,,,,,,Belum tersedia,Belum tersedia,,missing_review_confidence,unavailable,,,,False,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,True,True,True,False,False,13,amenities_text_rule_v1,True,standard_200k_500k,mid_range_by_type,352697.0,506700.16,high_price_confidence,True,global_idr_threshold_v1_and_property_type_quantile_v1,1.0,1,2,high_capacity_confidence,bedroom_count_name_pattern,True,name_and_property_type_rule_v1,8,high,missing_rating_or_reviews|missing_any_sentiment|missing_source_link|looks_like_detail_or_unit_listing,review_parent_child_or_mark_secondary,,,apartment_unit_detail,secondary_option_not_primary_parent,high_attention,,,,,,,hold_or_secondary_detail_listing,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,1,,,apartment,secondary_apartment_unit,False,True,False,False,,False,secondary_apartment_unit,False,True,False,False,,False,,,apartment,secondary_apartment_unit,False,True,False,False,,False,,,,1
LODGE-01556,Teratai,teratai,ChkI49T8s6TVhbkDGg0vZy8xMWoxbTExdzAwEAE,hotel,hotel,False,False,False,False,-6.8879,107.582,kota_bandung,bandung_raya_valid,rough_coordinate_bucket,5.254,4.1,95.0,4.3,,,,14.0,12.0,Free Wi-Fi; Free parking; Air conditioning; Smoke-free property,Surya Sumantri Maranatha 2; Bandar Udara Internasional Jawa Barat Kertajati; Restoran The Volcano,https://cdn.worldota.net/t/1024x768/content/9b/70/9b702dabe7c789ee1956b54b3937c8d90bbb2a8f.JPEG,9,,0.55,0.6044,Positif,Sangat Positif,medium_review_confidence,overall_rating_fallback,0.75,high,token::ChkI49T8s6TVhbkDGg0vZy8xMWoxbTExdzAwEAE,1,dataset_google-hotels-search-scraper_2026-06-01_14-48-44-263.json,Kota Bandung,HRAW-00592,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,,0,,,,,,,,Belum tersedia,Belum tersedia,,missing_review_confidence,unavailable,,,,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4,amenities_text_rule_v1,False,unknown,unknown,203790.32,344226.44,missing_price,False,missing_price,,1,2,low_capacity_confidence,hotel_default_per_room,True,name_and_property_type_rule_v1,3,low,missing_price|missing_source_link,no_action_or_low_priority,,,,,,,,,,,,,primary_candidate,allow_primary_ranking,data tidak terkena kebijakan hold/secondary,True,True,False,,,,,,1,,,hotel,primary_candidate,True,True,False,False,,False,primary_candidate,True,True,False,False,,False,,,hotel,primary_candidate,True,True,False,False,,False,,,,1
LODGE-01557,The Suite Metro Apartment by King Official - Two-Bedroom Apartment,the suite metro apartment official apartment,ChoQ-9bez6L5pK_LARoNL2cvMTF4a3h5c2ZiNRAC,apartment,vacation rental,False,True,False,False,-6.9392,107.6591,kota_bandung,bandung_raya_valid,rough_coordinate_bucket,5.031,,,3.7,210584.0,210584.0,Rp 210.584,14.0,12.0,Ber-AC; Ranjang bayi; Elevator; Dapur; Kolam renang luar; Bebas asap rokok; TV Kabel; Dapat diakses pengguna kursi roda; Parkir gratis; Wi-Fi gratis,Seberang Metro Indah Mall Pintu; Bandar Udara Internasional Jawa Barat Kertajati; Rumah Makan Curug Sampireun,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/images.trvl-media.com/lodging/109000000/108500000/108499900/108499891/778f6250.jpg?impolicy=ccrop&w=1000&h=666&q=medium&w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,9,,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,unavailable,0.75,high,token::ChoQ-9bez6L5pK_LARoNL2cvMTF4a3h5c2ZiNRAC,2,dataset_google-hotels-search-scraper_2026-06-01_14-48-44-263.json; dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,Kabupaten Bandung; Kota Bandung,HRAW-00019; HRAW-00621,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,True,,0,,,,,,,,Belum tersedia,Belum tersedia,,missing_review_confidence,unavailable,,,,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,9,amenities_text_rule_v1,True,standard_200k_500k,budget_by_type,352697.0,506700.16,high_price_confidence,True,global_idr_threshold_v1_and_property_type_quantile_v1,2.0,3,4,high_capacity_confidence,bedroom_count_name_pattern,True,name_and_property_type_rule_v1,8,high,missing_rating_or_reviews|missing_any_sentiment|missing_source_link|looks_like_detail_or_unit_listing,review_parent_child_or_mark_secondary,,,apartment_unit_detail,secondary_option_not_primary_parent,high_attention,,,,,,,hold_or_secondary_detail_listing,secondary_apartment_unit,secondary_only,"unit apartemen boleh disimpan, tapi bukan kandidat utama",False,True,False,,,,,,1,,,apartment,secondary_apartment_unit,False,True,False,False,,False,secondary_apartment_unit,False,True,False,False,,False,,,apartment,secondary_apartment_unit,False,True,False,False,,False,,,,1
LODGE-01558,Wisma Dharma Bakti,wisma dharma bakti,ChoI05KtmrzXv8OgARoNL2cvMTFja3I2Y2h3MxAB,hotel,hotel,False,False,False,False,-6.9153,107.6172,kota_bandung,bandung_raya_valid,rough_coordinate_bucket,0.321,4.4,428.0,4.7,,,,12.0,12.0,Wi-Fi; Free parking; Kid-friendly,Gedung Sate; Simpang Jawa - Sunda; Bandar Udara Internasional Jawa Barat Kertajati; Bijan Restoran Nusantara,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGKvuAeNJKsrEH6MTCJFM9nOov6mnidMfC94Z1nrfi1XglWNnN9x3dg0-wvxgzgbznGvqoGCHtPM_Tl0ngPiIR0A5wDh_tiakGPy3U_aeP3UBeOwQGO4X5JCNR80AAwytQVSSc7sw=s10000,9,,0.7,0.7008,Sangat Positif,Sangat Positif,high_review_confidence,overall_rating_fallback,0.75,high,token::ChoI05KtmrzXv8OgARoNL2cvMTFja3I2Y2h3MxAB,2,dataset_google-hotels-search-scraper_2026-06-01_14-48-44-263.json,Kota Bandung,HRAW-00458; HRAW-00609,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,LODGE-01558,12,0.8738343922686193,0.9159658268386616,12.0,0.0,0.0,1.0,0.6444999432175338,Positif,Positif,0.6802750162216068,medium_review_confidence,tfidf_svm_penginapan,model_sentimen_muterbandung_2026-06-10_DRIVE_FULL_REVIEW,0.5894596754452734,42.39999999999986,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,amenities_text_rule_v1,False,unknown,unknown,203790.32,344226.44,missing_price,False,missing_price,,1,2,low_capacity_confidence,hotel_default_per_room,True,name_and_property_type_rule_v1,3,low,missing_price|missing_source_link,no_action_or_low_priority,,,,,,,,,,,,,primary_candidate,allow_primary_ranking,data tidak terkena kebijakan hold/secondary,True,True,False,,,,,,1,,,hotel,primary_candidate,True,True,False,False,,False,primary_candidate,True,True,False,False,,False,,,hotel,primary_candidate,True,True,False,False,,False,,,,1
LODGE-01559,Airy Asia Afrika Pangarang 24 Bandung,airy asia afrika pangarang 24 bandung,ChoI0L3ns6b12feoARoNL2cvMTFkeW1iOTVtZxAB,hotel,hotel,False,False,False,False,-6.9242,107.61,kota_bandung,bandung_raya_valid,rough_coordinate_bucket,1.255,4.4,59.0,4.9,,,,,12.0,Breakfast; Free Wi-Fi; Free parking; Air conditioning; Restaurant; Room service; Airport shuttle; Accessible; Kid-friendly; Smoke-free property,Museum Konferensi Asia Afrika; Alfamart Lengkong Besar Baru; Bandar Udara Internasional Jawa Barat Kertajati; Kedai Boboko,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGskfDGom-bg6dr1qWHfknAsoCW7P3QFiR_-lgIX9HGZEqwPAOVfhxCxeVzIJwW4mdjrTxw_il7FMMslbUEt6A7Q-JjFx9N2Y4NGTIqduc3vNW5S-_caEASrCZRT0GMxAN62gpL=s10000,9,,0.7,0.7036,Sangat Positif,Sangat Positif,medium_review_confidence,overall_rating_fallback,0.7,medium,token::ChoI0L3ns6b12feoARoNL2cvMTFkeW1iOTVtZxAB,2,dataset_google-hotels-search-scraper_2026-06-01_14-48-44-263.json,Kota Bandung,HRAW-00355; HRAW-00522,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,LODGE-01559,14,0.9225240079552036,0.945092341875166,14.0,0.0,0.0,1.0,0.6623174981818206,Positif,Positif,0.7182281744178088,medium_review_confidence,tfidf_svm_penginapan,model_sentimen_muterbandung_2026-06-10_DRIVE_FULL_REVIEW,0.5894596754452734,42.39999999999986,True,True,True,True,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,8,amenities_text_rule_v1,False,unknown,unknown,203790.32,344226.44,missing_price,False,missing_price,,1,2,low_capacity_confidence,hotel_default_per_room,True,name_and_property_type_rule_v1,3,low,missing_price|missing_source_link,no_action_or_low_priority,,,,,,,,,,,,,primary_candidate,allow_primary_ranking,data tidak terkena kebijakan hold/secondary,True,True,False,,,,,,1,,,hotel,primary_candidate,True,True,False,False,,False,primary_candidate,True,True,False,False,,False,,,hotel,primary_candidate,True,True,False,False,,False,,,,1
LODGE-01560,Airy Cicendo Pasirkaliki 53 Bandung,airy cicendo pasirkaliki 53 bandung,ChkIndmCqZLtntgRGg0vZy8xMWc2d3Y5NDV3EAE,hotel,hotel,False,False,False,False,-6.9111,107.5976,kota_bandung,bandung_raya_valid,rough_coordinate_bucket,2.479,4.1,17.0,4.8,,,,,,Kid-friendly,Gedung Sate; SMAN 6 Bandung; Bandar Udara Internasional Jawa Barat Kertajati; Purnawarman Restaurant,https://cdn.worldota.net/t/1024x768/carsolize/1e/02/1e026b2d1e7a33d52e07e37f8974c91a40c2a30b.jpeg,9,,0.55,0.6678,Positif,Sangat Positif,low_review_confidence,overall_rating_fallback,0.7,medium,token::ChkIndmCqZLtntgRGg0vZy8xMWc2d3Y5NDV3EAE,2,dataset_google-hotels-search-scraper_2026-06-01_14-48-44-263.json,Kota Bandung,HRAW-00396; HRAW-00558,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,LODGE-01560,8,0.9650410304072242,0.9696301454903368,8.0,0.0,0.0,1.0,0.6412640002676114,Positif,Positif,0.582747172236255,medium_review_confidence,tfidf_svm_penginapan,model_sentimen_muterbandung_2026-06-10_DRIVE_FULL_REVIEW,0.5894596754452734,42.39999999999986,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,amenities_text_rule_v1,False,unknown,unknown,203790.32,344226.44,missing_price,False,missing_price,,1,2,low_capacity_confidence,hotel_default_per_room,True,name_and_property_type_rule_v1,3,low,missing_price|missing_source_link,no_action_or_low_priority,,,,,,,,,,,,,primary_candidate,allow_primary_ranking,data tidak terkena kebijakan hold/secondary,True,True,False,,,,,,1,,,hotel,primary_candidate,True,True,False,False,,False,primary_candidate,True,True,False,False,,False,,,hotel,primary_candidate,True,True,False,False,,False,,,,1
LODGE-01561,Airy Malabar Gatot Subroto 62 Bandung,airy malabar gatot subroto 62 bandung,ChkI-Pvwqezcj4EMGg0vZy8xMWM1czhxcXprEAE,hotel,hotel,False,False,False,False,-6.9241,107.6249,kota_bandung,bandung_raya_valid,rough_coordinate_bucket,0.975,3.7,25.0,4.1,,,,,,Kid-friendly,"Gedung Sate; Bandar Udara Internasional Jawa Barat Kertajati; Sedap Makmur, Windu",https://cdn.worldota.net/t/1024x768/content/45/69/4569d510002dab55a8fd38eb555147e6b2a1565e.jpeg,8,,0.35,0.5885,Positif,Positif,low_review_confidence,overall_rating_fallback,0.7,medium,token::ChkI-Pvwqezcj4EMGg0vZy8xMWM1czhxcXprEAE,1,dataset_google-hotels-search-scraper_2026-06-01_14-48-44-263.json,Kota Bandung,HRAW-00545,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,LODGE-01561,22,0.4451439791139245,0.9107974581864136,16.0,0.0,6.0,1.0,0.5453632126773613,Positif,Positif,0.8315947339852858,high_review_confidence,tfidf_svm_penginapan,model_sentimen_muterbandung_2026-06-10_DRIVE_FULL_REVIEW,0.5894596754452734,42.39999999999986,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,amenities_text_rule_v1,False,unknown,unknown,203790.32,344226.44,missing_price,False,missing_price,,1,2,low_capacity_confidence,hotel_default_per_room,True,name_and_property_type_rule_v1,3,low,missing_price|missing_source_link,no_action_or_low_priority,,,,,,,,,,,,,primary_candidate,allow_primary_ranking,data tidak terkena kebijakan hold/secondary,True,True,False,,,,,,1,,,hotel,primary_candidate,True,True,False,False,,False,primary_candidate,True,True,False,False,,False,,,hotel,primary_candidate,True,True,False,False,,False,,,,1
LODGE-01562,Airy Sudirman Ence Aziz 32 Bandung,airy sudirman ence aziz 32 bandung,ChoI_Lqkg_Wcg9W6ARoNL2cvMTFoNWtxdzJfdBAB,hotel,hotel,False,False,False,False,-6.9187,107.5999,kota_bandung,bandung_raya_valid,rough_coordinate_bucket,2.126,3.0,2.0,4.8,,,,,12.0,Free Wi-Fi; Air conditioning; Smoke-free property,SMAN 4 Kota Bandung; Bandar Udara Internasional Jawa Barat Kertajati; DUTI Roti Bakar dan Bubur,https://cdn.worldota.net/t/1024x768/content/f2/05/f205874bcde4c719974d6aaa65d679339104bafb.JPEG,6,,0.0,0.6806,Netral,Sangat Positif,low_review_confidence,overall_rating_fallback,0.7,medium,token::ChoI_Lqkg_Wcg9W6ARoNL2cvMTFoNWtxdzJfdBAB,1,dataset_google-hotels-search-scraper_2026-06-01_14-48-44-263.json,Kota Bandung,HRAW-00589,google_hotels_search_raw_master,2026-06-05T08:01:21.260751Z,True,0,False,54,False,LODGE-01562,1,-0.9119168180779732,0.9262803538855968,0.0,0.0,1.0,1.0,0.5600209206703078,Negatif,Positif,0.183836264886742,low_review_confidence,tfidf_svm_penginapan,model_sentimen_muterbandung_2026-06-10_DRIVE_FULL_REVIEW,0.5894596754452734,42.39999999999986,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,amenities_text_rule_v1,False,unknown,unknown,203790.32,344226.44,missing_price,False,missing_price,,1,2,low_capacity_confidence,hotel_default_per_room,True,name_and_property_type_rule_v1,3,low,missing_price|missing_source_link,no_action_or_low_priority,,,,,,,,,,,,,primary_candidate,allow_primary_ranking,data tidak terkena kebijakan hold/secondary,True,True,False,,,,,,1,,,hotel,primary_candidate,True,True,False,False,,False,primary_candidate,True,True,False,False,,False,,,hotel,primary_candidate,True,True,False,False,,False,,,,1
