hotel_training_id,property_token,duplicate_occurrence_count,source_pages,source_file,source_page_number,search_timestamp,query,gl,hl,currency,check_in_date,check_out_date,adults,children,vacation_rentals_search,search_total_results,search_properties_count,search_pages_processed,raw_type,property_segment,name,latitude,longitude,coordinate_available,link,check_in_time,check_out_time,price_lowest,price_before_taxes_fees,total_price_lowest,total_price_before_taxes_fees,price_source_count,price_sources,overall_rating,reviews,location_rating,rating_sentiment_score,adjusted_rating_sentiment_score,rating_sentiment_label,adjusted_rating_sentiment_label,review_confidence_label,review_count_p95,rating_sentiment_source,rating_sentiment_model_version,rating_sentiment_prior_score,rating_sentiment_shrinkage_strength,amenities,amenities_count,excluded_amenities,excluded_amenities_count,essential_info,essential_info_count,nearby_place_names,nearby_places_count,primary_image_url,image_count,coordinate_available_flag,rating_available,price_available,amenities_available,image_available,source_link_available,checkin_checkout_available,nearby_places_available,data_quality_score,prices_json,nearby_places_json,health_and_safety_json,generated_at
HTRAIN-0212,ChkQpfj0n67yp_VIGg0vZy8xMXo0cjU5cDN0EAI,1,13,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,13,2026-06-01T15:03:06.546054,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,vacation_rental,Scandinavian Asia Afrika,-6.9238,107.6182,True,https://www.booking.com/hotel/id/grand-asia-afrika-residence-bandung12.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-3984322&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-3984322_grp-2_gendate-20260524,13.30,12.00,341136,307022,341136,307022,1,Booking.com,3.75,8,,0.375,0.4578,Positif,Positif,low_review_confidence,131.0,overall_rating_fallback,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Ber-AC; Elevator; Dapur; Kompor; Teras; Boleh bawa hewan peliharaan; TV Kabel; Dapat diakses pengguna kursi roda,8,Tidak ada ranjang bayi; Tidak memiliki gym; Tidak ada penghangat; Tidak ada papan setrika; Tidak ada microwave; Tidak ada alat panggang luar ruangan; Tidak bebas asap rokok; Tidak ada mesin cuci,8,Apartemen lengkap; 2 orang; 1 kamar tidur; 1 kamar mandi; 1 tempat tidur; 22 m²,6,,0,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzJSiI2LOnleeP4Oj5blSxwI7aIjryKGsXCjx7KhB0gdOkFrF4xQ_Dy172Nj5ptFGs7wqIjYp15UkMDaLy4GB8Z7NO5s49k_TUHjhC5Hx_g==.jpg,9,True,True,True,True,True,True,True,False,0.95,"[{""source"":""Booking.com"",""logo"":""https://www.gstatic.com/travel-hotels/branding/61aadbe1-e141-4d2e-a831-b6a18727e130.png"",""num_guests"":2,""rate_per_night"":{""lowest"":""Rp 341.136"",""extracted_lowest"":341136,""before_taxes_fees"":""Rp 307.022"",""extracted_before_taxes_fees"":307022}}]",,,2026-06-02T03:19:26.009893Z
HTRAIN-0213,ChoQ9Jf2qtGk5Nb8ARoNL2cvMTF0Z2dwcHI4dhAC,2,13;26,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,13,2026-06-01T15:03:06.546054,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,apartment,Scandinavian Asia Afrika - Apartment,-6.9238,107.6182,True,https://www.bluepillow.com/search/5b83634d7c00cb1b9cff1a5c?dest=bkng&cat=Apartment&lat=-6.92378&lng=107.61818&language=en,13.30,12.00,374451,374451,374451,374451,1,Bluepillow.com,3.85,7,4.8,0.425,0.4654,Positif,Positif,low_review_confidence,131.0,overall_rating_fallback,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Ber-AC; Ranjang bayi; Elevator; Gym; Dapur; Kolam renang luar; Kompor; Teras; Bebas asap rokok; TV Kabel; Dapat diakses pengguna kursi roda; Parkir gratis,12,Tidak menyediakan jemputan bandara; Tidak ada kolam renang di dalam ruangan; Tidak ada Wi-Fi,3,Apartemen lengkap; 2 orang; 1 kamar tidur; 1 kamar mandi; 1 tempat tidur,5,Karapitan - Lengkong Kecil; Bandar Udara Internasional Jawa Barat Kertajati; Warung Steak Simantan “lengkong kecil”,3,https://static.cupid.travel/hotels/176266015.jpg,9,True,True,True,True,True,True,True,True,1.0,"[{""source"":""Bluepillow.com"",""logo"":""https://www.gstatic.com/travel-hotels/branding/190ff319-d0fd-4c45-bfc8-bad6f5f395f2.png"",""num_guests"":2,""rate_per_night"":{""lowest"":""Rp 374.451"",""extracted_lowest"":374451}}]","[{""name"":""Karapitan - Lengkong Kecil"",""transportations"":[{""type"":""Walking"",""duration"":""1 mnt""}]},{""name"":""Bandar Udara Internasional Jawa Barat Kertajati"",""transportations"":[{""type"":""Taxi"",""duration"":""1 j 36 mnt""},{""type"":""Public transport"",""duration"":""3 j 15 mnt""}]},{""name"":""Warung Steak Simantan “lengkong kecil”"",""transportations"":[{""type"":""Walking"",""duration"":""4 mnt""}]}]",,2026-06-02T03:19:26.009893Z
HTRAIN-0214,ChkQ1KTs8aiKvYt1Gg0vZy8xMWxtX3A0a2pjEAI,1,13,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,13,2026-06-01T15:03:06.546054,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,vacation_rental,Sorte by Kozystay -Dago,-6.8558,107.6476,True,,15.00,11.00,6185939,5698016,6185939,5698016,1,Expedia.dk,4.8342,32,3.5,0.9171,0.6451,Sangat Positif,Sangat Positif,medium_review_confidence,131.0,overall_rating_fallback,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Ber-AC; Bak air panas; Papan setrika; Microwave; Pemanggang luar ruang; Kolam renang luar; Kompor; Parkir gratis; Wi-Fi gratis,9,Tidak menyediakan jemputan bandara; Tidak memiliki akses ke pantai; Tidak ada ranjang bayi; Tidak ada lift; Tidak memiliki perapian; Tidak memiliki gym; Tidak ada penghangat; Tidak ada kolam renang di dalam ruangan; Tidak ada dapur; Tidak ada teras; Tidak boleh membawa hewan; Tidak bebas asap rokok; Tidak ada TV kabel; Tidak ada mesin cuci; Tidak dapat diakses pengguna kursi roda,15,Seluruh vila; 10 orang; 4 kamar tidur; 4 kamar mandi; 7 tempat tidur; 145 m²,6,Bandar Udara Internasional Jawa Barat Kertajati; Lisung Dulang Resto,2,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZrrO3jQEj7HgzNRjTaJRp7iXDj1KUBuCNukjpFqDp_-iDMyQU-brgK3bnfjF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sGo49Qn31qiMVOoIxofR_2o8VcZA3AAhCPReYBoJ8vY2Gq2593GaA4u4Ocfbb2nQda_hO30Az3JWsq7VTLkiv-8O4z7SdYnZAsv9XtuyYfAdwFy1RWDSmfPs-a894Rx9TowVlVl5fURe6blhdvk_2497wQhMpbW0ABurjdoiE2iXgZxes4w,9,True,True,True,True,True,False,True,True,0.9,"[{""source"":""Expedia.dk"",""logo"":""https://www.gstatic.com/travel-hotels/branding/12590129945800583137.png"",""num_guests"":2,""rate_per_night"":{""lowest"":""Rp 6.387.778"",""extracted_lowest"":6387778,""before_taxes_fees"":""Rp 5.875.672"",""extracted_before_taxes_fees"":5875672}}]","[{""name"":""Bandar Udara Internasional Jawa Barat Kertajati"",""transportations"":[{""type"":""Taxi"",""duration"":""2 j 10 mnt""}]},{""name"":""Lisung Dulang Resto"",""transportations"":[{""type"":""Taxi"",""duration"":""10 mnt""}]}]",,2026-06-02T03:19:26.009893Z
HTRAIN-0215,ChoQgJuyud6U7aiZARoNL2cvMTF4OHk3eHE1aBAC,1,13,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,13,2026-06-01T15:03:06.546054,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,apartment,Studio Gateway Pasteur By Kevin Property Topaz B,-6.8903,107.5661,True,https://www.agoda.com/gateway-pasteur-apartment-bandung/hotel/bandung-id.html,14.00,12.00,289976,263614,289976,263614,1,Agoda,,,3.1,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,131.0,unavailable,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Balkon; Elevator; Gym; Dapur; Kolam renang luar; Mesin cuci; Parkir berbayar; Wi-Fi gratis,8,Tidak ada kolam renang di dalam ruangan,1,Apartemen lengkap; 2 orang; 1 kamar tidur; 1 kamar mandi; 1 tempat tidur; 2 m²,6,Apartemen Pasteur; Bandar Udara Internasional Jawa Barat Kertajati; Pincuk Daun Resto,3,https://pix8.agoda.net/hotelImages/5698801/0/e41196e308e492afc14997a1518c2f96.jpg?ce=2,9,True,False,True,True,True,True,True,True,0.85,"[{""source"":""Agoda"",""logo"":""https://www.gstatic.com/travel-hotels/branding/e89db943-92ad-48bd-9bd7-da844fa32f2d.png"",""num_guests"":2,""rate_per_night"":{""lowest"":""Rp 289.976"",""extracted_lowest"":289976,""before_taxes_fees"":""Rp 263.614"",""extracted_before_taxes_fees"":263614},""free_cancellation"":true,""free_cancellation_until_date"":""28 Jun"",""free_cancellation_until_time"":""23.59""}]","[{""name"":""Apartemen Pasteur"",""transportations"":[{""type"":""Walking"",""duration"":""10 mnt""}]},{""name"":""Bandar Udara Internasional Jawa Barat Kertajati"",""transportations"":[{""type"":""Taxi"",""duration"":""1 j 45 mnt""},{""type"":""Public transport"",""duration"":""4 j 25 mnt""}]},{""name"":""Pincuk Daun Resto"",""transportations"":[{""type"":""Walking"",""duration"":""10 mnt""}]}]",,2026-06-02T03:19:26.009893Z
HTRAIN-0216,ChkQ-dzTtfWj488lGg0vZy8xMXluMjQwNTdkEAI,1,13,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,13,2026-06-01T15:03:06.546054,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,villa,Villa 325 By Zuzu - Standard Studio,-6.8243,107.6891,True,,15.00,11.00,690595,628365,690595,628365,1,Vio.com,5,1,2.9,1.0,0.4815,Sangat Positif,Positif,low_review_confidence,131.0,overall_rating_fallback,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Cocok untuk anak; Bak air panas; Kolam renang di dalam ruangan; Dapur; Bebas asap rokok; TV Kabel; Parkir gratis,7,Tidak ber-AC; Tidak menyediakan jemputan bandara; Tidak memiliki akses ke pantai; Tidak ada lift; Tidak memiliki perapian; Tidak memiliki gym; Tidak ada microwave; Tidak ada kolam renang di luar ruangan; Tidak boleh membawa hewan; Tidak dapat diakses pengguna kursi roda; Tidak ada Wi-Fi,11,Rumah lengkap; 6 orang; 2 kamar tidur; 2 kamar mandi; 13 tempat tidur,5,Bandar Udara Internasional Jawa Barat Kertajati; Cibiuk Resto Lembang,2,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/static.cupid.travel/hotels/ex_590c52da_z.jpg?w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,9,True,True,True,True,True,False,True,True,0.9,"[{""source"":""Vio.com"",""logo"":""https://www.gstatic.com/travel-hotels/branding/4215705592604686762.png"",""num_guests"":2,""rate_per_night"":{""lowest"":""Rp 690.595"",""extracted_lowest"":690595,""before_taxes_fees"":""Rp 628.365"",""extracted_before_taxes_fees"":628365}}]","[{""name"":""Bandar Udara Internasional Jawa Barat Kertajati"",""transportations"":[{""type"":""Taxi"",""duration"":""2 j 14 mnt""}]},{""name"":""Cibiuk Resto Lembang""}]",,2026-06-02T03:19:26.009893Z
HTRAIN-0217,ChkQooT64o2ytusCGg0vZy8xMXoyZzR4cHZ5EAI,1,13,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,13,2026-06-01T15:03:06.546054,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,villa,Villa Feridys,-7.0896,107.5548,True,,14.00,11.00,2338714,2126169,2338714,2126169,1,Expedia.dk,,,2.4,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,131.0,unavailable,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Papan setrika; Dapur; Microwave; Kompor; Boleh bawa hewan peliharaan; Dapat diakses pengguna kursi roda; Parkir gratis; Wi-Fi gratis,8,Tidak ada kolam renang di dalam ruangan; Tidak ada kolam renang di luar ruangan,2,Seluruh vila; 5 orang; 3 kamar tidur; 1 kamar mandi; 3 tempat tidur,5,"Bandar Udara Internasional Jawa Barat Kertajati; Saung Alam Tinggar, Cimaung",2,https://images.trvl-media.com/lodging/126000000/125430000/125421800/125421729/e836c51b_z.jpg,9,True,False,True,True,True,False,True,True,0.75,"[{""source"":""Expedia.dk"",""logo"":""https://www.gstatic.com/travel-hotels/branding/12590129945800583137.png"",""num_guests"":2,""rate_per_night"":{""lowest"":""Rp 2.338.714"",""extracted_lowest"":2338714,""before_taxes_fees"":""Rp 2.126.169"",""extracted_before_taxes_fees"":2126169},""free_cancellation"":true,""free_cancellation_until_date"":""1 Jul"",""free_cancellation_until_time"":""18.00""}]","[{""name"":""Bandar Udara Internasional Jawa Barat Kertajati"",""transportations"":[{""type"":""Taxi"",""duration"":""2 j 10 mnt""},{""type"":""Public transport"",""duration"":""16 j 10 mnt""}]},{""name"":""Saung Alam Tinggar, Cimaung"",""transportations"":[{""type"":""Walking"",""duration"":""10 mnt""}]}]",,2026-06-02T03:19:26.009893Z
HTRAIN-0218,ChkQqM714qOfzuYFGg0vZy8xMXc0MnYxcmw3EAI,1,13,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,13,2026-06-01T15:03:06.546054,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,villa,Villa Penginapan Purnama - Standard Double Room,-7.1142,107.446,True,https://www.bluepillow.com/search/5c9b88417c00cb0e8c0fe2fb?dest=bkng&cat=Villa&lat=-7.11418&lng=107.446&language=en,14.00,12.00,180985,180985,180985,180985,1,Bluepillow.com,2,1,2.8,-0.5,0.452,Negatif,Positif,low_review_confidence,131.0,overall_rating_fallback,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Ber-AC; Bebas asap rokok; TV Kabel; Dapat diakses pengguna kursi roda; Parkir gratis; Wi-Fi gratis,6,Tidak menyediakan jemputan bandara,1,Seluruh vila; 2 orang; 1 kamar tidur; 1 kamar mandi; 1 tempat tidur,5,Bandar Udara Internasional Jawa Barat Kertajati; Chiken geprek raos ibu iyan,2,https://static.cupid.travel/hotels/203456293.jpg,9,True,True,True,True,True,True,True,True,1.0,"[{""source"":""Bluepillow.com"",""logo"":""https://www.gstatic.com/travel-hotels/branding/190ff319-d0fd-4c45-bfc8-bad6f5f395f2.png"",""num_guests"":2,""rate_per_night"":{""lowest"":""Rp 180.985"",""extracted_lowest"":180985},""free_cancellation"":true,""free_cancellation_until_date"":""30 Jun"",""free_cancellation_until_time"":""16.59""}]","[{""name"":""Bandar Udara Internasional Jawa Barat Kertajati"",""transportations"":[{""type"":""Taxi"",""duration"":""2 j 5 mnt""}]},{""name"":""Chiken geprek raos ibu iyan"",""transportations"":[{""type"":""Walking"",""duration"":""1 mnt""}]}]",,2026-06-02T03:19:26.009893Z
HTRAIN-0219,ChkQw--tttnpm5IEGg0vZy8xMXo2YmRjcnEzEAI,1,13,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,13,2026-06-01T15:03:06.546054,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,villa,Villa zann kaktus,-7.1278,107.4193,True,https://www.booking.com/hotel/id/villa-zann-kaktus.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-15449007&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-15449007_grp-3_gendate-20260524,13.00,13.00,630000,515454,630000,515454,1,Booking.com,2.5,1,,-0.25,0.4569,Negatif,Positif,low_review_confidence,131.0,overall_rating_fallback,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Dapur; Mesin cuci,2,Tidak ber-AC; Tidak ada ranjang bayi; Tidak ada lift; Tidak memiliki gym; Tidak ada penghangat; Tidak ada papan setrika; Tidak ada microwave; Tidak ada alat panggang luar ruangan; Tidak ada kompor; Tidak ada teras; Tidak boleh membawa hewan; Tidak bebas asap rokok; Tidak ada TV kabel; Tidak dapat diakses pengguna kursi roda,14,Apartemen lengkap; 15 orang; 7 tempat tidur; 50 m²,4,,0,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlYG65CxyC0Dxf49fkX31AuQVQoLFA8RlHm0n4FO4dIR09sw8KHq1J_R5KUjMw0g9ZJVoSGbFn9ILFbvpmxWAADqbJsMp9Je0W4N93nLztt7xCI4bLolcQ==.jpg,9,True,True,True,True,True,True,True,False,0.95,"[{""source"":""Booking.com"",""logo"":""https://www.gstatic.com/travel-hotels/branding/61aadbe1-e141-4d2e-a831-b6a18727e130.png"",""num_guests"":4,""rate_per_night"":{""lowest"":""Rp 630.000"",""extracted_lowest"":630000,""before_taxes_fees"":""Rp 515.454"",""extracted_before_taxes_fees"":515454},""free_cancellation"":true,""free_cancellation_until_date"":""30 Jun"",""free_cancellation_until_time"":""23.59""}]",,,2026-06-02T03:19:26.009893Z
HTRAIN-0220,ChkQ-MOW6O7ShcJYGg0vZy8xMW1zX255bjAxEAI,1,14,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,14,2026-06-01T15:03:06.823024,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,apartment,Comfort Studio Room Mekarwangi Square By Travelio,-6.9551,107.5933,True,https://www.agoda.com/comfort-studio-room-mekarwangi-square-by-travelio/hotel/bandung-id.html,,,530654,530654,530654,530654,1,Agoda,,,3,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,131.0,unavailable,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Elevator; Dapur; Microwave; Kolam renang luar; Parkir berbayar; Wi-Fi gratis,6,Tidak ada kolam renang di dalam ruangan,1,Apartemen lengkap; 2 orang; 1 kamar tidur; 1 kamar mandi; 2 m²,5,Klinik Utama Cibaduyut; Bandar Udara Internasional Jawa Barat Kertajati; Rumah Makan Pa Ahmad,3,https://q-xx.bstatic.com/xdata/images/hotel/max500/652445451.jpg?k=2997b71c0ab6376e50949458968e762d4e1b5baebc28795e974775ee9877add7&o=,9,True,False,True,True,True,True,False,True,0.8,"[{""source"":""Agoda"",""logo"":""https://www.gstatic.com/travel-hotels/branding/e89db943-92ad-48bd-9bd7-da844fa32f2d.png"",""num_guests"":2,""rate_per_night"":{""lowest"":""Rp 530.654"",""extracted_lowest"":530654}}]","[{""name"":""Klinik Utama Cibaduyut"",""transportations"":[{""type"":""Walking"",""duration"":""10 mnt""}]},{""name"":""Bandar Udara Internasional Jawa Barat Kertajati"",""transportations"":[{""type"":""Taxi"",""duration"":""1 j 30 mnt""},{""type"":""Public transport"",""duration"":""5 j 15 mnt""}]},{""name"":""Rumah Makan Pa Ahmad"",""transportations"":[{""type"":""Walking"",""duration"":""10 mnt""}]}]",,2026-06-02T03:19:26.009893Z
HTRAIN-0221,ChoQhqSHyaPprYukARoNL2cvMTF5bHE5cmQ4ORAC,1,14,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,14,2026-06-01T15:03:06.823024,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,apartment,Cottonwood Apartment at Sudirman Suites Bandung 5-pax,-6.9178,107.5813,True,https://www.booking.com/hotel/id/cottonwood-stay-sudirman-suites-bandung-4-pax.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-9049601&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-9049601_grp-1_gendate-20260524,15.00,11.00,983682,885314,983682,885314,1,Booking.com,4.25,22,3.3,0.625,0.5181,Sangat Positif,Positif,low_review_confidence,131.0,overall_rating_fallback,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Ber-AC; Microwave; Kompor; Boleh bawa hewan peliharaan; Bebas asap rokok; TV Kabel; Dapat diakses pengguna kursi roda,7,Tidak ada ranjang bayi; Tidak ada lift; Tidak memiliki gym; Tidak ada penghangat; Tidak ada papan setrika; Tidak ada dapur; Tidak ada alat panggang luar ruangan; Tidak ada teras; Tidak ada mesin cuci,9,Apartemen lengkap; 5 orang; 1 kamar mandi; 3 tempat tidur; 45 m²,5,Simpang Suryani; Bandar Udara Internasional Jawa Barat Kertajati; Rm Megawati Sudirman,3,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzMXHJ9jFN9AwUUOMbwHWc9ah-PpJcjP_CbIZomwigpb8VEBe0pnBhAQwMNdqAlH2hRkTOoNCK7hMvj5GWmS_JB8ttkpmPiepD4F6X4VTAQ==.jpg,9,True,True,True,True,True,True,True,True,1.0,"[{""source"":""Booking.com"",""logo"":""https://www.gstatic.com/travel-hotels/branding/61aadbe1-e141-4d2e-a831-b6a18727e130.png"",""num_guests"":5,""rate_per_night"":{""lowest"":""Rp 983.682"",""extracted_lowest"":983682,""before_taxes_fees"":""Rp 885.314"",""extracted_before_taxes_fees"":885314},""free_cancellation"":true,""free_cancellation_until_date"":""24 Jun"",""free_cancellation_until_time"":""23.59""}]","[{""name"":""Simpang Suryani"",""transportations"":[{""type"":""Walking"",""duration"":""5 mnt""}]},{""name"":""Bandar Udara Internasional Jawa Barat Kertajati"",""transportations"":[{""type"":""Taxi"",""duration"":""1 j 40 mnt""},{""type"":""Public transport"",""duration"":""5 j 20 mnt""}]},{""name"":""Rm Megawati Sudirman"",""transportations"":[{""type"":""Walking"",""duration"":""10 mnt""}]}]",,2026-06-02T03:19:26.009893Z
HTRAIN-0222,ChkQwb2GjsPzhcxoGg0vZy8xMXZ3c3g4c3YxEAI,1,14,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,14,2026-06-01T15:03:06.823024,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,apartment,Cozy And Nice Studio Apartment At Mekarwangi Square Cibaduyut,-6.956,107.5929,True,,14.00,11.00,503369,457722,503369,457722,1,Hotels.com,,,3,,,Tidak Tersedia,Tidak Tersedia,missing_review_confidence,131.0,unavailable,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Ber-AC; Dapur; Kompor; Bebas asap rokok; Wi-Fi gratis,5,Tidak menyediakan jemputan bandara; Tidak memiliki akses ke pantai; Tidak ada lift; Tidak memiliki perapian; Tidak memiliki gym; Tak ada bak air panas; Tidak ada kolam renang di dalam ruangan; Tidak ada microwave; Tidak ada kolam renang di luar ruangan; Tidak boleh membawa hewan; Tidak ada TV kabel; Tidak dapat diakses pengguna kursi roda; Tanpa parkir,13,Apartemen lengkap; 2 orang; 1 kamar tidur; 1 kamar mandi; 1 tempat tidur,5,Klinik Utama Cibaduyut; Bandar Udara Internasional Jawa Barat Kertajati; Rumah Makan Pa Ahmad,3,https://static.cupid.travel/hotels/616318417.jpg,9,True,False,True,True,True,False,True,True,0.75,"[{""source"":""Hotels.com"",""logo"":""https://www.gstatic.com/travel-hotels/branding/16815192664768424423.png"",""num_guests"":2,""rate_per_night"":{""lowest"":""Rp 503.369"",""extracted_lowest"":503369,""before_taxes_fees"":""Rp 457.722"",""extracted_before_taxes_fees"":457722}}]","[{""name"":""Klinik Utama Cibaduyut"",""transportations"":[{""type"":""Walking"",""duration"":""10 mnt""}]},{""name"":""Bandar Udara Internasional Jawa Barat Kertajati"",""transportations"":[{""type"":""Taxi"",""duration"":""1 j 35 mnt""},{""type"":""Public transport"",""duration"":""5 j 20 mnt""}]},{""name"":""Rumah Makan Pa Ahmad"",""transportations"":[{""type"":""Walking"",""duration"":""10 mnt""}]}]",,2026-06-02T03:19:26.009893Z
HTRAIN-0223,ChkQ-taQ8JWF1ZprGg0vZy8xMXo0Y3B2cjRnEAI,1,14,dataset_google-hotels-search-scraper_2026-06-01_15-03-10-905.json,14,2026-06-01T15:03:06.823024,"penginapan in Kabupaten Bandung, Jawa Barat",id,id,IDR,2026-07-02,2026-07-03,2,0,True,4090,511,29,vacation rental,apartment,Daymentroom Apartemen R711 2 BR Pasteur Bandung - Two-Bedroom Apartment,-6.8902,107.5656,True,https://www.freecancellations.com/search/F2cjQQEEHXcHV1BVXlkEEggLDxg0QgER?lat=-6.8902&lng=107.56563&language=en,13.00,12.00,554366,554366,554366,554366,1,freecancellations.com,4.5,3,,0.75,0.4869,Sangat Positif,Positif,low_review_confidence,131.0,overall_rating_fallback,hotel_google_search_rating_sentiment_v1,0.4711,50.0,Ber-AC; Cocok untuk anak; Papan setrika; Dapur; Bebas asap rokok; TV Kabel; Parkir gratis,7,Tidak menyediakan jemputan bandara; Tidak ada Wi-Fi,2,Apartemen lengkap; 5 orang; 1 kamar mandi; 1 tempat tidur,4,,0,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/static.cupid.travel/hotels/428196818.jpg?w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,9,True,True,True,True,True,True,True,False,0.95,"[{""source"":""freecancellations.com"",""logo"":""https://www.gstatic.com/travel-hotels/branding/13148659453950554256.png"",""num_guests"":2,""rate_per_night"":{""lowest"":""Rp 554.366"",""extracted_lowest"":554366}}]",,,2026-06-02T03:19:26.009893Z
