review_target_id,penginapan_id,name,property_type,latitude,longitude,overall_rating,reviews_existing,review_confidence_label,review_scrape_priority,data_quality_score,has_final_child_listing,final_child_count,name_looks_detail_listing,target_review_note,google_maps_search_query,google_maps_search_url,source_dataset,flag_group,flag_reason,suggested_action,split_status,split_reason,manual_decision,manual_note,final_target_status,final_ready_source,final_ready_reason,review_group_for_claude,audit_recommendation,parent_candidate_id,parent_candidate_name,parent_candidate_property_type,parent_candidate_distance_km,parent_candidate_name_ratio,parent_candidate_token_score,parent_candidate_score,decision_group,decision_status,decision_reason,claude_decision,claude_evidence_url,claude_reason,final_decision,final_group,final_reason,final_decision_source,scraped_rows,text_review_rows,unique_review_ids,unique_place_titles,sample_place_title,review_batch_status
PHREV-20260605-0702,LODGE-01235,Cipto Apartment,apartment,-6.9059,107.6006,4.35,23.0,low_review_confidence,low_review_confidence,0.9,False,0.0,False,parent_target,"Cipto Apartment -6.9059,107.6006",https://www.google.com/maps/search/?api=1&query=Cipto%20Apartment%20-6.9059%2C107.6006,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0358,LODGE-00058,Collection O 1453 The Edge Apartment Cimahi By Kamarku,apartment,-6.8986,107.537,4.0,1.0,low_review_confidence,low_review_confidence,0.95,False,0.0,False,parent_target,"Collection O 1453 The Edge Apartment Cimahi By Kamarku -6.8986,107.537",https://www.google.com/maps/search/?api=1&query=Collection%20O%201453%20The%20Edge%20Apartment%20Cimahi%20By%20Kamarku%20-6.8986%2C107.537,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0359,LODGE-01120,Comfort Studio Room at Mekarwangi Square Cibaduyut Apartment By Travelio,apartment,-6.956,107.593,5.0,1.0,low_review_confidence,low_review_confidence,0.95,False,0.0,False,parent_target,"Comfort Studio Room at Mekarwangi Square Cibaduyut Apartment By Travelio -6.956,107.593",https://www.google.com/maps/search/?api=1&query=Comfort%20Studio%20Room%20at%20Mekarwangi%20Square%20Cibaduyut%20Apartment%20By%20Travelio%20-6.956%2C107.593,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0429,LODGE-01238,Compact Studio Tamansari Panoramic Apartment By Travelio,apartment,-6.9374,107.6816,1.1,2.0,low_review_confidence,low_review_confidence,0.9,False,0.0,False,parent_target,"Compact Studio Tamansari Panoramic Apartment By Travelio -6.9374,107.6816",https://www.google.com/maps/search/?api=1&query=Compact%20Studio%20Tamansari%20Panoramic%20Apartment%20By%20Travelio%20-6.9374%2C107.6816,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0362,LODGE-01251,Good Deal Studio Apartment At Green Kosambi Bandung,apartment,-6.9166,107.6241,5.0,1.0,low_review_confidence,low_review_confidence,0.9,False,0.0,False,parent_target,"Good Deal Studio Apartment At Green Kosambi Bandung -6.9166,107.6241",https://www.google.com/maps/search/?api=1&query=Good%20Deal%20Studio%20Apartment%20At%20Green%20Kosambi%20Bandung%20-6.9166%2C107.6241,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0518,LODGE-01278,Juar Room The Suites Apartment,apartment,-6.9383,107.6592,3.6125,4.0,low_review_confidence,low_review_confidence,0.9,False,0.0,False,parent_target,"Juar Room The Suites Apartment -6.9383,107.6592",https://www.google.com/maps/search/?api=1&query=Juar%20Room%20The%20Suites%20Apartment%20-6.9383%2C107.6592,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0375,LODGE-01151,Minimalist Studio Room at Gateway Ahmad Yani Cicadas Apartment By Travelio,apartment,-6.9078,107.6448,1.0,1.0,low_review_confidence,low_review_confidence,0.95,False,0.0,False,parent_target,"Minimalist Studio Room at Gateway Ahmad Yani Cicadas Apartment By Travelio -6.9078,107.6448",https://www.google.com/maps/search/?api=1&query=Minimalist%20Studio%20Room%20at%20Gateway%20Ahmad%20Yani%20Cicadas%20Apartment%20By%20Travelio%20-6.9078%2C107.6448,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0520,LODGE-00444,OYO Life 93097 Apartemen Gateway Pasteur,apartment,-6.8898608,107.5663423,2.0,4.0,low_review_confidence,low_review_confidence,0.44,False,0.0,False,parent_target,"OYO Life 93097 Apartemen Gateway Pasteur -6.8898608,107.5663423",https://www.google.com/maps/search/?api=1&query=OYO%20Life%2093097%20Apartemen%20Gateway%20Pasteur%20-6.8898608%2C107.5663423,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0678,LODGE-00976,Perfect Stay Apartement The Suites Metro Bandung By Sultan Property,apartment,-6.9381,107.6594,2.85,16.0,low_review_confidence,low_review_confidence,1.0,False,0.0,False,parent_target,"Perfect Stay Apartement The Suites Metro Bandung By Sultan Property -6.9381,107.6594",https://www.google.com/maps/search/?api=1&query=Perfect%20Stay%20Apartement%20The%20Suites%20Metro%20Bandung%20By%20Sultan%20Property%20-6.9381%2C107.6594,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0665,LODGE-01389,Platinum 1010 Studio Tera Apartemen Bandung City View,apartment,-6.9164,107.6116,4.25,14.0,low_review_confidence,low_review_confidence,0.85,False,0.0,False,parent_target,"Platinum 1010 Studio Tera Apartemen Bandung City View -6.9164,107.6116",https://www.google.com/maps/search/?api=1&query=Platinum%201010%20Studio%20Tera%20Apartemen%20Bandung%20City%20View%20-6.9164%2C107.6116,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0524,LODGE-01299,Prime and Comfy Studio at Tamansari La Grande Apartment By Travelio,apartment,-6.9093,107.6097,3.7,4.0,low_review_confidence,low_review_confidence,0.9,False,0.0,False,parent_target,"Prime and Comfy Studio at Tamansari La Grande Apartment By Travelio -6.9093,107.6097",https://www.google.com/maps/search/?api=1&query=Prime%20and%20Comfy%20Studio%20at%20Tamansari%20La%20Grande%20Apartment%20By%20Travelio%20-6.9093%2C107.6097,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0464,LODGE-00123,Simply Bright Studio Gateway Pasteur By Travelio,apartment,-6.8894,107.5675,3.0,2.0,low_review_confidence,low_review_confidence,0.85,False,0.0,False,parent_target,"Simply Bright Studio Gateway Pasteur By Travelio -6.8894,107.5675",https://www.google.com/maps/search/?api=1&query=Simply%20Bright%20Studio%20Gateway%20Pasteur%20By%20Travelio%20-6.8894%2C107.5675,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0465,LODGE-01041,Strategic and Comfy Studio at Skyland City Jatinangor Apartment By Travelio,apartment,-6.9327,107.7797,3.5,2.0,low_review_confidence,low_review_confidence,1.0,False,0.0,False,parent_target,"Strategic and Comfy Studio at Skyland City Jatinangor Apartment By Travelio -6.9327,107.7797",https://www.google.com/maps/search/?api=1&query=Strategic%20and%20Comfy%20Studio%20at%20Skyland%20City%20Jatinangor%20Apartment%20By%20Travelio%20-6.9327%2C107.7797,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0645,LODGE-00383,The Edge oleh Orin,apartment,-6.8975,107.5373,4.2,11.0,low_review_confidence,low_review_confidence,0.6,False,0.0,False,parent_target,"The Edge oleh Orin -6.8975,107.5373",https://www.google.com/maps/search/?api=1&query=The%20Edge%20oleh%20Orin%20-6.8975%2C107.5373,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0638,LODGE-01193,The Jarrdin Apartemen Cihampelas A20 by NEMUI ROOM,apartment,-6.9059,107.6049,4.2,10.0,low_review_confidence,low_review_confidence,0.95,False,0.0,False,parent_target,"The Jarrdin Apartemen Cihampelas A20 by NEMUI ROOM -6.9059,107.6049",https://www.google.com/maps/search/?api=1&query=The%20Jarrdin%20Apartemen%20Cihampelas%20A20%20by%20NEMUI%20ROOM%20-6.9059%2C107.6049,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0467,LODGE-01057,The Suites Metro Apartment - King Property,apartment,-6.938,107.6592,3.0,2.0,low_review_confidence,low_review_confidence,1.0,False,0.0,False,parent_target,"The Suites Metro Apartment - King Property -6.938,107.6592",https://www.google.com/maps/search/?api=1&query=The%20Suites%20Metro%20Apartment%20-%20King%20Property%20-6.938%2C107.6592,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0418,LODGE-00433,ALONICA guesthouse,guest_house,-6.8569713,107.5745009,3.0,2.0,low_review_confidence,low_review_confidence,0.44,False,0.0,False,parent_target,"ALONICA guesthouse -6.8569713,107.5745009",https://www.google.com/maps/search/?api=1&query=ALONICA%20guesthouse%20-6.8569713%2C107.5745009,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0703,LODGE-00905,G10 Guest House Near Asia Afrika Bandung,guest_house,-6.9296,107.6152,4.585,23.0,low_review_confidence,low_review_confidence,1.0,False,0.0,False,parent_target,"G10 Guest House Near Asia Afrika Bandung -6.9296,107.6152",https://www.google.com/maps/search/?api=1&query=G10%20Guest%20House%20Near%20Asia%20Afrika%20Bandung%20-6.9296%2C107.6152,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0558,LODGE-00919,Guest House Omah Ningrat Bandung,guest_house,-6.9274,107.6832,4.25,6.0,low_review_confidence,low_review_confidence,1.0,False,0.0,False,parent_target,"Guest House Omah Ningrat Bandung -6.9274,107.6832",https://www.google.com/maps/search/?api=1&query=Guest%20House%20Omah%20Ningrat%20Bandung%20-6.9274%2C107.6832,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0560,LODGE-01632,Kost Flores,guest_house,-6.9082,107.618,5.0,6.0,low_review_confidence,low_review_confidence,0.55,False,0.0,False,parent_target,"Kost Flores -6.9082,107.618",https://www.google.com/maps/search/?api=1&query=Kost%20Flores%20-6.9082%2C107.618,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0577,LODGE-01634,My Family Guest House,guest_house,-6.9021,107.6133,4.4,7.0,low_review_confidence,low_review_confidence,0.55,False,0.0,False,parent_target,"My Family Guest House -6.9021,107.6133",https://www.google.com/maps/search/?api=1&query=My%20Family%20Guest%20House%20-6.9021%2C107.6133,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0714,LODGE-00095,Nabila Syar'i Guest House,guest_house,-6.8566,107.5164,4.8889,27.0,low_review_confidence,low_review_confidence,0.9,False,0.0,False,parent_target,"Nabila Syar'i Guest House -6.8566,107.5164",https://www.google.com/maps/search/?api=1&query=Nabila%20Syar%27i%20Guest%20House%20-6.8566%2C107.5164,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0546,LODGE-00421,OYO 2442 Windrisari Homestay,guest_house,-6.8588681,107.5777343,4.0,5.0,low_review_confidence,low_review_confidence,0.5,False,0.0,False,parent_target,"OYO 2442 Windrisari Homestay -6.8588681,107.5777343",https://www.google.com/maps/search/?api=1&query=OYO%202442%20Windrisari%20Homestay%20-6.8588681%2C107.5777343,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0538,LODGE-01596,Capital O 3270 Hotel Arimbi Baru Dewi Sartika,hotel,-6.9299,107.605,2.8,5.0,low_review_confidence,low_review_confidence,0.65,False,0.0,False,parent_target,"Capital O 3270 Hotel Arimbi Baru Dewi Sartika -6.9299,107.605",https://www.google.com/maps/search/?api=1&query=Capital%20O%203270%20Hotel%20Arimbi%20Baru%20Dewi%20Sartika%20-6.9299%2C107.605,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0428,LODGE-00436,Collection O By Boboin Baros Near Stasiun Cimahi,hotel,-6.8974705,107.5369262,4.0,2.0,low_review_confidence,low_review_confidence,0.44,False,0.0,False,parent_target,"Collection O By Boboin Baros Near Stasiun Cimahi -6.8974705,107.5369262",https://www.google.com/maps/search/?api=1&query=Collection%20O%20By%20Boboin%20Baros%20Near%20Stasiun%20Cimahi%20-6.8974705%2C107.5369262,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0626,LODGE-00896,Cozy Room @ Hallo Tidur by Tio,hotel,-6.892,107.6053,3.1,9.0,low_review_confidence,low_review_confidence,1.0,False,0.0,False,parent_target,"Cozy Room @ Hallo Tidur by Tio -6.892,107.6053",https://www.google.com/maps/search/?api=1&query=Cozy%20Room%20%40%20Hallo%20Tidur%20by%20Tio%20-6.892%2C107.6053,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0648,LODGE-01351,De Riau Cottage by House in Bandung,hotel,-6.9034,107.6266,4.8,12.0,low_review_confidence,low_review_confidence,0.85,False,0.0,False,parent_target,"De Riau Cottage by House in Bandung -6.9034,107.6266",https://www.google.com/maps/search/?api=1&query=De%20Riau%20Cottage%20by%20House%20in%20Bandung%20-6.9034%2C107.6266,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0453,LODGE-00443,Mega raya,hotel,-6.8937041,107.5701445,5.0,2.0,low_review_confidence,low_review_confidence,0.44,False,0.0,False,parent_target,"Mega raya -6.8937041,107.5701445",https://www.google.com/maps/search/?api=1&query=Mega%20raya%20-6.8937041%2C107.5701445,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0695,LODGE-00216,OYO 2609 Black Dots,hotel,-6.8769886,107.566889,4.3,21.0,low_review_confidence,low_review_confidence,0.72,False,0.0,False,parent_target,"OYO 2609 Black Dots -6.8769886,107.566889",https://www.google.com/maps/search/?api=1&query=OYO%202609%20Black%20Dots%20-6.8769886%2C107.566889,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0611,LODGE-01159,Oslandmark Residence,hotel,-6.9127,107.5925,4.6,8.0,low_review_confidence,low_review_confidence,0.95,False,0.0,False,parent_target,"Oslandmark Residence -6.9127,107.5925",https://www.google.com/maps/search/?api=1&query=Oslandmark%20Residence%20-6.9127%2C107.5925,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0680,LODGE-01636,RedDoorz near Tegalega Park,hotel,-6.9395,107.6049,4.5,16.0,low_review_confidence,low_review_confidence,0.55,False,0.0,False,parent_target,"RedDoorz near Tegalega Park -6.9395,107.6049",https://www.google.com/maps/search/?api=1&query=RedDoorz%20near%20Tegalega%20Park%20-6.9395%2C107.6049,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0499,LODGE-00448,Sentra Duta,hotel,-6.8794165,107.5714681,5.0,3.0,low_review_confidence,low_review_confidence,0.44,False,0.0,False,parent_target,"Sentra Duta -6.8794165,107.5714681",https://www.google.com/maps/search/?api=1&query=Sentra%20Duta%20-6.8794165%2C107.5714681,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0618,LODGE-01047,TechieRoom Swift at Clove Garden Residence,hotel,-6.8729,107.6404,4.2,8.0,low_review_confidence,low_review_confidence,1.0,False,0.0,False,parent_target,"TechieRoom Swift at Clove Garden Residence -6.8729,107.6404",https://www.google.com/maps/search/?api=1&query=TechieRoom%20Swift%20at%20Clove%20Garden%20Residence%20-6.8729%2C107.6404,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0716,LODGE-00079,Zona Bobo | Muslim Friendly | by Belgareti,hotel,-6.8631,107.504,4.9,27.0,low_review_confidence,low_review_confidence,0.95,False,0.0,False,parent_target,"Zona Bobo | Muslim Friendly | by Belgareti -6.8631,107.504",https://www.google.com/maps/search/?api=1&query=Zona%20Bobo%20%7C%20Muslim%20Friendly%20%7C%20by%20Belgareti%20-6.8631%2C107.504,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0476,LODGE-00455,hotel tirtasari,hotel,-6.8753955,107.5749747,4.0,2.0,low_review_confidence,low_review_confidence,0.44,False,0.0,False,parent_target,"hotel tirtasari -6.8753955,107.5749747",https://www.google.com/maps/search/?api=1&query=hotel%20tirtasari%20-6.8753955%2C107.5749747,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0481,LODGE-01110,Bandung Scenic View W Pool,vacation_rental,-6.8833,107.5812,4.85,3.0,low_review_confidence,low_review_confidence,0.95,False,0.0,False,parent_target,"Bandung Scenic View W Pool -6.8833,107.5812",https://www.google.com/maps/search/?api=1&query=Bandung%20Scenic%20View%20W%20Pool%20-6.8833%2C107.5812,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
PHREV-20260605-0356,LODGE-01116,Cairora by Kozystay - Bandung,vacation_rental,-6.9093,107.6102,4.5,1.0,low_review_confidence,low_review_confidence,0.95,False,0.0,False,parent_target,"Cairora by Kozystay - Bandung -6.9093,107.6102",https://www.google.com/maps/search/?api=1&query=Cairora%20by%20Kozystay%20-%20Bandung%20-6.9093%2C107.6102,D:\File\file\Fauzan Lubada\PIJAK\Penginapan_Workspace\02_Curated\PENGINAPAN_PARENT_MASTER_2026-06-05.csv,,,,ready,Tidak masuk kelompok detail-name yang perlu ditahan.,,,ready,initial_ready,Lolos split awal dan tidak masuk keputusan exclude final.,,,,,,,,,,,,,,,,,,,,0,0,0,0,,missing_from_review_batch
