hotel_id,source_property_token,source_page_number,name,raw_type,property_segment,is_room_level_listing,is_apartment_listing,is_budget_chain_listing,latitude,longitude,coordinate_available,description,source_link,check_in_time,check_out_time,price_lowest,price_before_taxes_fees,price_display,hotel_class,hotel_class_label,overall_rating,reviews,location_rating,star_5_count,star_4_count,star_3_count,star_2_count,star_1_count,rating_distribution_total,positive_rating_ratio,neutral_rating_ratio,negative_rating_ratio,rating_sentiment_score,adjusted_rating_sentiment_score,rating_sentiment_label,review_confidence_label,review_count_p95,rating_sentiment_source,rating_sentiment_model_version,amenities,primary_image_url,image_count,nearby_places_count,review_breakdown_aspect_count,review_breakdown_positive,review_breakdown_negative,review_breakdown_neutral,review_breakdown_top_aspects,image_available,rating_available,price_available,amenities_available,description_available,source_link_available,checkin_checkout_available,hotel_class_available,reviews_breakdown_available,has_wifi,has_parking,has_pool,has_air_conditioning,has_restaurant,has_room_service,has_laundry,wheelchair_accessible,kid_friendly,pet_friendly,smoke_free,kitchen_available,data_quality_score,canonical_source,generated_at,rating_sentiment_prior_score,rating_sentiment_shrinkage_strength,adjusted_rating_sentiment_label
HOTEL-023,ChcIk5y2hbyt6NoiGgsvZy8xdGZod3EweBAB,2,Hotel Cassadua,hotel,hotel,False,False,False,-6.8897582,107.5782557,True,Hotel simpel berkamar minimalis yang dilengkapi kamar mandi dalam dan kedai kopi di hotel.,https://www.oyorooms.com/h/103521?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_BDG204&latitude=-6.88979&longitude=107.5782&locale=id,14,,147066,120446,Rp 147.066,3,Hotel bintang 3,3.8,935,3.9,417,172,164,89,93,935,0.6299465240641712,0.1754010695187166,0.1946524064171123,0.4352941176470589,0.4513,Positif,high_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Kid-friendly",https://photos.hotelbeds.com/giata/original/23/231511/231511a_hb_a_060.jpg,9,4,6,38,40,6,Kamar Mandi; Kebersihan; Layanan; Properti; Tidur; Lokasi,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,0.94,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.489160Z,0.6377,50.0,Positif
HOTEL-024,ChkIwuS36tPysfQUGg0vZy8xMWwzM3gxY2NjEAE,2,OYO Life 92774 The Edge Apartment By My Home,hotel,apartment,False,True,True,-6.8840567,107.5413244,True,,https://www.oyorooms.com/215916/,,,,,,,,5.0,2,3.0,2,0,0,0,0,2,1.0,0.0,0.0,1.0,0.6516,Sangat Positif,low_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,,https://lh5.googleusercontent.com/p/taLuD0GibJ30H-H3z_anrg=s10000,5,3,0,0,0,0,,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.489373Z,0.6377,50.0,Sangat Positif
HOTEL-025,ChkI6KHK3rDpuMZuGg0vZy8xMWpfMWZfanh6EAE,2,High Livin Apartment Pasteur,hotel,apartment,False,True,False,-6.8897871,107.5667249,True,,,,12,201670,165168,Rp 201.670,,,3.0,50,3.2,19,3,7,0,21,50,0.44,0.14,0.42,0.020000000000000018,0.3288,Netral,medium_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,,https://images.trvl-media.com/lodging/42000000/41920000/41917400/41917368/2a8f7c8a_z.jpg,9,3,0,0,0,0,,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.58,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.489589Z,0.6377,50.0,Positif
HOTEL-026,ChgI1uK64p3xmKuaARoLL2cvMXRmcTIxcHkQAQ,2,Hotel Candra,hotel,hotel,False,False,False,-6.8775542,107.5482844,True,,,10,12,,,,2,Hotel bintang 2,3.9,425,3.6,236,42,69,29,49,425,0.6541176470588236,0.1623529411764706,0.18352941176470589,0.4705882352941177,0.4882,Positif,high_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,"Breakfast, Free Wi-Fi, Free parking, Full-service laundry",https://lh3.googleusercontent.com/gps-cs-s/APNQkAG9gWBb3oLujyhFgRCG5VKlTPd-Ld6QVfCWtmbtSu4gSaMeq8lnZ8zXere_duuLAJoe6EA6qZBM1wRFn6Is2WJziimO8S2BjK5PePVNiXQ-O7s-AcMdaAXCzeaOqikxvy9_jQHTpr767duB=s10000,9,3,0,0,0,0,,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,0.68,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.489827Z,0.6377,50.0,Positif
HOTEL-027,ChoIwOnKrKfGhY2aARoNL2cvMTFqNjVmbno0eRAB,2,OYO 3463 Cimahi Guest House,hotel,guest_house,False,False,True,-6.8981924,107.5612579,True,"Kamar minimalis di hotel bujet simpel di dekat stasiun kereta, serta area tempat duduk dan Wi-Fi.",https://www.oyorooms.com/h/101591?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_KBB021&latitude=-6.89808&longitude=107.5614&locale=id,14,,130628,106984,Rp 130.628,2,Hotel bintang 2,3.7,326,3.0,175,38,29,13,71,326,0.6533742331288344,0.08895705521472393,0.25766871165644173,0.39570552147239263,0.4279,Positif,high_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,"Free Wi-Fi, Free parking, Air conditioning",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGyJlwRFAWFLU4_6EW1frUm214MUUPu6JLWHLdnp03nQXu015XA5KBguqsEuDFJZm1DJHS_gkvB-tSZeBA1xAS_W_Vts1-HSZI_jvEYijrRMiU8CScDhXmxbgiLIpnxN9EAapBDGg=s10000,9,3,0,0,0,0,,True,True,True,True,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,0.9,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.490050Z,0.6377,50.0,Positif
HOTEL-028,ChoIr6nq7fzRme6aARoNL2cvMTFiNnRmYjk5bRAB,2,The Cordyline Guesthouse,hotel,guest_house,False,False,False,-6.8629441,107.563801,True,,,14,12,,,,,,4.3,149,2.9,86,38,15,8,2,149,0.8322147651006712,0.10067114093959731,0.06711409395973154,0.7651006711409396,0.7331,Sangat Positif,medium_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,"Free Wi-Fi, Free parking, Accessible, Smoke-free property",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFT92l-D7Div_7PC0K1RMTV_ZjeX8LaIZYHIK-J6z9SUfbXqIPzRp9KyReVqLOHwdTSOPsP1fov33RWfLFr0yKEPA_bZtzdDv0qZ_uV3JuHOse6zAP0Aw_EGdPXlMkQf9PeUKRVMQ=s10000,9,3,0,0,0,0,,True,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,0.64,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.490276Z,0.6377,50.0,Sangat Positif
HOTEL-029,ChkI7t60oJWX_LwiGg0vZy8xMXZrZGxmMHFjEAE,2,Mega raya,hotel,hotel,False,False,False,-6.8937041,107.5701445,True,,,,,,,,,,5.0,2,3.2,2,0,0,0,0,2,1.0,0.0,0.0,1.0,0.6516,Sangat Positif,low_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,,https://lh5.googleusercontent.com/p/1FM12lAF5V0adPikeOehXg=s10000,1,3,0,0,0,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.44,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.490486Z,0.6377,50.0,Sangat Positif
HOTEL-030,ChoIhfnAwb2gzo7cARoNL2cvMTF0YzExNnNscRAB,2,Namdur Villa Sariwangi,hotel,villa,False,False,False,-6.8689497,107.5642848,True,,http://www.namdur-villa.com/,,,,,,,,4.8,44,2.9,42,0,0,1,1,44,0.9545454545454546,0.0,0.045454545454545456,0.9090909090909092,0.7647,Sangat Positif,medium_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGyEddtwDOWj1bT353XdC4VnuDuIVMYGep130fWeN5Bveolf_gczNMOvn9JUCFwe6CFU0B6jDTvZ-vueIlcS4sRUKmd3VpSU3cg_KLOdQOLS8KRvjFTRcuifhVAPRboGyJwmKlO=s10000,9,3,0,0,0,0,,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.490711Z,0.6377,50.0,Sangat Positif
HOTEL-031,ChkI-aG60PSrz-FAGg0vZy8xMXM5M25qOHdyEAE,2,Frank House Guest House Korean Style,hotel,guest_house,False,False,False,-6.8769236,107.5668186,True,,http://www.instagram.com/frankhouse.bandung,,,,,,,,4.4,79,3.1,65,2,0,0,12,79,0.8481012658227848,0.0,0.1518987341772152,0.6962025316455696,0.6735,Sangat Positif,medium_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHY1Yyi1YsjcTOzYeeEHQOb044_2UuFZSvoGQdiLyI_PmY_bkqrNP_nOUCnnqDbmtanQNCrT1i_FCI-ShSILNPz4lFZyIyDm7PROp7kPfg_TJyAklGfN2iuBoqBm4R2IPYfM6n4jKkGambL=s10000,9,3,0,0,0,0,,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.490946Z,0.6377,50.0,Sangat Positif
HOTEL-032,ChkI3tbByrvX7fFuGg0vZy8xMWM2Y2Q4YjMxEAE,2,Zameena Guest House,hotel,guest_house,False,False,False,-6.8689136,107.5278444,True,,,,,269640,222842,Rp 269.640,,,3.6,437,2.9,155,98,95,36,53,437,0.5789473684210527,0.21739130434782608,0.2036613272311213,0.37528604118993136,0.4022,Positif,high_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,"Free Wi-Fi, Parking, Pet-friendly, Kid-friendly",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGfltX2JU7OMDahChrWFKqA61GT-Oaf07rdzMyLYlsy_aeYpuExpI5JSpiFoMixyx_LOogxH_anUkn_zIl9rxVgvhMcVJeFt0ukDxXDwqlPz68PBnoayASLr5pwiY98180Y3TyxDz3y8Vb1=s10000,9,3,0,0,0,0,,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,0.72,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.491190Z,0.6377,50.0,Positif
HOTEL-033,ChoIwMeLsbef79n5ARoNL2cvMTFjNWZoNmR0YxAB,2,Hen's Guest House,hotel,guest_house,False,False,False,-6.8822678,107.5316067,True,,,,,,,,,,4.6,245,2.8,197,25,14,3,6,245,0.9061224489795918,0.05714285714285714,0.036734693877551024,0.8693877551020408,0.8301,Sangat Positif,high_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSbIYxjw1i6DGd3SC09MXkOTSKNpLxUVBb2G9rSb8Fx7uPDryuaCzAV_zJvPOXHuw6dITXNQk18Ehsjj-yRw2YUE5RH_yobOomblFudEixOyv-imtPFOJxGYTYFytVSddXN7QC2U8sXUcS=s10000,9,3,0,0,0,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.44,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.491431Z,0.6377,50.0,Sangat Positif
HOTEL-034,ChgIsNT1jP7yudu-ARoLL2cvMXRmODlwdDgQAQ,2,Hotel Tjimahi,hotel,hotel,False,False,False,-6.877839,107.5485273,True,,,,,,,,2,Hotel bintang 2,3.9,761,3.7,324,161,173,48,55,761,0.6373193166885677,0.22733245729303547,0.13534822601839686,0.5019710906701709,0.5127,Positif,high_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,"Breakfast, Free Wi-Fi, Outdoor pool, Restaurant, Room service, Full-service laundry, Kid-friendly",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHofubmEvkCZXg3tJDH1cAW35C1qemdR9juOpSBSaMuR9xzDgnezXQobivfwG6rweyG-qKO9WNFZi_ZuvsPsUfdXTwUcRuULnMm7rZetHi5Lz1VZMYWWRDwE0rjVANoBy5A8cZj=s10000,9,3,1,7,2,2,Properti,True,True,False,True,False,False,False,True,True,True,False,True,False,True,True,True,False,True,False,False,False,0.66,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.491699Z,0.6377,50.0,Positif
HOTEL-035,ChkI7b6kvJzD7bQDGg0vZy8xMWI2Z3FiZnA2EAE,2,Homestay Budihouse,hotel,guest_house,False,False,False,-6.8907896,107.5589145,True,"Hotel bujet simpel dengan kamar minimalis, serta kafe dan Wi-Fi.",http://www.budihouse.id/,14,12,302874,302874,Rp 302.874,3,Hotel bintang 3,4.1,577,3.2,288,133,90,30,36,577,0.729636048526863,0.1559792027729636,0.11438474870017332,0.6152512998266897,0.617,Sangat Positif,high_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,"Free Wi-Fi, Free parking, Air conditioning, Restaurant, Kitchen in some rooms, Airport shuttle, Full-service laundry, Accessible, Kid-friendly, Smoke-free property",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGIapSu04cDpP5Q1p_ormC8e7MgAX08ismqaGEFvCmHIkInhJ9IWwqnmBEiC2LsXR8gAVTeW844LM4CeA7SnhyeHla8uItZVSOTDcY0fOdbBvWavIYD7bzWhcP3csf-VW-lrDKZ_YJ1j94t=s10000,9,3,0,0,0,0,,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,False,True,True,0.96,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.491949Z,0.6377,50.0,Sangat Positif
HOTEL-036,ChoIu5nGhuuDpuOqARoNL2cvMTFqdjg0bDB3MhAB,2,Bali Puspa Guest House,hotel,guest_house,False,False,False,-6.8823214,107.5686666,True,,,,,848922,848922,Rp 848.922,,,5.0,8,3.2,8,0,0,0,0,8,1.0,0.0,0.0,1.0,0.6877,Sangat Positif,low_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE49BCBIdvzNdvbkkTe1iUxZJuRGTIv2GAULU-fai-5woi927sPwJE_T8kHq-jIYNRsAlYr07VlG6rlRr_ZWXaoqJ-0fAzZjXHBR1GT7DEatwRWpmzhvFhHobQJ7LkrcvS-OWGylA=s10000,5,3,0,0,0,0,,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.58,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.492196Z,0.6377,50.0,Sangat Positif
HOTEL-037,ChoI_czHm9uwsN3SARoNL2cvMTFjMnBfdnQ3axAB,2,Cluster Harris Home Stay & Kos,hotel,guest_house,False,False,False,-6.8953136,107.538659,True,Kamar kasual dan mungil di hotel bujet simpel yang menawarkan Wi-Fi dan lounge di lobi.,,12,12,,,,2,Hotel bintang 2,4.3,349,3.8,213,75,29,11,21,349,0.8252148997134671,0.0830945558739255,0.09169054441260745,0.7335243553008596,0.7215,Sangat Positif,high_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Kid-friendly",https://cdn.worldota.net/t/1024x768/content/8c/c6/8cc6292874246a8d7afc21f5ca97f8676a831840.jpeg,9,3,0,0,0,0,,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,False,True,False,False,False,0.76,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.492460Z,0.6377,50.0,Sangat Positif
HOTEL-038,ChoQ4MKgvtmp7ZrJARoNL2cvMTF5eWY3NDNqZxAC,2,Sans Stay Skyland Pasteur Bandung - Deluxe Double Room,vacation rental,room_level_listing,True,False,True,-6.88285017,107.5794296,True,,https://www.bluepillow.com/search/6949716c5c042e01bacc4f88?dest=bkng&cat=House&lat=-6.88285&lng=107.57943&language=en,14,13,190128,190128,Rp 190.128,,,,,4.3,0,0,0,0,0,,,,,,,Tidak Tersedia,missing_review_confidence,582.2,unavailable,hotel_rating_sentiment_v1,"Ber-AC, Ranjang bayi, Kolam renang di dalam ruangan, TV Kabel, Parkir gratis",https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/690437550.jpg?k=f7c197c686a24ecdbd82d93bd87e20b5563965770a2d65db154f0bce3e8facb7&o=&a=1538557,9,3,0,0,0,0,,True,False,True,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,0.66,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.492698Z,0.6377,50.0,Tidak Tersedia
HOTEL-039,ChoIxP330eCrnp-gARoNL2cvMTFmbGJmdnowdxAB,3,Calda Homestay Syariah,hotel,guest_house,False,False,False,-6.8684714,107.572821,True,,,14,,599270,599270,Rp 599.270,,,4.7,85,3.1,67,13,2,0,3,85,0.9411764705882353,0.023529411764705882,0.03529411764705882,0.9058823529411765,0.8066,Sangat Positif,medium_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,,https://cdn.worldota.net/t/1024x768/content/f7/10/f71014253bb9f23d7e765a935d062a13c6834701.JPEG,9,2,0,0,0,0,,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.58,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.492956Z,0.6377,50.0,Sangat Positif
HOTEL-040,ChkI18iEydz7m988Gg0vZy8xMXJfdjE5bGc2EAE,3,JK House Bandung,hotel,hotel,False,False,False,-6.8604893,107.5701401,True,,,,,,,,,,4.7,23,3.0,19,2,1,0,1,23,0.9130434782608695,0.043478260869565216,0.043478260869565216,0.8695652173913043,0.7108,Sangat Positif,low_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEyNm3lIUWIL7hSrVpoyKO1CJS5emS7_N5pIcz-lPo_SbcZYzCVEH1_A68iet4dY6Kz1H_JkIpvmQUn6KiY4rggE14GDfZwrkKsfqb2OddjPvxSfKK_YnqthNlB4hBJZnAhhrYx=s10000,9,2,0,0,0,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.44,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.493203Z,0.6377,50.0,Sangat Positif
HOTEL-041,ChkI76y1uOm2-tJhGg0vZy8xMXZrczU4azl3EAE,3,Pingu House,hotel,hotel,False,False,False,-6.908788,107.5742086,True,,,,,1310400,1082975,Rp 1.310.400,,,5.0,31,3.1,31,0,0,0,0,31,1.0,0.0,0.0,1.0,0.7764,Sangat Positif,medium_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFfv5HiMSEVEvTOWqGuPqEzna5Qfqc20OLVLMsWb_gIPoggM4Qgs2aiEfBal34IkHEk0ph-8dsqW1BOKRdmP-9_99h1ZH4BeZDUNxeMQY1GTbmep6a-NEHyny6tc5OSBKHRTuY1=s10000,9,3,0,0,0,0,,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.58,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.493457Z,0.6377,50.0,Sangat Positif
HOTEL-042,ChoI8c-yvtfDpKP9ARoNL2cvMTFoNmp0cnQyeBAB,3,RedDoorz near Cimahi Station,hotel,hotel,False,False,True,-6.8689048,107.527882,True,,https://www.reddoorz.com/id-id/hotel/indonesia/cimahi/bandung/pasteur/reddoorz-near-cimahi-station?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,14,,,,,,,3.9,55,2.8,29,7,10,3,6,55,0.6545454545454545,0.18181818181818182,0.16363636363636364,0.4909090909090909,0.5608,Positif,medium_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,"Wi-Fi, Free parking, Air conditioning",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHd4JzfC3pJKfl0IfDo3G-KA7oTxy6if4oEHnzT_79nkfs8_oIjAtXtalG6nKHD8G4qD6UEiG7seLXKzS-_jMpC2jUCZGPsSySRlMCfp4njA4aoHNrZA3gSiKJoT2RMAjSznb3I=s10000,9,3,0,0,0,0,,True,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,0.64,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.493710Z,0.6377,50.0,Positif
HOTEL-043,ChoI-LO0yZ3toaLHARoNL2cvMTFya2R0dnFiZxAB,3,Sentra Duta,hotel,hotel,False,False,False,-6.8794165,107.5714681,True,,,,,,,,,,5.0,3,3.1,3,0,0,0,0,3,1.0,0.0,0.0,1.0,0.6582,Sangat Positif,low_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,,https://lh5.googleusercontent.com/p/9Kr8vFNyvq1yH3sB9JsNcQ=s10000,1,3,0,0,0,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.44,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.493936Z,0.6377,50.0,Sangat Positif
HOTEL-044,ChoI-qSrhuLmsunaARoNL2cvMTFuN3M4ZjAzZBAB,3,Villa Ouma Bandung,hotel,villa,False,False,False,-6.8908826,107.573884,True,,,14,,,,,3,Hotel bintang 3,4.7,35,3.4,31,1,2,0,1,35,0.9142857142857143,0.05714285714285714,0.02857142857142857,0.8857142857142857,0.7398,Sangat Positif,medium_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,"Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Kid-friendly",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGyAgd9VcDepL2a22RL4Oq291PSQChrYnt28QUl1QisTaf0K4jDHmZRX8iy8Rln5IJkxWihnnNUgz8cDMapAJeVsSVL_GBhXUbGeLVnnsUctVJrmv3L3xjTGO7uuTFxnKxcjOR_=s10000,9,4,0,0,0,0,,True,True,False,True,False,False,False,True,False,True,True,True,True,False,False,False,False,True,False,False,False,0.62,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.494175Z,0.6377,50.0,Sangat Positif
HOTEL-045,ChoIwvGLoeDKwfLjARoNL2cvMTFnOGJ3cDlsNBAB,3,The Brick House,hotel,hotel,False,False,False,-6.8801513,107.5619077,True,,,13,11,,,,,,4.4,57,2.9,41,6,6,2,2,57,0.8245614035087719,0.10526315789473684,0.07017543859649122,0.7543859649122807,0.6999,Sangat Positif,medium_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,"Free Wi-Fi, Free parking, Kid-friendly",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEETfsHQ534OTDkIjUiM4xm2OR-GXtrCXh9FG_B6s4wZVCrMzXpHZn4XaCL9oQQBxvB8j2vz1HosItEj4ocqQBJRY796UrSJSn7YWd0SqAPiEmwAfpgwnjLoiuZpPf2TzO1GrWQIg=s10000,9,4,0,0,0,0,,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,0.64,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.494424Z,0.6377,50.0,Sangat Positif
HOTEL-046,ChkIlP3iw6DP75lYGg0vZy8xMXhuMGZsY3h2EAE,3,Villa hegar by Kavastay,hotel,villa,False,False,False,-6.8693961,107.5700901,True,,,,,,,,,,5.0,2,2.9,2,0,0,0,0,2,1.0,0.0,0.0,1.0,0.6516,Sangat Positif,low_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,,https://lh5.googleusercontent.com/p/ZFtPvzmKVJhQH949A8LTgg=s10000,1,2,0,0,0,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.44,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.494641Z,0.6377,50.0,Sangat Positif
HOTEL-047,ChoIyNnElYHY_Jn3ARoNL2cvMTFiNmRocnN4ZxAB,3,Apartemen The Edge Baros - Kamarku,hotel,apartment,False,True,False,-6.8979256,107.536754,True,,https://www.reddoorz.com/id-id/hotel/indonesia/cimahi/cimahi-selatan/cimahi-selatan/the-edge-apartemen-baros-kamarku?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,14,12,168399,137919,Rp 168.399,2,Hotel bintang 2,3.6,182,3.7,96,26,8,2,50,182,0.6703296703296703,0.04395604395604396,0.2857142857142857,0.3846153846153846,0.4392,Positif,medium_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,"Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Restaurant, Kitchen in some rooms, Airport shuttle, Full-service laundry",https://images.trvl-media.com/lodging/96000000/95550000/95547600/95547516/99cbae30_z.jpg,9,3,0,0,0,0,,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,0.88,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.494887Z,0.6377,50.0,Positif
HOTEL-048,ChkIhtqK-Yz9hd5pGg0vZy8xMWp6eDhqcTY2EAE,3,Regina's Home Guesthouse,hotel,guest_house,False,False,False,-6.8864523,107.5699031,True,,,,,,,,,,5.0,5,3.2,5,0,0,0,0,5,1.0,0.0,0.0,1.0,0.6706,Sangat Positif,low_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEITDMohUubUr859lRHRZsmwxvycrK6ql7DX7LlZfWuPXEapwl9yRBi4K7LyoAxJ5VRswvmsaIzCtx5U5y6IMjMaA7rnJU3GKVRt1wXe42wt8VBzKcndBtn0oU6jNIiPSmiJs55=s10000,9,3,0,0,0,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.44,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.495110Z,0.6377,50.0,Sangat Positif
HOTEL-049,ChkI76f0zfDJmpEqGg0vZy8xMXIzbGdyd3M4EAE,3,Salsabila Guest House,hotel,guest_house,False,False,False,-6.8871632,107.5223337,True,,,14,,,,,2,Hotel bintang 2,4.5,51,3.1,39,6,3,1,2,51,0.8823529411764706,0.058823529411764705,0.058823529411764705,0.8235294117647058,0.7315,Sangat Positif,medium_review_confidence,582.2,rating_distribution,hotel_rating_sentiment_v1,Air conditioning,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEtzwIirl0PehO0HJdbrp7GczdtxCm3nRkeEzfgCBLoAjl9cpomfTKxBLoE0HnuqBtu_NXHre4r_LOpxm_ZeLEzYIVfG-C-Cq3ijVRjyUlte4e1pj4Xm6_TQDKK6N0YynOFDEaS=s10000,9,3,0,0,0,0,,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.62,dataset_hotel/dataset_hotel_cimahi_semua_kolom (2).csv,2026-05-29T06:18:52.495341Z,0.6377,50.0,Sangat Positif
