penginapan_id,primary_name,scrape_name,match_method,match_confidence,distance_km,primary_property_type,scrape_type,primary_priority_before,primary_price_before,scrape_price_lowest,scrape_price_display,primary_rating_before,primary_reviews_before,scrape_overall_rating,scrape_reviews,fillable_price,fillable_rating_reviews,query,source_file,page_number,property_token,link,price_sources,hotel_class,check_in_time,check_out_time,primary_image_url,amenities
LODGE-01559,Airy Asia Afrika Pangarang 24 Bandung,Airy Asia Afrika Pangarang 24 Bandung,exact_normalized_name,safe_apply_candidate,0.007108,hotel,hotel,P1_price_missing,,,,4.4,59.0,4.4,58.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,14,ChoI0L3ns6b12feoARoNL2cvMTFkeW1iOTVtZxAB,,,Hotel bintang 3,14.00,12.00,,Breakfast; Free Wi-Fi; Free parking; Air conditioning; Restaurant; Room service; Airport shuttle; Accessible; Kid-friendly; Smoke-free property
LODGE-01271,Hotel Sakura Bandung,Hotel Sakura Bandung,exact_normalized_name,safe_apply_candidate,0.001934,hotel,hotel,P3_source_link_missing,208103.0,275859.0,Rp 275.859,4.2,677.0,4.2,678.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,14,ChkI84DT5Z2m4bXDARoML2cvMTFyOGM4NjFiEAE,,,Hotel bintang 2,14.00,12.00,,Free Wi-Fi; Free parking; Air conditioning; Kid-friendly
LODGE-01063,UrbanView Hotel 3m Syariah,UrbanView Hotel 3m Syariah,exact_normalized_name,safe_apply_candidate,0.002855,hotel,hotel,OK_complete_enough,159288.0,192665.0,Rp 192.665,4.5,109.0,4.5,106.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,14,ChkI95nyiOil34tsGg0vZy8xMWxkZDZwMXc1EAE,https://www.reddoorz.com/en-id/hotel/indonesia/bandung/panyileukan/panyileukan/urbanview-hotel-3m-syariah?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,,,14.00,12.00,,Free Wi-Fi; Free parking; Air conditioning; Full-service laundry
LODGE-01031,SURIA CITY HOTEL SYARIAH,SURIA CITY HOTEL SYARIAH,exact_normalized_name,safe_apply_candidate,0.003416,hotel,hotel,OK_complete_enough,214676.0,,,4.3,457.0,4.3,458.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,14,ChoI_5Km4Yfps8GMARoNL2cvMTFid3loNWt0cRAB,https://www.facebook.com/SuriaCityBDG/,,Hotel bintang 2,12.00,12.00,,Breakfast; Free Wi-Fi; Free parking; Pool; Air conditioning; Room service; Full-service laundry; Kid-friendly
LODGE-00895,Cozy Homestay,Cozy Homestay,exact_normalized_name,safe_apply_candidate,0.004304,guest_house,hotel,P2_sentiment_missing,141103.0,172458.0,Rp 172.458,4.5,32.0,4.5,32.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,14,ChkIhey-767p7_xzGg0vZy8xMWJjN3RoNW1yEAE,https://www.reddoorz.com/en-ph/hotel/indonesia/bandung/sukajadi/sukagalih/cozy-homestay?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,,,14.00,12.00,,Free Wi-Fi; Free parking; Air conditioning
LODGE-01019,Reddoorz Syariah @ Gatot Subroto Street Bandung 4,Reddoorz Syariah @ Gatot Subroto Street Bandung 4,exact_normalized_name,safe_apply_candidate,0.005001,hotel,hotel,OK_complete_enough,111822.0,134530.0,Rp 134.530,3.0,31.0,3.1,32.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,14,ChoIl8yl4bT-grzvARoNL2cvMTFwNXJ5ZDRrXxAB,https://www.reddoorz.com/id-id/hotel/indonesia/bandung/batununggal/bandung/reddoorz-syariah-gatot-subroto-street-bandung-4?utm_source=google&utm_medium=mybusiness&utm_campaign=webclick,,Hotel bintang 2,14.00,12.00,,Free Wi-Fi; Free parking; Air conditioning
LODGE-01181,Rumah Teteh Syariah,Rumah Teteh Syariah,exact_normalized_name,safe_apply_candidate,0.005494,hotel,hotel,OK_complete_enough,197141.0,191601.0,Rp 191.601,4.5,234.0,4.5,234.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,14,ChoIrNfAvf_K95LWARoNL2cvMTFmcXBxaDF4bRAB,https://www.agoda.com/rumah-teteh-syariah/hotel/bandung-id.html?checkin=2022-11-06&checkout=2022-11-07&los=1&rooms=1&adults=2&children=0&cid=-1&searchrequestid=826e796e-0f30-428a-a17f-e457e4150143,,Hotel bintang 2,14.00,,,Free Wi-Fi; Free parking; Air conditioning
LODGE-01045,THE V BOUTIQUE HOTEL BANDUNG,THE V BOUTIQUE HOTEL BANDUNG,exact_normalized_name,safe_apply_candidate,0.005876,hotel,hotel,OK_complete_enough,225498.0,221566.0,Rp 221.566,3.9,31.0,3.9,32.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,15,ChkIob_3y6q74-R0Gg0vZy8xMXZqdDk1ZGZjEAE,https://www.reddoorz.com/id-id/hotel/indonesia/bandung/regol/alun-alun-bandung/reddoorz-near-alun-alun-bandung-3?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,,,14.00,12.00,,Free Wi-Fi; Free parking; Air conditioning
LODGE-01173,RedDoorz Plus @ Dago Pojok 3,RedDoorz Plus @ Dago Pojok 3,exact_normalized_name,safe_apply_candidate,0.002758,hotel,hotel,OK_complete_enough,139407.0,205067.0,Rp 205.067,4.6,1026.0,4.6,1028.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,15,ChoInubFtfLUvfSkARoNL2cvMTFoNnI4a2pucRAB,https://www.reddoorz.com/hotel/indonesia/bandung/dago/reddoorz-dago-pojok-3?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,,,14.00,12.00,,Free Wi-Fi; Free parking; Air conditioning; Kid-friendly
LODGE-01183,Sartika Hotel,Sartika Hotel,exact_normalized_name,safe_apply_candidate,0.005217,hotel,hotel,P2_sentiment_missing,138180.0,136182.0,Rp 136.182,3.6,222.0,3.5,220.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,15,ChgI3N3lstrRmKefARoLL2cvMXYzd2g1OW4QAQ,https://rehat.co.id/hotel/sartika-hotel/,,,14.00,12.00,,Free Wi-Fi; Free parking; Air conditioning
LODGE-01171,RedDoorz Near Braga Street,RedDoorz Near Braga Street,exact_normalized_name,safe_apply_candidate,0.005099,hotel,hotel,OK_complete_enough,233385.0,309080.0,Rp 309.080,3.6,302.0,3.6,302.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,15,ChkIt-7oh-r15rU3Gg0vZy8xMWZkNzY2cTd5EAE,https://www.reddoorz.com/id-id/hotel/indonesia/bandung/lengkong/braga/reddoorz-near-braga-street?utm_source=google&utm_medium=mybusiness&utm_campaign=webclick,,Hotel bintang 2,14.00,12.00,,Free Wi-Fi; Free parking; Air conditioning; Kid-friendly
LODGE-01060,Tulip Guest House,Tulip Guest House,exact_normalized_name,safe_apply_candidate,0.003417,guest_house,hotel,OK_complete_enough,298048.0,364287.0,Rp 364.287,4.5,1007.0,4.5,1008.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,15,ChkIzNb-0KebkuBsGg0vZy8xMWMzbXA5ejlzEAE,http://www.tulip-guesthouse.com/,,Hotel bintang 2,14.00,12.00,,Breakfast ($); Free Wi-Fi; Free parking; Air conditioning; Restaurant; Full-service laundry; Accessible; Kid-friendly; Smoke-free property
LODGE-01504,WABS Syariah,WABS Syariah,exact_normalized_name,safe_apply_candidate,0.003172,vacation_rental,vacation rental,P1_rating_reviews_missing,270496.0,271308.0,Rp 271.308,,,,,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,16,ChkQ2IXksrTl0socGg0vZy8xMXljbDJ0XzFyEAI,https://www.bluepillow.com/search/67a2425b905c444f2d0bf6d0?dest=ago&cat=Vacation+rental+(other)&lat=-6.92962&lng=107.62622&language=en,Bluepillow.com,,,,,Ber-AC; Bebas asap rokok; TV Kabel; Parkir gratis
LODGE-01602,Rumah Cimandiri,Rumah Cimandiri,exact_normalized_name,safe_apply_candidate,0.001577,hotel,hotel,P3_content_missing,496755.0,496752.0,Rp 496.752,4.6,80.0,4.6,80.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,16,ChkI9aWBveeS2-1wGg0vZy8xMXA1eDVuMnkzEAE,,,,,,,
LODGE-01601,RUMAH TAMU bandung,RUMAH TAMU bandung,exact_normalized_name,safe_apply_candidate,0.004177,hotel,hotel,P1_price_missing,,243144.0,Rp 243.144,4.6,36.0,4.6,37.0,True,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,16,ChkItov636_b59N-Gg0vZy8xMW54M3Jrc3I4EAE,http://rumah-tamu.com/,,Hotel bintang 2,,,,
LODGE-01534,Emia Hotel,Emia Hotel,exact_normalized_name,safe_apply_candidate,0.002601,hotel,hotel,P1_price_missing,,,,3.9,403.0,3.9,402.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,16,ChgI2a2bl8bWzapRGgwvZy8xcHp5a24zancQAQ,,,Hotel bintang 3,13.00,12.00,,Breakfast; Free Wi-Fi; Free parking; Air conditioning; Kid-friendly
LODGE-00946,Indies Style Hotel Bandung,Indies Style Hotel Bandung,exact_normalized_name,safe_apply_candidate,0.003094,hotel,hotel,OK_complete_enough,351504.0,,,4.1,2373.0,4.1,2377.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,16,ChoI-ant85nEmtK0ARoNL2cvMTFiNV8wcWI4bhAB,http://www.indiesbandung.com/,,Hotel bintang 3,14.00,12.00,,Free breakfast; Free Wi-Fi; Free parking; Air conditioning; Restaurant; Room service; Full-service laundry; Accessible; Business center; Kid-friendly
LODGE-01136,"INAP at Capsule Hostel Bandung, Grand Asia Afrika","INAP at Capsule Hostel Bandung, Grand Asia Afrika",exact_normalized_name,safe_apply_candidate,0.006526,hotel,hotel,OK_complete_enough,260333.0,297091.0,Rp 297.091,4.4,796.0,4.4,795.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,16,ChoI066Ip96njN2bARoNL2cvMTFiXzJtdHZ2OBAB,https://web.facebook.com/INAPatCapsule,,Hotel bintang 2,14.00,,,Breakfast; Free Wi-Fi; Parking; Outdoor pool; Air conditioning; Kid-friendly
LODGE-00879,"Bobopod Dago, Bandung","Bobopod Dago, Bandung",exact_normalized_name,safe_apply_candidate,0.003689,hotel,hotel,OK_complete_enough,165756.0,234432.0,Rp 234.432,4.7,1010.0,4.7,1014.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,16,ChkIgs3Pi5WpiYhIGg0vZy8xMWh6MjhzeV9kEAE,https://bobobox.com/bobopod/jawa-barat/bobopod-dago-1003/,,Hotel bintang 2,14.00,12.00,,Free Wi-Fi; Free parking; Air conditioning; Restaurant; Kid-friendly
LODGE-01295,Pension Guesthouse,Pension Guesthouse,exact_normalized_name,safe_apply_candidate,0.004075,guest_house,hotel,P3_source_link_missing,455359.0,,,4.6,223.0,4.6,222.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,16,ChgItsLCuLLEtakFGgwvZy8xcHR2cXQwbnYQAQ,,,Hotel bintang 2,14.00,12.00,,Free Wi-Fi; Free parking; Air conditioning; Room service; Kid-friendly
LODGE-00895,Cozy Homestay,Cozy Homestay,exact_normalized_name,safe_apply_candidate,0.004304,guest_house,hotel,P2_sentiment_missing,141103.0,172456.0,Rp 172.456,4.5,32.0,4.5,32.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,16,ChkIhey-767p7_xzGg0vZy8xMWJjN3RoNW1yEAE,https://www.reddoorz.com/en-ph/hotel/indonesia/bandung/sukajadi/sukagalih/cozy-homestay?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,,,14.00,12.00,,Free Wi-Fi; Free parking; Air conditioning
LODGE-00881,Bumi Makhraja,Bumi Makhraja,exact_normalized_name,safe_apply_candidate,0.000184,hotel,hotel,OK_complete_enough,135106.0,159088.0,Rp 159.088,4.2,204.0,4.2,203.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,16,ChoIp7Pb7dKzq9TQARoNL2cvMTFmN2tsYm44eRAB,https://www.reddoorz.com/id-id/hotel/bandung/cibeunying-kaler/reddoorz-syariah-cigadung-raya-street?utm_source=google&utm_medium=mybusiness&utm_campaign=webclick,,Hotel bintang 2,14.00,12.00,,Free Wi-Fi; Free parking; Air conditioning; Restaurant
LODGE-01184,Scandinavian Asia Afrika,Scandinavian Asia Afrika,exact_normalized_name,safe_apply_candidate,0.002976,vacation_rental,vacation rental,P2_sentiment_missing,341136.0,354080.0,Rp 354.080,3.75,8.0,3.75,8.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,17,ChkQpfj0n67yp_VIGg0vZy8xMXo0cjU5cDN0EAI,https://www.booking.com/hotel/id/grand-asia-afrika-residence-bandung12.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-3984322&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-3984322_grp-2_gendate-20260531,Booking.com,,13.30,12.00,,Ber-AC; Elevator; Dapur; Kompor; Teras; Boleh bawa hewan peliharaan; TV Kabel; Dapat diakses pengguna kursi roda
LODGE-00886,Cihampelas Hotel 1 - Bandung,Cihampelas Hotel 1 - Bandung,exact_normalized_name,safe_apply_candidate,0.005422,hotel,hotel,P2_sentiment_missing,188279.0,200560.0,Rp 200.560,4.0,631.0,4.0,633.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,17,ChkI3oO8r5PQ44AXGg0vZy8xMWI2MHo1d3R0EAE,https://www.agoda.com/id-id/hotel-cihampelas-1/hotel/bandung-id.html?cid=1844104&ds=Rx1sHHbxpyubd%2FKR,,Hotel bintang 2,14.00,12.00,,Free Wi-Fi; Free parking; Air conditioning; Kid-friendly
LODGE-01045,THE V BOUTIQUE HOTEL BANDUNG,THE V BOUTIQUE HOTEL BANDUNG,exact_normalized_name,safe_apply_candidate,0.005876,hotel,hotel,OK_complete_enough,225498.0,221560.0,Rp 221.560,3.9,31.0,3.9,32.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,17,ChkIob_3y6q74-R0Gg0vZy8xMXZqdDk1ZGZjEAE,https://www.reddoorz.com/id-id/hotel/indonesia/bandung/regol/alun-alun-bandung/reddoorz-near-alun-alun-bandung-3?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,,,14.00,12.00,,Free Wi-Fi; Free parking; Air conditioning
LODGE-01064,Urbanview Hotel Bartu Moh Toha Bandung by RedDoorz,Urbanview Hotel Bartu Moh Toha Bandung by RedDoorz,exact_normalized_name,safe_apply_candidate,0.007105,hotel,hotel,OK_complete_enough,137969.0,204752.0,Rp 204.752,3.7,33.0,3.8,34.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,17,ChoI06H8pPbS0LbFARoNL2cvMTF5Mm41ZDB0NhAB,https://www.reddoorz.com/en-id/hotel/indonesia/bandung/regol/cigereleng/urbanview-hotel-bartu-moh-toha-bandung?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,,,14.00,12.00,,Free Wi-Fi; Free parking; Air conditioning
LODGE-00044,RedDoorz @ Amellia Pasteur Bandung,RedDoorz @ Amellia Pasteur Bandung,exact_normalized_name,safe_apply_candidate,0.002636,hotel,hotel,OK_complete_enough,134098.0,202744.0,Rp 202.744,4.6,259.0,4.6,259.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,17,ChoI8qCkxM_w7oKVARoNL2cvMTFoMW05MGJudxAB,https://www.reddoorz.com/id-id/hotel/indonesia/bandung/sukajadi/sukawarna/reddoorz-near-setrasari-mall-2?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,,,14.00,12.00,,Free Wi-Fi; Free parking; Air conditioning; Restaurant; Kid-friendly
LODGE-01574,Karang Setra Hotel & Cottages,Karang Setra Hotel & Cottages,exact_normalized_name,safe_apply_candidate,0.005802,hotel,hotel,P1_price_missing,,,,4.3,2619.0,4.3,2619.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,17,ChgIivGxut70hob2ARoLL2cvMXRna3FzYmMQAQ,,,Hotel bintang 3,,12.00,,Breakfast; Free Wi-Fi; Free parking; Outdoor pool; Air conditioning; Restaurant; Room service; Airport shuttle; Full-service laundry; Accessible; Kid-friendly
LODGE-01536,Hotel Butik Sawunggaling,Hotel Butik Sawunggaling,exact_normalized_name,safe_apply_candidate,0.005612,hotel,hotel,P1_price_missing,,548485.0,Rp 548.485,4.2,812.0,4.2,813.0,True,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,17,ChgIk9_41vbRhPuDARoLL2cvMXRka3pfMngQAQ,,,Hotel bintang 2,14.00,12.00,,Breakfast ($); Free Wi-Fi; Free parking; Air conditioning; Restaurant; Room service; Kid-friendly
LODGE-01473,RedDoorz @ Paskal Hyper Square,RedDoorz @ Paskal Hyper Square,exact_normalized_name,safe_apply_candidate,0.004214,hotel,hotel,P1_price_missing,,,,3.8,64.0,3.9,65.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,17,ChoIq6bov7CZ6taGARoNL2cvMTFmZnYyeXdreRAB,https://www.reddoorz.com/id-id/hotel/indonesia/bandung/pasir-kaliki/kebon-kawung/reddoorz-paskal-hyper-square?utm_campaign=&utm_medium=mybusiness&utm_source=google,,Hotel bintang 3,,,,Free Wi-Fi; Free parking; Air conditioning; Kid-friendly
LODGE-01265,Hotel Eve,Hotel Eve,exact_normalized_name,safe_apply_candidate,0.005438,hotel,hotel,P3_source_link_missing,184321.0,214568.0,Rp 214.568,3.7,611.0,3.7,610.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,17,ChkIq-DNpqroheJNGg0vZy8xMWI4XzlrZzhwEAE,,,Hotel bintang 3,,12.00,,Free Wi-Fi; Free parking; Air conditioning; Restaurant
LODGE-01181,Rumah Teteh Syariah,Rumah Teteh Syariah,exact_normalized_name,safe_apply_candidate,0.005494,hotel,hotel,OK_complete_enough,197141.0,191600.0,Rp 191.600,4.5,234.0,4.5,234.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,17,ChoIrNfAvf_K95LWARoNL2cvMTFmcXBxaDF4bRAB,https://www.agoda.com/rumah-teteh-syariah/hotel/bandung-id.html?checkin=2022-11-06&checkout=2022-11-07&los=1&rooms=1&adults=2&children=0&cid=-1&searchrequestid=826e796e-0f30-428a-a17f-e457e4150143,,Hotel bintang 2,14.00,,,Free Wi-Fi; Free parking; Air conditioning
LODGE-01289,Mypodroom,Mypodroom,exact_normalized_name,safe_apply_candidate,0.003763,hotel,hotel,P2_sentiment_missing,275311.0,310338.0,Rp 310.338,4.7,362.0,4.7,361.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,18,ChkI94fLncLrqJgrGg0vZy8xMWd2cnByNmR6EAE,,,Hotel bintang 2,14.00,12.00,,Free breakfast; Free Wi-Fi; Air conditioning; Room service
LODGE-01304,RedDoorz @ Cikutra 3,RedDoorz @ Cikutra 3,exact_normalized_name,safe_apply_candidate,0.004485,hotel,hotel,P3_source_link_missing,127336.0,191898.0,Rp 191.898,4.2,195.0,4.2,195.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,18,ChkIktjO1smwp-c0Gg0vZy8xMWNsc2Q1bTB0EAE,,,,14.00,12.00,,Breakfast; Free Wi-Fi; Free parking; Air conditioning; Kid-friendly
LODGE-00871,Bantal Guling Guesthouse Trans,Bantal Guling Guesthouse Trans,exact_normalized_name,safe_apply_candidate,0.007618,guest_house,hotel,OK_complete_enough,108300.0,106409.0,Rp 106.409,3.8,1160.0,3.8,1162.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,18,ChoIstSPsICpkp7JARoNL2cvMTFid3lycGs5cRAB,http://bantalgulinggroup.com/,,Hotel bintang 3,14.00,12.00,,Free Wi-Fi; Parking; Air conditioning
LODGE-01173,RedDoorz Plus @ Dago Pojok 3,RedDoorz Plus @ Dago Pojok 3,exact_normalized_name,safe_apply_candidate,0.002758,hotel,hotel,OK_complete_enough,139407.0,198326.0,Rp 198.326,4.6,1026.0,4.6,1028.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,18,ChoInubFtfLUvfSkARoNL2cvMTFoNnI4a2pucRAB,https://www.reddoorz.com/hotel/indonesia/bandung/dago/reddoorz-dago-pojok-3?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,,,14.00,12.00,,Free Wi-Fi; Free parking; Air conditioning; Kid-friendly
LODGE-00994,RedDoorz Plus near Universitas Maranatha Bandung 2,RedDoorz Plus near Universitas Maranatha Bandung 2,exact_normalized_name,safe_apply_candidate,0.003621,hotel,hotel,OK_complete_enough,187230.0,160318.0,Rp 160.318,4.3,62.0,4.3,62.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,18,ChoImdi77Zmpj5mUARoNL2cvMTF0cl9rMmxodhAB,https://www.reddoorz.com/id-id/hotel/indonesia/bandung/sukajadi/sukawarna/urbanview-hotel-my-honai-setrasari?utm_source=google&utm_medium=mybusiness&utm_campaign=webclick,,Hotel bintang 2,14.00,12.00,,Free Wi-Fi; Free parking; Air conditioning
LODGE-01475,RedDoorz near Tegalega Park 2,RedDoorz near Tegalega Park 2,exact_normalized_name,safe_apply_candidate,0.004569,hotel,hotel,P3_content_missing,112485.0,144368.0,Rp 144.368,2.4,51.0,2.3,50.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,18,ChkI45KRqvugp_JRGg0vZy8xMXdtdDJfMnlsEAE,https://www.reddoorz.com/id-id/hotel/indonesia/bandung/regol/ciateul/pondok-metro-redpartner?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,,,14.00,,,
LODGE-01178,Rehat at Villa Golf Island Dago Resort II,Rehat at Villa Golf Island Dago Resort II,exact_normalized_name,safe_apply_candidate,0.005257,villa,vacation rental,P2_sentiment_missing,1224327.0,1503418.0,Rp 1.503.418,3.0,1.0,4.825,7.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,19,ChoQtNrwhr-B1N6-ARoNL2cvMTF5bHBzZGdzcxAC,,Hotels.com,,14.00,11.30,,Ber-AC; Balkon; Bak air panas; Bebas asap rokok; Parkir gratis; Wi-Fi gratis
LODGE-01577,My Hotel,My Hotel,exact_normalized_name,safe_apply_candidate,0.005414,hotel,hotel,P3_content_missing,175135.0,248108.0,Rp 248.108,4.8,12.0,4.8,12.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,19,ChoIgumd_NP_mdiGARoNL2cvMTFyZ2g3ODdiYhAB,,,,,,,
LODGE-00883,Casa de Apple Dago Bandung by RedDoorz,Casa de Apple Dago Bandung by RedDoorz,exact_normalized_name,safe_apply_candidate,0.003051,hotel,hotel,OK_complete_enough,241883.0,355086.0,Rp 355.086,4.3,324.0,4.3,325.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,19,ChoIwKmVgf7C9YOQARoNL2cvMTFjbnRxZHF4dhAB,https://www.reddoorz.com/id-id/hotel/indonesia/bandung/cibeunying-kaler/cigadung/reddoorz-dago-pakar-bandung?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,,Hotel bintang 4,14.00,12.00,,Free Wi-Fi; Free parking; Air conditioning; Restaurant; Full-service laundry; Kid-friendly
LODGE-00122,Sekararum Butik Syariah Guesthouse,Sekararum Butik Syariah Guesthouse,exact_normalized_name,safe_apply_candidate,0.006659,guest_house,hotel,P3_source_link_missing,284299.0,295645.0,Rp 295.645,4.9,93.0,4.9,93.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,19,ChoIy9qeoeurr9D4ARoNL2cvMTFnaDF2Z244axAB,,,Hotel bintang 3,,,,Free Wi-Fi; Free parking; Air conditioning; Pet-friendly; Restaurant; Kid-friendly
LODGE-00991,RedDoorz Plus @ Surapati 2,RedDoorz Plus @ Surapati 2,exact_normalized_name,safe_apply_candidate,0.002516,hotel,hotel,OK_complete_enough,182112.0,258994.0,Rp 258.994,3.8,131.0,3.8,132.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,19,ChkIg-2psfapusgYGg0vZy8xMWg3NjRneXE4EAE,https://www.reddoorz.com/id-id/hotel/indonesia/bandung/cibeunying-kaler/sukaluyu/reddoorz-plus-surapati-2?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,,Hotel bintang 3,14.00,12.00,,Wi-Fi; Free parking; Air conditioning; Kid-friendly
LODGE-01520,Arsallya Hotel,Arsallya Hotel,exact_normalized_name,safe_apply_candidate,0.001658,hotel,hotel,P1_price_missing,,,,4.1,285.0,4.1,284.0,False,False,"hotel in Kota Bandung, Jawa Barat",dataset_google-hotels-search-scraper_2026-06-13_10-41-28-154.json,20,ChcIx_e4gdmFqMNbGgsvZy8xdzkzNW4yMhAB,,,Hotel bintang 3,14.00,12.00,,Breakfast; Free Wi-Fi; Free parking; Air conditioning; Kid-friendly
