penginapan_id,name,property_type_final_after_p3,latitude,longitude,region_validation_label,price_lowest,price_display,overall_rating,reviews,hotel_review_count_analyzed,hotel_adjusted_sentiment_score,hotel_sentiment_label,amenities,primary_image_url,link,data_quality_score,primary_dedupe_status,primary_dedupe_merged_from_ids,data_focus_manual_decision,data_focus_manual_note,data_focus_merge_target_id,completion_priority_order,completion_priority_data_focus,completion_flags_data_focus,completion_route_data_focus,completion_score_data_focus,review_completion_rating_reviews_filled,review_completion_sentiment_filled,review_completion_price_candidate_available,review_completion_note,google_hotels_price_apply_status,google_hotels_price_apply_note,google_hotels_price_source_query,google_hotels_price_source_file,google_hotels_price_property_token
LODGE-00440,Imah Incu Inn,hotel,-6.8565362,107.5689391,bandung_raya_valid,,,4.4,64.0,6,0.5939956340191701,Positif,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG3HRzNTDRQJiWQO0EnxahrPzfmP4JqVNE17LI9V00CIF8s3aLKmsAaNIX3YYFEL7-GH9hOlsM_RuqS9z6SPhwvaadu3BzrkkeK6cm4uWoEf4BgKElPFtsC0ySh4CNbzrPby8Xa=s10000,,0.44,unique_primary,,,,,1,P1_price_missing,missing_price|missing_source_link|missing_amenities,scrape_or_manual_price,3,False,False,False,,,,,,
LODGE-00441,JK House Bandung,hotel,-6.8604893,107.5701401,bandung_raya_valid,,,4.7,23.0,12,0.6316495659938545,Positif,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEyNm3lIUWIL7hSrVpoyKO1CJS5emS7_N5pIcz-lPo_SbcZYzCVEH1_A68iet4dY6Kz1H_JkIpvmQUn6KiY4rggE14GDfZwrkKsfqb2OddjPvxSfKK_YnqthNlB4hBJZnAhhrYx=s10000,,0.44,unique_primary,,,,,1,P1_price_missing,missing_price|missing_source_link|missing_amenities,scrape_or_manual_price,3,False,False,False,,,,,,
LODGE-00450,Tepas Paviliun,hotel,-6.8679485,107.5796872,bandung_raya_valid,,,5.0,16.0,11,0.6495826227148892,Positif,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFiK7MWI9yRDu9cgaa2BU0sb8y5JVS3NRNMPd0zcENz5PTkCs-4ercw9oJtvTRou2WxjX2rjI1g2IULClcEAxnc-7w8ROYuI_AEeQZx_qnMGpkITXwOib0z0bUrENe-wTBzOLat=s10000,,0.44,unique_primary,,,,,1,P1_price_missing,missing_price|missing_source_link|missing_amenities,scrape_or_manual_price,3,False,False,False,,,,,,
LODGE-00445,Oyo,hotel,-6.8982107,107.561465,bandung_raya_valid,,,2.3,3.0,50,0.181168485021713,Negatif,,https://lh5.googleusercontent.com/p/AzHpBjkMYU9PZomd-UL9NA=s10000,,0.44,unique_primary,,,,,1,P1_price_missing,missing_price|missing_source_link|missing_amenities,scrape_or_manual_price,3,False,False,False,,,,,,
LODGE-00448,Sentra Duta,hotel,-6.8794165,107.5714681,bandung_raya_valid,,,5.0,3.0,0,,Belum tersedia,,https://lh5.googleusercontent.com/p/9Kr8vFNyvq1yH3sB9JsNcQ=s10000,,0.44,unique_primary,,,,,1,P1_price_missing,missing_price|missing_sentiment|missing_source_link|missing_amenities,scrape_or_manual_price,2,False,False,False,,,,,,
LODGE-00436,Collection O By Boboin Baros Near Stasiun Cimahi,hotel,-6.8974705,107.5369262,bandung_raya_valid,,,4.0,2.0,2,0.620391,Positif,,https://lh5.googleusercontent.com/p/Sw6sbnryuH7XP-Paifllcg=s10000,,0.44,unique_primary,,,,,1,P1_price_missing,missing_price|missing_source_link|missing_amenities,scrape_or_manual_price,3,False,True,False,sentiment diisi dari review valid dan model lokal,,,,,
LODGE-00443,Mega raya,hotel,-6.8937041,107.5701445,bandung_raya_valid,,,5.0,2.0,0,,Belum tersedia,,https://lh5.googleusercontent.com/p/1FM12lAF5V0adPikeOehXg=s10000,,0.44,unique_primary,,,,,1,P1_price_missing,missing_price|missing_sentiment|missing_source_link|missing_amenities,scrape_or_manual_price,2,False,False,False,,,,,,
LODGE-00455,hotel tirtasari,hotel,-6.8753955,107.5749747,bandung_raya_valid,,,4.0,2.0,0,,Belum tersedia,,https://lh5.googleusercontent.com/p/LahSPP1kCNTm8xHIFTRmRQ=s10000,,0.44,unique_primary,,,,,1,P1_price_missing,missing_price|missing_sentiment|missing_source_link|missing_amenities,scrape_or_manual_price,2,False,False,False,,,,,,
LODGE-00542,Suka Rasa Endah Cottage,vacation_rental,-7.0835,107.4828,bandung_raya_valid,,,3.65,93.0,19,0.53495766783091,Positif,Parkir gratis; Wi-Fi gratis,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0Zjp_spTw230IHNhOQYZRQ8Qznhl-AB-iIuiH6c7Hhue-GDRddqrK-LWqwCzF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sHrY9VmP2oVsLB5Ip-_d7po4WFPszFWsfHTv-d8dTkO3dvwhYnHCUquEZUr_G51U7X8Gq6y_U5YZQEDaB_cbqQg,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D2013760%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,0.85,keep_primary_deduped,LODGE-00726,,,,1,P1_price_missing,missing_price,scrape_or_manual_price,5,False,False,False,,,,,,
LODGE-00109,"Imah Safina, Cozy Private Home Syariah in Padalarang Bandung",vacation_rental,-6.8497,107.5115,bandung_raya_valid,,,4.4,4.0,0,,Belum tersedia,Ber-AC; Dapur; Kompor; Boleh bawa hewan peliharaan; TV Kabel; Mesin cuci,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzF_58GJnAX5_mH6JECdjicSlnfVeiW1gsXyL7v1VdttjFwmRSuO_Zso5aAwygP2FgEDmgXgzz6JhU7Bl7JNpyQqwFUUVf_1PlUcwWJeuGg==.jpg,https://www.booking.com/hotel/id/imah-safina-cozy-private-home-in-ngamprah.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-10612000&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-10612000_grp-0_gendate-20260524,0.85,unique_primary,,,,,1,P1_price_missing,missing_price|missing_sentiment,scrape_or_manual_price,4,False,False,False,,,,,,
LODGE-00131,West Castle @ 5 Minutes to KCIC Padalarang,vacation_rental,-6.8319,107.5182,bandung_raya_valid,,,4.4,4.0,0,,Belum tersedia,Dapur; Microwave; Kompor,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzI9fitU_MY4OxhcqIgVWC-QrBLcvllA8BM0xI4QpVObVHWeY6htIPZZjkb5deNa33zDRyXXPdgX-BlqGCSYKGneD4SYWhhFsbwn1fTQaFA==.jpg,https://www.booking.com/hotel/id/west-castle-5-minutes-to-kcic-padalarang.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-11814210&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-11814210_grp-2_gendate-20260524,0.85,unique_primary,,,,,1,P1_price_missing,missing_price|missing_sentiment,scrape_or_manual_price,4,False,False,False,,,,,,
LODGE-01394,SPOT ON 91482 Sentosa Home,vacation_rental,-6.8938,107.6014,bandung_raya_valid,,,1.95,3.0,0,,Belum tersedia,Dapur; Wi-Fi gratis,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZiYSYhzoU9kABaw2eebJE0T7J9EvYIYuHlAPyFJDHvuvhEVZF2-r-NX__ejF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csYWt6dZQ5HrU9YH_Mi1sOBJIp-_VR0o0tdfMtAxxDIiyYD4BSyNiZqAt1xXDKjOEhYqjEzXNlZvlZr2wnuoqqs6RMF1eSisC4h7-DTktP9tNbouiPaQZ4OCFwEhjRY-A8ePJ9Uldy4T87SVhJaCmoaWk-_3XmyoPAZE8kPHeod_SAAmf4E-CeBPDhsV0zjwUDu5-t5UVY5R_5RRfFEiFjkRkZ1hssNTBzs3rieQgBzlDCxFl7xBP8toV6NIZfzsllhPymlXoQN3KQ9rKE5ETPyhSm2yKDxNXODxfbhYdEqmew5GTjBGm0t8RuMpKRG_D_ID4oEkvkaw_XbdLV0xldKn3laMdD1M1LJNay8FMJ,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D23744991%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,0.85,unique_primary,,,,,1,P1_price_missing,missing_price|missing_sentiment,scrape_or_manual_price,4,False,False,False,,,,,,
LODGE-00536,Gunung bangku ciwidey rancabali camp - Tent,vacation_rental,-7.1447,107.3822,bandung_raya_valid,,,3.75,2.0,26,0.4210048072465961,Netral,Ranjang bayi; Teras; Bebas asap rokok; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/494830021.jpg?k=7cfe414c396963076e8b3183cb3a93810c2ac624c5ed8c8da1929ffb9ac49772&o=,https://www.bluepillow.com/search/6582db166c560103cb4444c6/1080472601?dest=bkng&cat=House&lat=-7.14473&lng=107.38224&language=en,0.85,unique_primary,,,,,1,P1_price_missing,missing_price,scrape_or_manual_price,5,False,False,False,,,,,,
LODGE-00117,Pita Asri Mansion,vacation_rental,-6.8688,107.4747,bandung_raya_valid,,,4.5,1.0,0,,Belum tersedia,Ber-AC; Dapur; Kompor; Bebas asap rokok,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlYG65CxyC0DxdZzT0Svqp_xWV0x6RzN52zB0LaP-tB5Q8fo3BGHZ2dQkybJyy14coCgd9Vt2RAy44eSxOb3a7Lfylp1tpU38iNuijcuGNhaf3aBJluCLw==.jpg,https://www.booking.com/hotel/id/pita-asri-house-kabupaten-bandung-barat.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-12101457&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-12101457_grp-1_gendate-20260524,0.85,unique_primary,,,,,1,P1_price_missing,missing_price|missing_sentiment,scrape_or_manual_price,4,False,False,False,,,,,,
LODGE-00563,Ciwidey Valley,vacation_rental,-7.135,107.4159,bandung_raya_valid,,,3.2,6.0,0,,Belum tersedia,Cocok untuk anak; Parkir gratis; Wi-Fi gratis,https://hotelmedia.s3.amazonaws.com/720/480/1065d3b24b5d9484dccea83524e58a851e17480f,https://www.bluepillow.com/search/6399f7f42146662d4c00f91f?dest=ago&cat=Vacation+rental+(other)&lat=-7.13499&lng=107.41594&language=en,0.8,unique_primary,,,,,1,P1_price_missing,missing_price|missing_sentiment,scrape_or_manual_price,4,False,False,False,,,,,,
LODGE-00627,Vila Kopi Ciwidey,vacation_rental,-7.1202,107.4415,bandung_raya_valid,,,4.5317,41.0,0,,Belum tersedia,Cocok untuk anak; Ranjang bayi; Kolam renang di dalam ruangan; Dapur; Microwave; Bebas asap rokok; TV Kabel; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/630965170.jpg?k=e4bdb29a9011a3b7a98d9431f541615af0a173f38db2a2ed092bd590b5ddc10b&o=&a=1538557,,0.75,unique_primary,,,,,1,P1_price_missing,missing_price|missing_sentiment|missing_source_link,scrape_or_manual_price,3,False,False,False,,,,,,
LODGE-00619,Glamping Gunung Bangku Ciwidey,vacation_rental,-7.1415,107.3797,bandung_raya_valid,,,3.75,26.0,0,,Belum tersedia,Balkon; Cocok untuk anak; Bebas asap rokok; Dapat diakses pengguna kursi roda; Parkir gratis,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/q-xx.bstatic.com/xdata/images/hotel/max1024x683/402603273.jpg?k=e8aaf9fa512605604ffbd5b54e05fcc1ba7527eed7b52ffbc3f7c23cbe135083&o=&w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,,0.75,unique_primary,,,,,1,P1_price_missing,missing_price|missing_sentiment|missing_source_link,scrape_or_manual_price,3,False,False,False,,,,,,
LODGE-00625,Shakilla house Syariah,vacation_rental,-6.8283,107.132,bandung_raya_valid,,,4.4,21.0,0,,Belum tersedia,Dapur; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/7447030/0/85bade03eeaa051d63ebc91de4e065f4.jpg?ce=2,,0.75,unique_primary,,,,,1,P1_price_missing,missing_price|missing_sentiment|missing_source_link,scrape_or_manual_price,3,False,False,False,,,,,,
LODGE-00617,Bumi Saddam Palayangan Cottage 1,vacation_rental,-7.1893,107.5485,bandung_raya_valid,,,4.5,2.0,23,0.7011652619172793,Positif,Cocok untuk anak; Ranjang bayi; Dapur; Pemanggang luar ruang; Teras; Bebas asap rokok; TV Kabel; Mesin cuci; Parkir gratis; Wi-Fi gratis,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0Z3JWwvShs8yMfOU-1d5Bt9jHxikjzGuua9yicd4-jiaWmEQJuyqq3NV7ICzF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csYWt6dZQ5HrU9YH_Mi1sOBJIp-_VR0o0tdfMtAxxDIiyYD4BSyNiZqAt1xXDKjOEhYqjEzXNlZvlZr3oz3ZbTsf9MKFO4isC4h7-DTktP9tNbouiPaQZ4OCFwEhjRY-A8ePJ9Uldy4T87SVhJaCmoaWk-_3XmyoPAZE8kPHeod_SAAmf4E-CeBPDhsV0zjwUDu5-t5UVY5R_5RRfFEiFjkRkZ1hssD3pynWaqeCYVhlHoxBR46jX9o4ZLJ5BP0stmhNLpgHkufGW9-viF5FfaySmykiOAwJ7MHADOkqlT93C3wmfgYkClt8RuMpKRG_D_ID4oEkvkaw_XbdLV0xlO_30rg_X0_Fyxhu1U-cLu,,0.75,unique_primary,,,,,1,P1_price_missing,missing_price|missing_source_link,scrape_or_manual_price,4,False,False,False,,,,,,
LODGE-00638,Green Hill Park Ciwidey,vacation_rental,-7.1418,107.3953,bandung_raya_valid,,,4.05,65.0,26,0.6584802141621849,Positif,,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0Z2ruAtT0Kw1plKSawSJFk5BDtgn3JE-CFuAPlLb7H_rmnMQ0Q0IfLU1LVOTF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sGo49Qn31oV8KBI1P5sx7h5AWfpA-AAMtOxfpA558yISbvDUo416unPgZdqnV2loZLvtez0Ey8pGsvKVHLlzZ78yt4qeJYnZy-_xEpfePVWpxFS5nXzSIY-Y_e8s_UDJA_ARyThpUfxztRHUl-mLL0YfVZjQJKEqzbc-9OGT6HqXEOdb-_9Xt_lruUGAbDQwi8I3Gog,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D116208465%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,0.7,unique_primary,,,,,1,P1_price_missing,missing_price|missing_amenities,scrape_or_manual_price,4,False,False,False,,,,,,
LODGE-00644,Penginapan segitiga,vacation_rental,-7.1688,107.5242,bandung_raya_valid,,,3.95,47.0,0,,Belum tersedia,,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZoLm1uh8J1Sc9GBuPfqAR7An7lWPqIJGggjfQB6HaqYbhGCNP-e_WUVG-LTF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csYWt6dZQ5HrU9YH_Mi1sOBJIp-_VR0o0tdfMtAxxDIiyYD4BSyNiZqAt1xXDKjOEhYqjEzXNlZvlZr2cp5LzctqJ1a2S4isC4h7-DTktP9tNbouiPaQZ4OCFwEhjRY-A8ePJ9Uldy4T87SVhJaCmoaWk-_3XmyoPAZE8kPHeod_SAAmf4E-CeBPDhsV0zjwUDu5-t5UVY5R_5RRfFEiFjkRkZ1hssD3pynXrjeDYRzFH4xQZ46gDvooVIOpJm0stxh87tgVMyfXKt-rKF91TO3RSykzSD0NbOHBvbhZdX8HCa7Cz0W235t8RuMpKRG_D_ID4oEkvkaw_XbdLV0xnobmZ8RRhaA98eU9u_YZdP,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D23402091%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,0.7,unique_primary,,,,,1,P1_price_missing,missing_price|missing_sentiment|missing_amenities,scrape_or_manual_price,3,False,False,False,,,,,,
LODGE-00702,Layung Rancabali,vacation_rental,-7.1466,107.3819,bandung_raya_valid,,,3.85,10.0,0,,Belum tersedia,,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZiJOQlh4X0FoYJBG-f5hQsizqsXCOG4-7ii_NcbLLtruyTCpj6qzHMkvifjF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csYWt6dZQ5HrU9YH_Mi1sOBJIp-_VR0o0tdfMtAxxDIiyYD4BSyNiZqAt1xXDKjOEhYqjEzXNlZvlZr2Ik4rzZqKJibFyCisC4h7-DTktP9tNbouiPaQZ4OCFwEhjRY-A8ePJ9Uldy4T87SVhJaCmoaWk-_3XmyoPAZE8kPHeod_SAAmf4E-CeBPDhsV0zjwUDu5-t5UVY5R_5RRfFEiFjkRkZ1hssNTJxnW7seAgnzFLoxBd46R-wtatAN5Fx_MhlutqkgGoTJ3HY4rCF5GmTyBSpyDTmx4vNIRDBhYBT82ew73bgcmH_t8RuMpKRG_D_ID4oEkvkaw_XbdLV0xlyIxA4h4oHdd9BHB5NegyH,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D117472553%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,0.65,unique_primary,,,,,1,P1_price_missing,missing_price|missing_sentiment|missing_amenities,scrape_or_manual_price,3,False,False,False,,,,,,
LODGE-01373,Kuldesak Villa,villa,-6.8834,107.5906,bandung_raya_valid,,,4.4,512.0,16,0.5121462669031976,Positif,Free Wi-Fi; Free parking; Outdoor pool; Air conditioning; Fitness center; Restaurant; Room service; Kitchen; Airport shuttle; Full-service laundry; Kid-friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFBoW-41exkED49MP3F11MpQuIBw3LsSImf0GfqzUCY-aoSwzhoQDPBGrS3KzO_MJC9HSeUHaKVgeRrB1vC4J-OAYBl2U5v_vkSxeNa3TRNbdGtNXt3Kw8lvWCciE8piRPywLq_=s10000,http://www.kuldesakvillas.com/,0.85,unique_primary,,,,,1,P1_price_missing,missing_price,scrape_or_manual_price,5,False,False,False,,,,,,
LODGE-00547,Villa Bima Syandana Resort,villa,-7.1054,107.4853,bandung_raya_valid,,,3.0,3.0,0,,Belum tersedia,Bebas asap rokok,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlYG65CxyC0DxREz_1jk1X9c4QlKcWuXBU1G1MZUpggr0gmMV2_a4_LWme3Hpcr90zJqCOwNkwpwfXETq-oD77ZceZVup70wIh1XBJa5XsvVZhbLt2tHDg==.jpg,https://www.booking.com/hotel/id/villa-bima-kabupaten-bandung.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-9534709&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-9534709_grp-1_gendate-20260524,0.85,unique_primary,,,,,1,P1_price_missing,missing_price|missing_sentiment,scrape_or_manual_price,4,False,False,False,,,,,,
LODGE-00543,Unit Gypsea Villa Deba Sugihmukti,villa,-7.1145,107.4504,bandung_raya_valid,,,5.0,1.0,25,0.6797318408545775,Positif,Kolam renang luar; Bebas asap rokok; Parkir gratis; Wi-Fi gratis,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZoZeZvSsI6n42Fk69eoNv0wXl8F7fPOGI90_7cZ7co46HDAtu_om8AlvHejF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csYWt6dZQ5HrU9YH_Mi1sOBJIp-_VR0o0tdfMtAxxDIiyYD4BSyNiZqAt1xXDKjOEhYqjEzXNlZvlZr3wfuoXotJgzEmC4isC4h7-DTktP9tNbouiPaQZ4OCFwEhjRY-A8ePJ9Uldy4T87SVhJaCmoaWk-_3XmyoPAZE8kPHeod_SAAmf4E-CeBPDhsV0zjwUDu5-t5UVY5R_5RRfFEiFjkRkZ1hssNTJxnW7seyYZyVLSxF176jXzoqxQNJJh9IxxqtG2gUQ-fnKA6rOS2mHb3TmYkSO-6pzMHxTPkrpb8meJ63D1cWn8t8RuMpKRG_D_ID4oEkvkaw_XbdLV0xmKGoZTYvx0_0tpsNiyu7-S,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D118199799%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,0.85,unique_primary,,,,,1,P1_price_missing,missing_price,scrape_or_manual_price,5,False,False,False,,,,,,
LODGE-00602,Villa Kampung Karuhun Sutan Raja,villa,-7.1095,107.4939,bandung_raya_valid,,,3.465,61.0,25,0.5814423261696695,Positif,Parkir gratis,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0Zp8TtnxcM618EayqAV7JH9SjApnmPBYOy9hPJdKLEp52YNAhJ0-S_Vn7PLTF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sHrY9VmP2oVsLB5Ip-_d7po4WFPszFWsfHTvQUcFQgOGavAhUmXCUquEZUr_G51U7p83L5IhGprjGjyOIcDMuig,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D2325670%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,0.8,unique_primary,,,,,1,P1_price_missing,missing_price,scrape_or_manual_price,5,False,False,False,,,,,,
LODGE-00144,"Alayam Villa Padalarang for family near whoosh, wahoo waterworld & ikea",villa,-6.8486,107.4719,bandung_raya_valid,,,4.05,9.0,0,,Belum tersedia,Ber-AC; Dapur; Kompor; Boleh bawa hewan peliharaan; TV Kabel,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzC-2IbkC4L0CRPn-LNRRS95vBQVo_VPvFDlo_24NemmpD60RdV_Tku9u7uwD7aVXZuK40jVwFZXi6gsRsWs5WXNeWo3_YMgFXF39LG7bRA==.jpg,https://www.booking.com/hotel/id/alayam-villa-padalarang.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-14428940&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-14428940_grp-0_gendate-20260524,0.8,unique_primary,,,,,1,P1_price_missing,missing_price|missing_sentiment,scrape_or_manual_price,4,False,False,False,,,,,,
LODGE-00557,Aubrey Villa Ciwidey,villa,-7.124,107.5054,bandung_raya_valid,,,4.225,8.0,0,,Belum tersedia,Parkir gratis,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0Z2YSl7zYu3k4zZheWfKJzzTP-p2HBQbCh9k3yJ7LLu6aFHCxQ_r_kIQruFzF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sHrY9VmP2oVtSPacx5dpRpY0tdfs0O2klORT9A5pSgPGUvCZQ3nG9m-EOZqnU2loVa_tw30EzzJHpqJtPIEiv44a6z7CSYHZm-_9psqmbVWZyFToLBjSmUvQ_a_k-UzMzoRBldxpfcmu2e1QPP0vWGzBLS6cSLlQwvYzE5w,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D6505463%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,0.8,unique_primary,,,,,1,P1_price_missing,missing_price|missing_sentiment,scrape_or_manual_price,4,False,False,False,,,,,,
LODGE-00168,Naomi Nala Villa Bandung,villa,-6.8639,107.4572,bandung_raya_valid,,,5.0,1.0,15,0.6761500048492849,Positif,Ber-AC; Dapur; Mesin cuci,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzK-KbPbui01q72olD6AJ-fOwQqyFBVGJ034LbuaUIsKNF6usvH5ARlfyGBIaO054EUkkY3OPDnk1H2kUP7Crt_Ru93L8y68tlUqtZ82Ccw==.jpg,https://www.booking.com/hotel/id/naomi-nala-villa-bandung.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-14040253&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-14040253_grp-1_gendate-20260524,0.8,unique_primary,,,,,1,P1_price_missing,missing_price,scrape_or_manual_price,5,False,False,False,,,,,,
