"imageUrl","title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categoryName","url"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGupIyK3CbRKFlEHMdPsrC5XwQ9LBpSWJHEzQRdGyEEmMJ_BVnH5wPv7iOqlXhNRiIGy6o0qnllRjP8wZBm-zXed89yP1rw7MTwdUDcn_7APVt_fkb55qKFIYZfU6U_XBkWM1iU=w408-h306-k-no","Kampung Cireundeu","4.7","501","Kp.cireundeu","Kota Cimahi","Jawa Barat","ID","https://www.instagram.com/visitcireundeu/?hl=id","+62 813-9489-2003","Pusat kebudayaan","https://www.google.com/maps/search/?api=1&query=Kampung%20Cireundeu&query_place_id=ChIJ5Rrrf2flaC4RRjRvESawz60"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGvLGgUucwW3ft6AmXURM2GqXKZnhFHpR1Ot2LDbPMivMTy5chPr9FQejeC8j0ToIRI4pipzPt43of_E3KfWnJbVUxsqAYtOD9dBYlN0CHUG_xuHCxEkiLVeFuNTihtw64CGvBP=w408-h306-k-no","Gunung Putri Lembang","4.6","3908","Jl. Gunung Putri No.184","Kabupaten Bandung Barat","Jawa Barat","ID",,"+62 821-1759-8382","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Gunung%20Putri%20Lembang&query_place_id=ChIJ9dtIQFrgaC4RJNNihk5eBuQ"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGnwR6Hi4GGhTsdZYLc5FgZUBYbwqt_H1dZKjwdS0N0oSoR-3TdpAalfOnw1sQUR3Er5lZn9UfHKeW07h7GlffDjoKE0NjJWxayq1mamWY7llKxcPUA1FG58-94J0Ofr0BsVF6nDA=w408-h306-k-no","Kampung Karuhun ECO Green Park Sumedang","4.4","2474","Jl. Pagarbetis","Kabupaten Sumedang","Jawa Barat","ID","http://kampungkaruhun.com/","+62 811-2182-015","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Kampung%20Karuhun%20ECO%20Green%20Park%20Sumedang&query_place_id=ChIJvfqDi__RaC4RqN__FAtEJtE"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGyKJxDGK2R8hBX0JABy9oaN640bu-TQZy8d7QVnYg36CrF4duRnNjYmwtWtDfhpBKnM6c3N4HUWiDQHcKJ6hXlovm6-QTxqpQrpt5ODpoSgwCMa9e85XzRUtxWQaKjIkwB77ix=w408-h250-k-no","Villa Shoeny Kampung Toga Kota Sumedang","4.3","12","Jl. Kp. Toga Blok J3","Kabupaten Sumedang","Jawa Barat","ID",,"+62 812-2443-377","Vila","https://www.google.com/maps/search/?api=1&query=Villa%20Shoeny%20Kampung%20Toga%20Kota%20Sumedang&query_place_id=ChIJQ-82SsvRaC4R3cAdpNjhWZc"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFXy-ynkonPalP5EYSKOLuGdjEbe5D7z2ebH-NDhAuBi2MF_5xNZp4vPAp811dM12xlvxFSZfYxRI7-vD1GYvnruRBTNGewAkYB4Lv8c7wZZrmf6HdHzDMEUZpbnB4Pqm7Vz_2p=w408-h306-k-no","Jans Park (Jatinangor National Park)","4.5","4486","Jatinangor Nasional Park","Kabupaten Sumedang","Jawa Barat","ID","https://www.jatinangornasionalpark.com/","+62 838-2115-8759","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Jans%20Park%20(Jatinangor%20National%20Park)&query_place_id=ChIJ_z1GJJTbaC4RWY6r3Ewq5EI"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEekHqd68TS5gf6jC-_aepDQYgaOoeJBGMF3LWdyA05OgNFdr_aFEWcuDSVhLAZ4-Y3gDxfCILol1DjWcVxrozL7qgvTH8zxVuo5TdEquxYmKIGY2RyXwSdlnUTDZRIcDFLUm6P5g=w408-h306-k-no","Kawah Putih","4.5","7984",,,,,,"","Danau","https://www.google.com/maps/search/?api=1&query=Kawah%20Putih&query_place_id=ChIJD1HcgxOMaC4RPqij5LgbtPo"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEnuMfZdW-xVwIYnTuNzV81uAzPavC6CapdO7GrsBiRlK7J0E-ENLfbiHEBKf0S7WakvVdSGxve19-6rn6_0HRPYIJJzG0QH_XxWmvwIerP4Lt8j8OeOPbbjsQJl0kKKLY4UHCC=w426-h240-k-no","Jendela Alam","4.5","2855","Komplek Graha Puspa, Jl. Sersan Bajuri No.KM 4, RW.5","Kabupaten Bandung Barat","Jawa Barat","ID",,"+62 22 2788482","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Jendela%20Alam&query_place_id=ChIJG2FOuWzhaC4Ri9rRVo6onlQ"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEBukqrTnWIISJQsVMT1xA_l959VCV0ME4njBWfRviwqkeb-ZrpxjCqWI4F2ilKeAKUOTnImVJpBGGhclUHZGVcBAEnbu-1nVbHrWf0hB_TYsq0DmgUkfG2PL1OiQhFlO-AgSQ=w408-h273-k-no","Alam Wisata Cimahi","4.3","5090","No.157, Jl. Kolonel Masturi No.KM.4","Kota Cimahi","Jawa Barat","ID",,"+62 22 2700228","Hotel Resor","https://www.google.com/maps/search/?api=1&query=Alam%20Wisata%20Cimahi&query_place_id=ChIJAbspL_PjaC4RGwfytELeq50"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmnNbt2HObP8bIj8T5woz2_Gn4brOIG10tz3GJpIWh6ZgQIt7WBwx53tqe2CIplibjofUBDa5RONLBkTZR4J96dzdqzcI9Vo0WjbgR6_fFknEeTe-I4LVEnR10BNhRqem_aWKWYFCPppv8=w408-h306-k-no","23 PASKAL Shopping Center","4.6","37660","Jl. Pasir Kaliki No.25-27","Kota Bandung","Jawa Barat","ID","https://23paskal.id/","+62 22 86062942","Pusat Perbelanjaan","https://www.google.com/maps/search/?api=1&query=23%20PASKAL%20Shopping%20Center&query_place_id=ChIJY5o-gCXnaC4Reo4OMevT_Ic"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGrYSpPNR6e9akmyCX9g60zU62XnUGxs5CYBsdvuBe0mYl0pxhIHEMgixQxdoFaQyjfGCXawNjaxzlVYKpurVhhKVKyPob5oUqPvC3DZnNYRUbQQOyr9HtuykXrSNHzJ4oWlNoKAA=w426-h240-k-no","Alun-Alun",,,,,,,,"",,"https://www.google.com/maps/search/?api=1&query=Alun-Alun&query_place_id=ChIJIfvr4C_RaC4RCBq4ogyDF-w"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEQikNlORJZY4ikaRzag6HbCYFMrUf-Z6R157s_5tnTFT4Ba_KgF8xiVZHaMQ8dl6LQgMm0vEOjIBs-TjuybWSPOdyd-IefEH1WlKQ-l1AP04l-VQ_1yhNXyGFZsKSOfDzdYus=w408-h544-k-no","Science Centre Soreang (SCS)","4.2","221","Jl. Al-Fathu","Kabupaten Bandung","Jawa Barat","ID",,"","Museum Sains","https://www.google.com/maps/search/?api=1&query=Science%20Centre%20Soreang%20(SCS)&query_place_id=ChIJT5am-yzsaC4R8d41BslXPOI"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFYPN-M5Ope6ytOmb6U4Esfcd6xWPIuHkV3R7R3_HX6avqlq8pyn5Mlpyhhu2WWyhjl7YTc-zWGezFzxjHuxGR83ddKDLTEhjEo6eHqahxuIIkMkIrkZty7LzxfjwQFWZ7Bdpc=w408-h306-k-no","Bandung Carnival Land","4.5","478","Jl. Sirnagalih No.15","Kota Bandung","Jawa Barat","ID",,"+62 896-6230-5758","Taman Hiburan","https://www.google.com/maps/search/?api=1&query=Bandung%20Carnival%20Land&query_place_id=ChIJV5Cb-IzmaC4RmueQMGTE3VE"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHiNZFMzykBAJkrWsmEyeMz6rOMuVBD3A-HeSNWqpBUAMNizSGa0WOCrxD_GMB78kS97e00TVoSyewPRA03GpBT68AZPBurWQnAzmRKkHlroLvGnUS_hlUHP5YMc58lq8QT9RBJLQ=w408-h270-k-no","Bendungan Jatigede","4.2","1410",,"Kabupaten Sumedang","Jawa Barat","ID","https://www.youtube.com/@jatigedechanel","","Bendungan","https://www.google.com/maps/search/?api=1&query=Bendungan%20Jatigede&query_place_id=ChIJlYDVNQ8tby4R022zvEUEPcM"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFoqSgw2dONM9MKC-nz1LXhI6T3wbDk7HN0NDAxlZCt1A5eqrcJ4CoTH0zYxzqMh2TbvUlLNDFAYlDOwdE55aimnwQ1w1HAJ0PeG004QFnnRn4IROfW1dW4eCii3eIjnapnkVvujQ=w408-h306-k-no","Bukit Jamur Rancabolang Pasirjambu","4.2","1798","Jl. Raya Ciwidey - Rancabali","Kabupaten Bandung","Jawa Barat","ID",,"","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Bukit%20Jamur%20Rancabolang%20Pasirjambu&query_place_id=ChIJYXiIOoiOaC4RIKbo7HeucVI"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGbvStL1vIqEnHrmIwBmjvnMMT-ADWetnpKSr5aoOa-F2CxJpvc-v8FrAOZsU-DH4-0A04uzI-aP3GQlKxqVSQF2tc1rxyQAo9UdCLha58UW5BC5bu_tOeRNSORcN6pOgWbKVw=w408-h306-k-no","Amazing Artgames","4.5","6159","Jl. Dr. Setiabudi No.293-295","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/amazingartgames/","+62 812-2088-8325","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Amazing%20Artgames&query_place_id=ChIJJxuuu7fmaC4RJ3PO4pMZDwU"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGinKJcxvXRYIb6Wc83OlArNX-9SVkQwH28Lep1rpIPLAkiq8hB1Fg_aiL7XBkFH7UbPXwXJW6TWXvPMo42tC8d5N8QOhU6RZ0ZxspFxdlyTQyI2MbUc_gZFja2V-SMf6Dkizyi=w408-h306-k-no","Bukit senyum","4.4","785","Kp. Pasir Manggu, Desa","Kabupaten Bandung Barat","Jawa Barat","ID",,"+62 838-2115-6336","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Bukit%20senyum&query_place_id=ChIJ26aRnXsdaS4RgBltN-WCsLM"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEeBL2-4uh8QGIID0uNtKsJWrpA9uA09zHqEg438JOEW0yHCOWGjU59pfwT95EJAIX0KsJkCTMeT4XY1DVJmwluQ-1hCU-Sh-2OqgvQAkkE4zpYlws2RzSbex1jF58zgYiEbDjmwQ=w533-h240-k-no","Bukit Moko Bandung","4.5","5909","Jl. Cagak","Kabupaten Bandung","Jawa Barat","ID",,"","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Bukit%20Moko%20Bandung&query_place_id=ChIJQ3R59v3daC4RKFb28zEu34Y"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFmlSKP7CsUFzyfybMkNCEvcp23MjtiITuvpxyK5NSXFZxvhpCQCWv4yOw_8pYuqzOjEL62rHLq1zk6s5Mor6us1Uj-uShSGYgpDwEL6sli4mH4WLXKqZyGd4qFsdIqwfNphGk3bQ=w408-h306-k-no","Alun-alun Kota Bandung","4.6","118735","Jl. Asia Afrika","Kota Bandung","Jawa Barat","ID",,"","Taman Kota","https://www.google.com/maps/search/?api=1&query=Alun-alun%20Kota%20Bandung&query_place_id=ChIJMcIOvp3oaC4RZdAMyaoSdBc"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHP3jwG2JH1BfrHIQJSA7WRAYIDnSpFiEqBbvbc9a8j5lGTXiaOru0eJmacOY83j_SQjQtGtELuqU94Vs7u0aqo-DTcLdOVM-3rrGdsPU0DI1m29bAeW2T3fSJahpMUypbsD2_Ff3A_o3El=w408-h544-k-no","Bandung Indah Plaza","4.5","51775","Jl. Merdeka No.56","Kota Bandung","Jawa Barat","ID","https://lokasi.lippomalls.com/bandung-indah-plaza-shopping-mall-kec-bandung-wetan-bandung-557252/Home?utm_source=locator&utm_medium=googleplaces","+62 822-4633-8554","Pusat Perbelanjaan","https://www.google.com/maps/search/?api=1&query=Bandung%20Indah%20Plaza&query_place_id=ChIJc27DwTfmaC4RjYWcrnohU5I"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEVoCeBuJdkb2CXVzjlApFX5Yt990Hj-qACqFgnPKNk8RkEZjmp5y_l8UtLL1_npsxKYet51-2JffrgXPph03enAWLpv96JvKgnT3jW4IFjw0sliozY9X7X1bb4X-RI_S5nUIyw=w408-h544-k-no","Bumi Perkemahan Ranca Upas Bandung","4.7","109","Bumi Perkemahan Ranca Upas, Jl. Camp Ranca Upas","Kabupaten Bandung","Jawa Barat","ID","https://www.rancaupas.id/","+62 813-5956-9984","Bumi perkemahan","https://www.google.com/maps/search/?api=1&query=Bumi%20Perkemahan%20Ranca%20Upas%20Bandung&query_place_id=ChIJdf3YYNKNaC4RYQK0inVWkg4"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGB1-jddHamy2JkHn63VEMJacY_amvg-QiehDm4viah4QQ4RhoKeO3dKmaiDMN3gr2wL22cwBKCC_UblnFgvZ3676NppumLjNERP_-TcHKRatkFO-UdOkE34dkQe95dmuF4lYkMyQ=w408-h307-k-no","Braga CityWalk","4.5","25301","Jl. Braga No.99-101","Kota Bandung","Jawa Barat","ID","http://www.bragacitywalk.co.id/","+62 22 4260533","Pusat Perbelanjaan","https://www.google.com/maps/search/?api=1&query=Braga%20CityWalk&query_place_id=ChIJKx94lRjmaC4R-sOzyqFC7P0"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHI8-qhHY_QjZWhrF6vXu6DLpFUGIiWuP5Vzy0lZFAZCyebMoOxsln9OBnBkknbeYAgxuRz69q-j5VLchme9iKAt2wnUaqu_HDQ8ew7PQGp4A9iguDAcoySNW8SvBvD0aMJAaZPcXEBzkDa=w408-h272-k-no","Cimahi Mall","4.5","3198","Cimahi Mall, Jl. Gandawijaya","Kota Cimahi","Jawa Barat","ID",,"+62 811-2233-5546","Pusat Perbelanjaan","https://www.google.com/maps/search/?api=1&query=Cimahi%20Mall&query_place_id=ChIJYVoj2MflaC4RV6d342-reic"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-YTadvnvY2Cj5ZO2rF7hSw5rg9_r-xL4exJfLjlc1JfxO8bUQfS5GuG_UNAr69W5ts9pMBbAKiyaRZIgvrIOln8_R9xv65LWtKFO1RGeKnfk0TVF74SPQTt_w4GxUe-J1p2Pe9A=w408-h316-k-no","Ciwidey Valley Resort","4.3","10156","Ciwidey Valley Resort, Jl. Barutunggul No.KM. 17","Kabupaten Bandung","Jawa Barat","ID","http://ciwideyvalleyresort.com/","+62 821-1782-7026","Hotel Resor","https://www.google.com/maps/search/?api=1&query=Ciwidey%20Valley%20Resort&query_place_id=ChIJXYvpDPGMaC4RsV7rS36ygoA"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEypGGGy3re24nszoNFZQftlAeO00jjRHdKP72Tf_hV-z_u-XPZFQklPHblqX3JV1Tte-NCfqkR7wwHkBEXBSsdqgX4Fq216uySd_YXPEjsustDwMLKQ87Lj8qzKVy5ClOmYFaA=w408-h306-k-no","Cadas Pangeran Sumedang","4.7","824","4V85+WCC, Jl. Nasional 5","Kabupaten Sumedang","Jawa Barat","ID",,"","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Cadas%20Pangeran%20Sumedang&query_place_id=ChIJh6Pd8-PRaC4RT7XMpGjIQ98"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmiBADBpMYeLiO6XoRf_rp_LwyUUoQFHJCa9J8IleT7B5J4rFMilnDv147nZOnW2Cb0VQBwSDjqx0Xiy_JXu2O4gxixwiGrj_ebfQIu_10h53pcwAv_nF4KdyJW_1eCW92ewgi=w426-h240-k-no","Chinatown Food District","4.5","90","3JH2+875","Kota Bandung","Jawa Barat","ID",,"","Restoran China","https://www.google.com/maps/search/?api=1&query=Chinatown%20Food%20District&query_place_id=ChIJiXX0TCLmaC4RaXQX0UqcoOs"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHkfKcrhZZ1TUTrulqqtUOkyvkWJ6sPiQoclk-6R3nSAbzFd48dNnTOMCcUSKtNrApMzWh5Gu3uFlhW8xEloFG3XsHVdVTEtG9VIQowfcoMQX9Lr2R7XBqvXGYcfgYygCP_PZCL=w408-h306-k-no","Curug Malela","4.5","1086",,,,,,"","Air Terjun","https://www.google.com/maps/search/?api=1&query=Curug%20Malela&query_place_id=ChIJ5aofLVBZaC4R4lZOp5B_emM"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAH7bAKueHciHOa_wXE1KLIJ-Wybwnb50dAcQRWL9HQZvqe5_UkjPX63XhOmRheKnYcaVj-ydku4kMQ-uQ-BUYvQwAxkWlQnXMbpZ8Q2g5bLFYN0w2HhVZ0nk2eHplMkgfEVUXC2=w428-h240-k-no","Curug Cipanas","4.1","6588","Jl. Nagrak Tengah","Kabupaten Bandung Barat","Jawa Barat","ID","https://www.youtube.com/channel/UCMiyQ2_aFMr6HPMyqOz2m4Q?view_as=subscriber","+62 821-2614-0278","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Curug%20Cipanas&query_place_id=ChIJUZR7YpnhaC4RQs6M-vOT2rA"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFqmeWly6BlVQiDTodLC7X-0EsS-2lXtyuNquB-nJnOs6txjJNxiP9rxIPlQN5MgQobcM-dGFv9XeTHZq-Dw92Hp7dgLEhth0tyLhUFImtiXaKBknvc5Q9lvzKeVnRDtrAWkRSH01nJhpI=w408-h306-k-no","Curug Maribaya","4.2","5163","5M93+WXW, Kampung Cikondang Lamajang Pangalengan","Kabupaten Bandung Barat","Jawa Barat","ID",,"+62 811-2228-022","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Curug%20Maribaya&query_place_id=ChIJAxCGK6XgaC4RNltQlv39MKE"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAH83wilfS19dFUwaP1ZnUnquls-5PSTd2zux_2C2qDGaFUtgg_F_ZiUidoaTmWgeh5_x-5vRsaCFa9arN3O1-HFLkWEeKKg3HaKyo9Dudgi6loLcCc1ZOm3VvK9bURIrkfOBk2D=w426-h240-k-no","Cimahi Techno Park","4.6","2244","Jl. Baros Utama No.78","Kota Cimahi","Jawa Barat","ID","http://www.cimahitechnopark.id/","+62 22 86121025","Balai masyarakat","https://www.google.com/maps/search/?api=1&query=Cimahi%20Techno%20Park&query_place_id=ChIJxSRe6BflaC4RFIkDdhFfap4"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAF9K9iic3rvScufkk0ibUWB6GZ_2CpAcg7J8hRj_Y7MeOxHUIW_A9EM5xqANhTY3D2hkGPdqgUY9ZNira-mBsBPqQtvb61NeY7I7XjA1KRs9W7IQvOI6-TnitE7uRKRfhqrHLQ=w408-h306-k-no","Curug Pelangi","4.7","1325","Jl. Kolonel Masturi","Kabupaten Bandung Barat","Jawa Barat","ID",,"","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Curug%20Pelangi&query_place_id=ChIJc5yw4_fhaC4RhxOyVZWZifI"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAG5a_tSc8FhxMrVA6U3ZcaPaJds1AnkUj6Bp1Ao8esDjaT9VgL1tKFqq9wqrs7aCIVPbDtZo8Uw8Jovv1oaQTNfY9M6ZpfWoJh46pvz1pW9Un0Du7pbq216oTbAFwjLbkmdm0OfFQ=w408-h408-k-no","Saung Angklung Udjo","4.7","17127","Jl. Padasuka No.118","Kota Bandung","Jawa Barat","ID","https://angklung-udjo.co.id/","+62 821-8282-1200","Pusat Kesenian","https://www.google.com/maps/search/?api=1&query=Saung%20Angklung%20Udjo&query_place_id=ChIJBYSGT5DnaC4RnEy6JfAzvO8"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAH-NFhFVqaokzLReRq2zXB5Zzc1nmaj_WjNUMwQfO6CqY4bsx0_44TqjE6OjooZP9omPm7OtylHL7cdCVh2PRCV9OKdITYJh5a5EbyOA-6yjnOSdUqDcH_4tXO0uZS7KG0sgqvisQ=w427-h240-k-no","Curug Gorobog","4.4","741","3XP6+J75","Kabupaten Sumedang","Jawa Barat","ID",,"","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Curug%20Gorobog&query_place_id=ChIJewt2agfSaC4RZihBj03HWQw"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFEFb2zQ1RKVUAF_A17ZwoKbWxrPnPG4jh8o554usw6SWd6m8EWgaOcBqdXpL4VWKLIOHjkj5tnnMs8Nol-m65Z2sSgshYp--HFngHTVQ0Nhd4l3uCV0Bb0WBXXxFqOIS4xDCk=w426-h240-k-no","Sanghyang Kenit","4.6","1522","Cisameng Cipanas","Kabupaten Bandung Barat","Jawa Barat","ID",,"+62 838-2239-1086","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Sanghyang%20Kenit&query_place_id=ChIJ1aA5wKX5aC4Rp5i9J9cpnes"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGVmwO8paLqxozk19d4LZCT0-pKf-R4vo2PaPa63EcySE90N5UGnwhWr3T1nVf03yQq14D65x2DJXf57BIhGo1UscpbX4kzHU-qM4_21ip70xvAJ09unlhocrAt5IFM1BEJxcEU=w427-h240-k-no","Situ Cileunca Pangalengan Bandung","4.6","3342","Jl. Situ Cileunca No.19","Kabupaten Bandung","Jawa Barat","ID","https://situcileunca.id/","+62 812-2254-8789","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Situ%20Cileunca%20Pangalengan%20Bandung&query_place_id=ChIJQbOiLW6RaC4RiksSLDjy9eg"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGeGP5_OoqdI_RVjr2inPpu2URi02b0Xi_YwJZmWbCZOq4d3W_RC8GVbVSu7aI18uFvSCw02Agc3pAPoOi3oyM-O8vjiRJhcMAdOaZDOFBg-w8FHJ4FNWaa0duFLLi5dO1bJfIgcSSIndM=w426-h240-k-no","Situ Ciseupan Cibeber","4.6","130","4G48+MCP","Kota Cimahi","Jawa Barat","ID",,"","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Situ%20Ciseupan%20Cibeber&query_place_id=ChIJR25lkCjlaC4RY3tnjTlnmp4"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHSKH6CaB0v3e-4jLK-5ldmEfU3WwZEAkZUcBO8aTLLQ-9r4ahekESeowqc-SP24zhUnsCUSOd9r8BeoUH3YnkdKITKkzsSCTyw8_muqf6U5QDrrxaUyYX-h_HgIsuQ3n54wAP4=w408-h306-k-no","Situ Patenggang Ciwidey Bandung","4.6","816","R9P4+9V5, Jl. Situ Patenggang","Kabupaten Bandung","Jawa Barat","ID",,"","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Situ%20Patenggang%20Ciwidey%20Bandung&query_place_id=ChIJXWeYBsSLaC4RICTFYD3rAtY"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAF9RVvdspKzGupA9cYVNgPlIS1LJdBeWOAJI8SFFDLfsbeyCG2YNGr0zMmpAWquzQwT1JIbdadUemkamU5FKB78VWrb27MHDCsCKHkmoL6DYFcgnZfFpdbAGiLDkbcFeE4ZNBoY=w408-h272-k-no","Situ Cisanti","4.5","1027",,,,,,"","Danau","https://www.google.com/maps/search/?api=1&query=Situ%20Cisanti&query_place_id=ChIJF3ouIC6WaC4RTkvPHo8ggTk"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAH4Gf0Wu05F0aMKTlf9wivPy_aSL3zi3xfbykok5GMRZswMaQrcUFvcUBW0NyKL2HwmVwoEP5wtoSTvKgLQnGXRLoLiVzA-kamojxSnu9hJmiAY4vOP10uC088PWJrfy9HqEkE=w408-h306-k-no","Stone Garden Citatah","4.5","4089","Gunung Masigit","Kabupaten Bandung Barat","Jawa Barat","ID",,"","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Stone%20Garden%20Citatah&query_place_id=ChIJ7bjao1n8aC4Ro5xdaKfIDnI"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGNari0veC-7yOzYK-PmQdUfoYwCPETHKM5LOkERTx0UaF0iHW4SIkxn57zCujH1jyojB_MC5Ol3Vfq1FqWjgl6EkuMEXJFGTjdOpDo_dPwcgoCLPbPVHcSR_vAQuToR7whOmr=w408-h306-k-no","Selasar Sunaryo Art Space","4.6","2483","Jl. Bukit Pakar Timur No.100","Kabupaten Bandung","Jawa Barat","ID","http://www.selasarsunaryo.org/","+62 22 2507939","Galeri Seni","https://www.google.com/maps/search/?api=1&query=Selasar%20Sunaryo%20Art%20Space&query_place_id=ChIJg1CUJCLnaC4RWi9isYL83ug"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAGSTl3e6mhV1k1e9TE_r8BHHH5G9kZYAtxu9f336eSXvqFPL85Fms06WNibuvtbaT7NWN33H5_gexiDo5PFtOOblMaYDPW61ox87RstPNoy_Vh4ooJVNZiiFyY4NP-nYkHyD2MIvTubkbz6=w408-h544-k-no","Taman Endog","4.3","7458","5W3F+2JP, Jalan Mayor Abdurahman, Talun, Sumedang Utara, Regol Wetan, Sumedang Selatan","Kabupaten Sumedang","Jawa Barat","ID",,"","Monumen","https://www.google.com/maps/search/?api=1&query=Taman%20Endog&query_place_id=ChIJ1cP5YznRaC4R9B4AmCPxP9Q"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEcdmOycjLRyGB2iCHtZBdYTgArPllROaWbxVGoS3WwnkD2sT7JihZlNHvKqHYe5o-mHVMqfvT0vwSoI1Odbj-SaTciCfna6Z3FkQaaXBPz_Kq5fAo68hvvK7SacfcQCSsV22c=w427-h240-k-no","Sunrise Point Cukul","4.7","5044","QG8Q+J2R, Jl. Cukul","Kabupaten Bandung","Jawa Barat","ID","http://www.instagram.com/sunrisepointcukul","+62 822-4000-9003","Titik Pemandangan","https://www.google.com/maps/search/?api=1&query=Sunrise%20Point%20Cukul&query_place_id=ChIJNVohHfGQaC4Rn9CGfUiBBoI"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHzEsAmHrS580FemgC9xTfBY5zvzAgwqFWRoBX9gSMaPUrnRpRgQ_hISWWV4y7qSCJIZF1q7I7XzgPClf4ffPwHiMHfNKjRl58rWijVAUS0GAKQ8yNe8xwX6Tmobg3EVU_TgWqw=w408-h306-k-no","Taman EcoWisata Cimenteng","4.8","330","Jalan Terobosan","Kota Cimahi","Jawa Barat","ID",,"","Taman","https://www.google.com/maps/search/?api=1&query=Taman%20EcoWisata%20Cimenteng&query_place_id=ChIJ7eEMCv7jaC4RNRa7f1PwDgU"
"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEClfVHhxd6au0ae8JpAUxBZBv4daCpMR8wn2uaNAAMU_X5Efpu4lnkcZCuxMYRiCk-y0hYGfUmvB6eny5bLgeBphIZNDssjasD1QJWMBXCyb5wDZEH1ggV7ss91CixWbzim3W7=w408-h306-k-no","Tahura Gunung Kunci","4.4","1717","4WV8+GP9","Kabupaten Sumedang","Jawa Barat","ID","http://sumedangtandang.com/direktori/detail/gunung-kunci.htm","","Tujuan Wisata","https://www.google.com/maps/search/?api=1&query=Tahura%20Gunung%20Kunci&query_place_id=ChIJcVwN9hfRaC4RDogyRPU6Rvk"
